YY,MM,DD,WDIRcos,WDIRsin,WSPD,ATMP
2017,8,13,-0.71,-0.71,2.29,20.2
2017,8,14,0.71,0.71,1.42,18.1
2017,8,15,0.71,0.71,2.0,18.7
2017,8,16,0.71,0.71,3.96,17.1
2017,8,17,0.71,0.71,4.95,17.3
2017,8,18,-0.71,-0.71,2.62,18.8
2017,8,19,-0.71,-0.71,3.79,20.8
2017,8,20,-0.71,-0.71,2.86,21.9
2017,8,21,0.71,-0.71,2.22,19.7
2017,8,22,0.71,-0.71,3.99,16.7
2017,8,23,0.71,-0.71,3.27,17.05
2017,8,24,0.71,0.71,2.25,16.7
2017,8,25,0.71,0.71,2.07,16.1
2017,8,26,0.0,1.0,2.01,15.9
2017,8,27,0.0,1.0,2.34,17.0
2017,8,28,0.71,-0.71,1.55,17.6
2017,8,29,0.71,0.71,1.11,17.0
2017,8,30,0.71,0.71,3.08,20.6
2017,8,31,0.0,1.0,3.35,16.75
2017,9,1,-0.71,-0.71,2.84,15.2
2017,9,2,-0.71,-0.71,3.81,18.8
2017,9,3,-0.71,-0.71,4.13,19.9
2017,9,4,0.71,-0.71,4.59,17.6
2017,9,5,0.71,-0.71,5.3,13.7
2017,9,6,0.71,-0.71,2.0,12.9
2017,9,7,-0.0,-1.0,1.59,13.3
2017,9,8,0.71,0.71,2.19,14.2
2017,9,9,0.71,0.71,2.56,14.1
2017,9,10,0.71,0.71,1.9,15.9
2017,9,11,-0.71,-0.71,3.33,18.3
2017,9,12,-0.71,-0.71,2.48,21.2
2017,9,13,0.71,0.71,1.01,19.5
2017,9,14,0.71,0.71,2.0,18.4
2017,9,15,0.71,0.71,4.51,17.5
2017,9,16,0.71,0.71,3.6,15.5
2017,9,17,-0.0,-1.0,4.22,16.1
2017,9,18,-0.71,-0.71,1.59,13.6
2017,9,19,0.71,0.71,2.67,15.55
2017,9,20,0.71,0.71,3.75,17.9
2017,9,21,0.71,0.71,2.65,16.5
2017,9,22,0.71,0.71,2.81,16.8
2017,9,23,-0.71,-0.71,1.97,18.7
2017,9,24,0.71,0.71,1.62,19.1
2017,9,25,-0.71,-0.71,2.25,16.1
2017,9,26,0.71,0.71,3.33,14.1
2017,9,27,-0.0,-1.0,3.93,12.5
2017,9,28,-0.71,-0.71,3.55,14.2
2017,9,29,0.71,-0.71,2.5,13.1
2017,9,30,-0.71,-0.71,1.82,11.7
2017,10,1,-1.0,0.0,1.79,15.5
2017,10,2,-0.71,0.71,1.65,16.3
2017,10,3,0.71,0.71,2.33,16.2
2017,10,4,-0.0,-1.0,4.82,11.9
2017,10,5,-0.71,-0.71,3.56,10.6
2017,10,6,0.71,0.71,2.32,12.9
2017,10,7,0.71,0.71,1.82,12.2
2017,10,8,-0.71,-0.71,3.28,14.75
2017,10,9,0.71,-0.71,2.83,10.3
2017,10,10,0.71,-0.71,2.74,7.3
2017,10,11,0.71,0.71,1.78,8.5
2017,10,12,-1.0,0.0,2.05,13.2
2017,10,13,-0.0,-1.0,3.66,13.7
2017,10,14,0.71,0.71,3.16,11.3
2017,10,15,-0.0,-1.0,3.74,8.6
2017,10,16,-0.71,-0.71,4.98,7.85
2017,10,17,-0.71,-0.71,3.69,13.5
2017,10,18,-0.71,-0.71,4.51,15.8
2017,10,19,-0.71,-0.71,4.09,12.45
2017,10,20,0.71,0.71,1.05,13.2
2017,10,21,-0.71,-0.71,1.89,16.6
2017,10,22,-0.71,-0.71,5.21,13.4
2017,10,23,-0.71,-0.71,3.94,12.8
2017,10,24,0.71,-0.71,7.1,7.6
2017,10,25,0.71,0.71,3.03,5.8
2017,10,26,0.0,1.0,2.54,8.45
2017,10,27,1.0,0.0,5.49,1.8
2017,10,28,0.71,-0.71,4.27,0.7
2017,10,29,-0.71,-0.71,3.73,0.35
2017,10,30,-0.0,-1.0,5.87,2.5
2017,10,31,-0.0,-1.0,4.9,-0.5
2018,6,1,0.71,0.71,5.61,7.6
2018,6,2,0.71,0.71,6.55,6.1
2018,6,3,-0.0,-1.0,4.23,8.6
2018,6,4,-0.0,-1.0,6.0,17.0
2018,6,5,0.71,0.71,2.25,11.5
2018,6,6,0.71,0.71,3.29,10.9
2018,6,7,0.71,0.71,1.9,16.5
2018,6,8,0.71,0.71,1.86,12.0
2018,6,9,0.71,0.71,2.8,10.3
2018,6,10,0.71,0.71,2.99,10.15
2018,6,11,0.71,0.71,2.21,10.8
2018,6,12,0.71,0.71,1.05,12.7
2018,6,13,-0.0,-1.0,5.22,20.55
2018,6,14,0.71,0.71,2.04,15.6
2018,6,15,0.71,0.71,2.57,12.7
2018,6,16,0.71,0.71,2.27,10.2
2018,6,17,0.71,0.71,1.59,16.7
2018,6,18,0.71,0.71,1.65,20.1
2018,6,19,0.71,0.71,1.4,15.4
2018,6,20,0.0,1.0,1.13,15.95
2018,6,21,0.71,0.71,2.59,12.8
2018,6,22,0.71,0.71,1.19,14.0
2018,6,23,0.71,0.71,1.74,14.5
2018,6,24,0.71,0.71,6.12,11.25
2018,6,25,0.71,0.71,4.12,11.9
2018,6,26,0.71,0.71,3.32,11.4
2018,6,27,0.71,0.71,1.72,12.9
2018,6,28,-0.71,-0.71,2.18,21.0
2018,6,29,0.71,0.71,1.73,17.1
2018,6,30,0.71,0.71,1.37,16.3
2018,7,1,0.71,-0.71,2.2,17.7
2018,7,2,-0.71,-0.71,3.53,19.2
2018,7,3,0.71,0.71,1.51,18.5
2018,7,4,0.71,0.71,1.8,15.2
2018,7,5,0.71,-0.71,3.87,23.0
2018,7,6,0.0,1.0,1.73,21.8
2018,7,7,-0.71,-0.71,4.36,23.8
2018,7,8,-0.71,-0.71,5.56,25.5
2018,7,9,0.0,1.0,2.1,22.65
2018,7,10,0.71,-0.71,2.13,24.3
2018,7,11,0.71,0.71,2.5,17.7
2018,7,12,-0.71,-0.71,4.22,21.55
2018,7,13,-0.71,-0.71,3.39,25.5
2018,7,14,-0.71,-0.71,1.95,26.9
2018,7,15,-0.71,-0.71,3.48,26.8
2018,7,16,-0.0,-1.0,5.25,23.1
2018,7,17,0.71,0.71,2.02,18.8
2018,7,18,0.0,1.0,1.59,18.2
2018,7,19,0.71,0.71,1.97,19.95
2018,7,20,0.71,0.71,1.47,18.3
2018,7,21,0.71,0.71,1.54,20.25
2018,7,22,0.71,0.71,2.46,18.9
2018,7,23,0.71,0.71,1.78,18.75
2018,7,24,0.71,-0.71,5.39,22.8
2018,7,25,-0.0,-1.0,3.32,21.35
2018,7,26,0.71,-0.71,4.09,18.3
2018,7,27,0.71,-0.71,2.65,19.1
2018,7,28,-0.71,-0.71,1.75,21.4
2018,7,29,0.71,-0.71,1.8,21.5
2018,7,30,-0.71,0.71,1.72,22.8
2018,7,31,-0.71,-0.71,3.05,23.1
2018,8,1,0.71,0.71,3.17,16.2
2018,8,2,0.71,0.71,1.5,12.7
2018,8,3,0.71,0.71,1.87,14.5
2018,8,4,,,,
2018,8,5,,,,
2018,8,6,0.71,-0.71,2.78,21.9
2018,8,7,0.71,0.71,1.34,17.1
2018,8,8,-0.71,-0.71,2.56,17.55
2018,8,9,0.71,-0.71,2.01,24.8
2018,8,10,1.0,0.0,1.69,25.0
2018,8,11,-0.71,-0.71,2.22,24.3
2018,8,12,0.71,0.71,1.11,20.5
2018,8,13,-0.71,-0.71,2.72,23.0
2018,8,14,-0.71,-0.71,2.42,25.2
2018,8,15,0.71,0.71,2.27,18.9
2018,8,16,0.71,0.71,1.34,17.5
2018,8,17,0.71,0.71,1.8,20.3
2018,8,18,0.71,0.71,1.87,18.6
2018,8,19,0.71,0.71,1.0,18.3
2018,8,20,0.71,0.71,1.86,20.4
2018,8,21,0.71,0.71,2.19,17.9
2018,8,22,-0.0,-1.0,5.75,19.85
2018,8,23,-0.71,-0.71,4.48,21.8
2018,8,24,0.71,0.71,1.65,18.8
2018,8,25,0.71,0.71,1.15,18.4
2018,8,26,-0.71,-0.71,1.65,19.3
2018,8,27,0.71,0.71,1.76,20.2
2018,8,28,0.71,0.71,2.23,15.2
2018,8,29,1.0,0.0,1.88,13.5
2018,8,30,-0.0,-1.0,1.72,17.15
2018,8,31,-0.71,-0.71,1.77,19.9
2018,9,1,-0.71,-0.71,2.4,19.7
2018,9,2,-0.0,-1.0,2.34,21.1
2018,9,3,0.71,0.71,3.23,19.8
2018,9,4,0.71,0.71,1.97,18.3
2018,9,5,1.0,0.0,2.08,18.7
2018,9,6,0.71,-0.71,1.66,16.9
2018,9,7,0.71,0.71,1.44,17.8
2018,9,8,0.71,0.71,4.18,16.7
2018,9,9,0.71,0.71,2.59,15.8
2018,9,10,-0.71,-0.71,1.78,16.2
2018,9,11,0.71,0.71,2.09,18.4
2018,9,12,-0.71,-0.71,3.46,22.4
2018,9,13,-1.0,0.0,2.51,20.0
2018,9,14,-0.71,-0.71,1.72,23.4
2018,9,15,0.71,0.71,3.6,18.4
2018,9,16,0.71,0.71,3.46,17.5
2018,9,17,0.71,-0.71,2.28,17.5
2018,9,18,0.71,0.71,3.31,14.9
2018,9,19,0.0,1.0,2.77,14.3
2018,9,20,0.71,0.71,3.85,14.3
2018,9,21,0.71,-0.71,5.61,13.9
2018,9,22,-0.71,-0.71,4.46,11.8
2018,9,23,0.71,0.71,5.49,10.9
2018,9,24,0.71,0.71,3.67,14.5
2018,9,25,0.71,-0.71,3.01,11.1
2018,9,26,-0.0,-1.0,4.77,9.4
2018,9,27,-0.71,-0.71,4.11,11.2
2018,9,28,-0.0,-1.0,5.04,8.5
2018,9,29,-0.71,-0.71,2.99,5.15
2018,9,30,-0.71,-0.71,3.53,6.9
2018,10,1,0.71,0.71,2.76,9.2
2018,10,2,-0.71,-0.71,1.87,9.9
2018,10,3,-0.71,0.71,1.62,12.3
2018,10,4,-0.0,-1.0,4.22,5.6
2018,10,5,0.0,1.0,2.85,7.0
2018,10,6,0.71,-0.71,3.23,8.0
2018,10,7,0.0,1.0,3.33,7.7
2018,10,8,0.71,0.71,3.09,8.6
2018,10,9,0.71,0.71,3.13,7.3
2018,10,10,0.71,0.71,9.76,6.9
2018,10,11,-0.0,-1.0,5.96,3.1
2018,10,12,-0.0,-1.0,4.37,0.8
2018,10,13,-0.71,-0.71,3.95,2.8
2018,10,14,-0.0,-1.0,3.15,2.8
2018,10,15,-0.0,-1.0,5.16,2.4
2018,10,16,-0.71,-0.71,6.3,5.9
2018,10,17,0.71,-0.71,4.59,2.9
2018,10,18,-0.71,-0.71,4.17,3.55
2018,10,19,-0.71,-0.71,6.69,14.0
2018,10,20,0.71,-0.71,5.98,3.1
2018,10,21,-0.71,-0.71,3.35,1.4
2018,10,22,-0.71,-0.71,4.98,6.75
2018,10,23,0.71,-0.71,3.54,6.1
2018,10,24,-0.71,-0.71,1.03,4.1
2018,10,25,-0.71,-0.71,1.41,7.4
2018,10,26,0.71,0.71,2.02,7.8
2018,10,27,-0.71,0.71,1.6,7.5
2018,10,28,0.71,-0.71,3.24,7.6
2018,10,29,0.71,-0.71,1.98,5.8
2018,10,30,0.0,1.0,3.1,6.5
2018,10,31,-0.71,-0.71,4.12,5.4
2019,6,1,0.71,0.71,1.72,7.7
2019,6,2,0.71,0.71,2.21,10.75
2019,6,3,0.71,0.71,2.5,8.9
2019,6,4,0.71,0.71,2.2,7.1
2019,6,5,0.71,0.71,2.21,8.3
2019,6,6,0.71,0.71,1.25,10.1
2019,6,7,0.71,0.71,1.86,10.5
2019,6,8,0.71,0.71,1.94,10.2
2019,6,9,0.71,0.71,2.7,12.1
2019,6,10,-0.0,-1.0,4.9,16.0
2019,6,11,0.71,0.71,2.75,14.2
2019,6,12,0.71,-0.71,3.01,14.4
2019,6,13,0.71,-0.71,3.18,16.05
2019,6,14,-0.71,-0.71,3.37,16.4
2019,6,15,0.71,0.71,3.21,11.0
2019,6,16,0.71,0.71,3.86,10.5
2019,6,17,0.71,0.71,2.32,8.9
2019,6,18,0.71,0.71,1.34,10.9
2019,6,19,0.0,1.0,1.14,12.1
2019,6,20,0.71,0.71,1.74,13.7
2019,6,21,0.71,0.71,3.88,13.8
2019,6,22,0.71,0.71,3.32,11.8
2019,6,23,0.71,0.71,2.21,9.5
2019,6,24,0.71,0.71,2.12,10.7
2019,6,25,-0.0,-1.0,5.4,18.0
2019,6,26,-0.0,-1.0,5.57,21.6
2019,6,27,-0.71,-0.71,2.1,19.7
2019,6,28,0.0,1.0,1.04,15.95
2019,6,29,0.71,0.71,1.22,18.4
2019,6,30,0.71,0.71,2.92,17.5
2019,7,1,-0.71,-0.71,2.8,22.0
2019,7,2,-0.71,-0.71,2.45,23.6
2019,7,3,0.71,0.71,1.98,23.6
2019,7,4,0.71,0.71,1.7,16.3
2019,7,5,0.71,0.71,1.39,22.15
2019,7,6,0.71,0.71,3.29,18.8
2019,7,7,0.71,0.71,1.5,16.0
2019,7,8,0.71,0.71,1.59,16.3
2019,7,9,0.71,0.71,1.85,17.4
2019,7,10,-0.71,-0.71,2.86,17.9
2019,7,11,0.71,0.71,1.9,21.4
2019,7,12,-0.71,-0.71,4.1,22.05
2019,7,13,0.71,-0.71,2.47,22.9
2019,7,14,0.71,0.71,1.4,21.4
2019,7,15,0.71,0.71,1.52,21.0
2019,7,16,-0.71,-0.71,2.24,24.05
2019,7,17,0.71,0.71,2.37,21.4
2019,7,18,0.0,1.0,2.25,18.7
2019,7,19,-0.71,-0.71,2.58,24.55
2019,7,20,-0.71,-0.71,2.95,21.5
2019,7,21,0.71,-0.71,2.84,19.9
2019,7,22,0.71,-0.71,5.05,19.9
2019,7,23,0.71,-0.71,5.76,23.45
2019,7,24,0.71,-0.71,3.65,24.35
2019,7,25,-0.71,-0.71,4.29,24.3
2019,7,26,-0.71,-0.71,5.14,23.2
2019,7,27,-0.0,-1.0,4.99,24.75
2019,7,28,0.71,0.71,1.27,20.7
2019,7,29,-0.0,-1.0,5.08,19.1
2019,7,30,0.71,-0.71,2.58,18.9
2019,7,31,0.71,0.71,1.1,18.9
2019,8,1,0.71,0.71,1.7,18.9
2019,8,2,-0.71,-0.71,2.86,23.3
2019,8,3,0.71,0.71,1.81,21.15
2019,8,4,0.71,0.71,2.17,18.3
2019,8,5,-0.71,-0.71,2.8,23.6
2019,8,6,0.71,-0.71,3.19,24.0
2019,8,7,-0.71,-0.71,3.45,23.8
2019,8,8,0.71,-0.71,5.51,20.25
2019,8,9,-0.0,-1.0,4.29,19.5
2019,8,10,0.71,0.71,1.57,20.9
2019,8,11,0.71,0.71,2.19,21.2
2019,8,12,0.71,0.71,2.19,19.5
2019,8,13,0.71,0.71,2.91,18.5
2019,8,14,0.71,0.71,1.79,18.0
2019,8,15,-0.71,-0.71,1.94,17.6
2019,8,16,0.71,0.71,1.31,20.4
2019,8,17,-0.71,-0.71,2.62,20.0
2019,8,18,0.71,-0.71,4.11,21.2
2019,8,19,-0.71,-0.71,4.85,18.2
2019,8,20,-0.71,-0.71,3.91,21.6
2019,8,21,0.71,-0.71,4.02,19.5
2019,8,22,0.71,0.71,2.38,17.2
2019,8,23,0.71,0.71,2.41,16.1
2019,8,24,0.71,0.71,1.89,17.2
2019,8,25,-1.0,0.0,2.14,18.7
2019,8,26,0.71,0.71,1.51,17.5
2019,8,27,-0.0,-1.0,5.56,17.2
2019,8,28,-0.0,-1.0,7.17,15.2
2019,8,29,-0.71,-0.71,5.67,17.6
2019,8,30,-0.0,-1.0,4.63,16.9
2019,8,31,0.71,0.71,1.7,15.0
2019,9,1,0.71,0.71,1.51,12.7
2019,9,2,0.71,0.71,2.31,15.5
2019,9,3,0.71,0.71,4.76,10.5
2019,9,4,0.71,0.71,1.71,13.2
2019,9,5,0.71,0.71,2.0,11.35
2019,9,6,0.71,0.71,1.26,14.7
2019,9,7,-0.71,-0.71,2.31,14.3
2019,9,8,0.71,0.71,2.83,11.3
2019,9,9,0.71,0.71,4.39,11.0
2019,9,10,0.71,0.71,3.62,11.0
2019,9,11,0.71,0.71,5.05,10.9
2019,9,12,0.71,0.71,7.51,10.1
2019,9,13,0.71,0.71,5.94,11.6
2019,9,14,-0.71,-0.71,3.07,12.7
2019,9,15,0.71,0.71,1.26,12.55
2019,9,16,0.71,0.71,1.04,11.2
2019,9,17,0.71,0.71,1.46,11.9
2019,9,18,-0.71,-0.71,3.1,14.1
2019,9,19,-0.71,-0.71,2.53,20.15
2019,9,20,0.71,0.71,1.47,13.4
2019,9,21,0.71,0.71,2.01,12.4
2019,9,22,-0.71,-0.71,3.86,16.45
2019,9,23,-0.0,-1.0,3.48,15.4
2019,9,24,-0.71,-0.71,1.77,16.2
2019,9,25,-0.0,-1.0,5.56,16.45
2019,9,26,-0.71,-0.71,4.09,11.45
2019,9,27,-0.71,-0.71,3.9,14.4
2019,9,28,0.71,-0.71,2.51,11.0
2019,9,29,0.71,0.71,3.81,11.0
2019,9,30,0.71,0.71,4.14,11.2
2019,10,1,0.71,-0.71,2.36,12.3
2019,10,2,0.71,0.71,4.86,9.3
2019,10,3,0.71,0.71,3.99,8.3
2019,10,4,0.71,0.71,1.92,7.2
2019,10,5,-0.71,0.71,2.23,8.6
2019,10,6,-0.71,-0.71,6.62,11.4
2019,10,7,-0.0,-1.0,4.77,10.0
2019,10,8,-0.71,-0.71,2.7,11.7
2019,10,9,-1.0,0.0,2.74,15.6
2019,10,10,0.71,0.71,2.68,12.7
2019,10,11,-0.71,-0.71,5.88,7.8
2019,10,12,-0.71,-0.71,7.2,3.0
2019,10,13,-0.71,-0.71,4.43,2.8
2019,10,14,-0.0,-1.0,4.78,3.9
2019,10,15,0.71,0.71,2.11,7.0
2019,10,16,0.71,-0.71,3.6,6.7
2019,10,17,0.71,0.71,1.81,7.7
2019,10,18,0.0,1.0,2.15,7.7
2019,10,19,-0.71,-0.71,2.99,13.2
2019,10,20,-0.71,-0.71,2.5,11.3
2019,10,21,0.71,0.71,7.72,9.0
2019,10,22,-0.0,-1.0,4.74,7.5
2019,10,23,-0.0,-1.0,5.49,4.7
2019,10,24,-0.0,-1.0,3.68,4.4
2019,10,25,-0.71,-0.71,4.37,3.4
2019,10,26,-0.71,-0.71,3.63,8.3
2019,10,27,0.71,-0.71,4.11,6.4
2019,10,28,-0.0,-1.0,4.25,1.8
2019,10,29,-0.71,-0.71,4.02,0.7
2019,10,30,-0.0,-1.0,4.15,-1.1
2019,10,31,0.71,-0.71,2.48,-1.7
2020,6,1,0.71,0.71,1.68,11.7
2020,6,2,0.71,0.71,2.23,13.6
2020,6,3,0.71,-0.71,3.86,22.5
2020,6,4,-0.0,-1.0,2.91,20.3
2020,6,5,-0.0,-1.0,4.53,20.9
2020,6,6,0.71,0.71,3.14,14.0
2020,6,7,0.71,0.71,6.7,9.1
2020,6,8,0.71,0.71,3.52,8.65
2020,6,9,0.71,0.71,2.53,10.6
2020,6,10,0.71,-0.71,5.66,15.9
2020,6,11,-0.0,-1.0,5.32,16.1
2020,6,12,0.71,0.71,2.4,11.7
2020,6,13,0.71,0.71,3.8,10.7
2020,6,14,0.71,0.71,3.85,11.0
2020,6,15,0.71,0.71,2.64,11.2
2020,6,16,0.71,0.71,1.39,11.9
2020,6,17,0.71,0.71,1.5,14.6
2020,6,18,0.71,0.71,1.54,14.1
2020,6,19,0.71,-0.71,3.3,19.1
2020,6,20,0.71,0.71,2.16,16.4
2020,6,21,0.71,0.71,1.51,14.6
2020,6,22,0.71,-0.71,2.9,17.0
2020,6,23,0.71,-0.71,3.13,19.9
2020,6,24,0.71,-0.71,4.04,18.1
2020,6,25,-0.71,-0.71,2.9,21.95
2020,6,26,-0.71,-0.71,3.31,24.3
2020,6,27,0.71,-0.71,2.49,23.75
2020,6,28,0.71,0.71,2.24,18.7
2020,6,29,0.71,0.71,2.87,16.45
2020,6,30,0.71,0.71,1.93,15.5
2020,7,1,0.71,0.71,1.74,16.3
2020,7,2,0.71,0.71,1.12,25.0
2020,7,3,0.71,0.71,1.49,23.6
2020,7,4,0.71,0.71,1.01,20.55
2020,7,5,0.71,0.71,1.2,22.7
2020,7,6,0.71,0.71,1.92,21.7
2020,7,7,0.0,1.0,1.31,22.6
2020,7,8,0.71,0.71,1.54,22.1
2020,7,9,-0.71,-0.71,3.82,20.8
2020,7,10,0.71,-0.71,4.5,24.3
2020,7,11,0.71,-0.71,2.48,24.35
2020,7,12,0.71,0.71,1.82,22.1
2020,7,13,0.71,0.71,0.96,20.9
2020,7,14,,,,
2020,7,15,-0.71,-0.71,3.73,
2020,7,16,-0.71,-0.71,3.74,
2020,7,17,0.71,0.71,1.58,22.6
2020,7,18,0.71,0.71,2.18,24.1
2020,7,19,-0.0,-1.0,6.19,23.55
2020,7,20,0.71,0.71,1.96,18.2
2020,7,21,0.71,0.71,2.43,16.5
2020,7,22,0.71,0.71,2.94,16.1
2020,7,23,0.71,0.71,1.06,17.4
2020,7,24,0.71,0.71,2.13,17.8
2020,7,25,0.71,0.71,1.78,18.8
2020,7,26,-0.0,-1.0,2.39,23.8
2020,7,27,-0.0,-1.0,5.73,22.8
2020,7,28,-0.0,-1.0,5.32,23.15
2020,7,29,0.71,-0.71,2.17,22.65
2020,7,30,0.71,0.71,1.13,21.2
2020,7,31,0.71,0.71,1.15,21.7
2020,8,1,-0.0,-1.0,2.26,22.6
2020,8,2,1.0,0.0,2.45,19.3
2020,8,3,0.71,0.71,1.58,18.25
2020,8,4,0.71,0.71,2.28,18.8
2020,8,5,-0.71,-0.71,2.63,18.7
2020,8,6,-0.71,-0.71,1.95,21.5
2020,8,7,0.71,0.71,1.46,21.1
2020,8,8,-0.71,-0.71,3.4,22.3
2020,8,9,-0.71,-0.71,1.64,22.6
2020,8,10,-0.0,-1.0,3.87,21.65
2020,8,11,-0.71,-0.71,6.0,22.3
2020,8,12,-0.71,-0.71,2.66,22.6
2020,8,13,0.71,0.71,2.75,18.7
2020,8,14,0.71,0.71,2.36,20.7
2020,8,15,-0.71,-0.71,4.17,19.5
2020,8,16,-0.0,-1.0,2.79,21.1
2020,8,17,0.71,-0.71,5.1,21.45
2020,8,18,0.71,-0.71,2.11,19.2
2020,8,19,-0.71,-0.71,3.2,21.2
2020,8,20,-0.71,-0.71,3.08,20.3
2020,8,21,0.71,0.71,3.16,16.7
2020,8,22,0.71,0.71,1.84,18.3
2020,8,23,0.71,0.71,1.52,18.3
2020,8,24,0.71,-0.71,2.12,22.2
2020,8,25,0.71,0.71,2.29,20.4
2020,8,26,0.71,0.71,3.04,18.2
2020,8,27,0.71,0.71,1.64,22.8
2020,8,28,0.71,0.71,2.19,19.6
2020,8,29,0.71,-0.71,3.99,18.5
2020,8,30,0.71,0.71,2.15,18.2
2020,8,31,-0.0,-1.0,3.57,18.1
2020,9,1,-0.71,-0.71,4.22,16.45
2020,9,2,-0.0,-1.0,6.29,17.7
2020,9,3,-0.0,-1.0,7.06,18.0
2020,9,4,-0.0,-1.0,5.59,14.9
2020,9,5,-0.0,-1.0,3.6,16.7
2020,9,6,0.71,0.71,2.56,16.9
2020,9,7,0.71,-0.71,4.49,13.5
2020,9,8,0.71,-0.71,3.27,10.5
2020,9,9,0.71,-0.71,2.06,10.65
2020,9,10,-0.71,-0.71,3.33,7.9
2020,9,11,-0.71,-0.71,1.86,12.6
2020,9,12,0.71,0.71,1.65,12.4
2020,9,13,0.71,-0.71,2.79,15.4
2020,9,14,0.71,0.71,3.12,12.8
2020,9,15,0.71,0.71,3.93,12.9
2020,9,16,0.71,-0.71,3.27,17.2
2020,9,17,0.71,-0.71,2.04,11.1
2020,9,18,1.0,0.0,1.57,10.4
2020,9,19,-0.71,-0.71,3.09,11.4
2020,9,20,-1.0,0.0,2.92,16.35
2020,9,21,-0.71,-0.71,5.21,17.9
2020,9,22,-0.71,-0.71,2.23,18.6
2020,9,23,0.71,0.71,0.75,17.1
2020,9,24,0.71,0.71,4.51,11.6
2020,9,25,0.71,0.71,2.37,10.7
2020,9,26,-0.71,-0.71,1.15,14.1
2020,9,27,-0.71,-0.71,4.18,13.75
2020,9,28,0.71,-0.71,5.91,12.4
2020,9,29,-0.71,-0.71,3.38,11.6
2020,9,30,0.71,-0.71,4.7,11.25
2020,10,1,0.71,-0.71,3.79,9.6
2020,10,2,1.0,0.0,1.9,5.8
2020,10,3,0.71,0.71,0.93,5.4
2020,10,4,-0.71,-0.71,2.29,5.7
2020,10,5,-0.71,-0.71,4.33,9.3
2020,10,6,-0.71,-0.71,4.65,15.0
2020,10,7,-0.0,-1.0,5.17,14.85
2020,10,8,0.71,-0.71,2.65,11.85
2020,10,9,0.71,0.71,2.36,11.9
2020,10,10,0.71,-0.71,3.09,11.4
2020,10,11,0.71,0.71,3.71,8.3
2020,10,12,0.71,0.71,5.33,10.9
2020,10,13,-0.0,-1.0,4.97,11.2
2020,10,14,-0.71,-0.71,2.33,8.4
2020,10,15,-0.0,-1.0,6.43,4.9
2020,10,16,-0.0,-1.0,4.15,3.6
2020,10,17,0.71,0.71,2.31,2.3
2020,10,18,-0.0,-1.0,4.68,0.8
2020,10,19,-0.71,-0.71,3.14,0.4
2020,10,20,-0.71,0.71,1.95,0.9
2020,10,21,-0.71,-0.71,3.98,1.5
2020,10,22,0.71,0.71,2.82,2.0
2020,10,23,1.0,0.0,3.42,1.8
2020,10,24,-0.0,-1.0,4.99,-0.65
2020,10,25,0.71,-0.71,4.19,-1.75
2020,10,26,0.71,-0.71,4.01,-1.45
2020,10,27,-0.71,-0.71,5.75,-2.75
2020,10,28,-0.71,-0.71,5.34,1.7
2020,10,29,1.0,0.0,2.74,0.3
2020,10,30,-0.71,-0.71,2.32,-0.7
2020,10,31,-0.71,-0.71,4.26,3.7
2021,6,1,0.71,0.71,1.22,14.2
2021,6,2,0.71,0.71,1.5,15.1
2021,6,3,-0.71,-0.71,1.58,15.4
2021,6,4,0.71,0.71,1.46,15.8
2021,6,5,-0.71,-0.71,2.98,26.8
2021,6,6,0.71,0.71,3.15,30.6
2021,6,7,0.71,0.71,2.23,25.2
2021,6,8,0.71,0.71,1.41,19.3
2021,6,9,0.71,0.71,2.76,16.2
2021,6,10,0.71,0.71,2.3,14.4
2021,6,11,0.71,0.71,4.95,11.4
2021,6,12,-0.0,-1.0,4.44,18.5
2021,6,13,-0.0,-1.0,2.75,21.0
2021,6,14,0.71,-0.71,3.51,18.9
2021,6,15,0.71,0.71,1.55,17.4
2021,6,16,0.71,0.71,1.46,14.9
2021,6,17,-0.71,-0.71,2.82,20.1
2021,6,18,-0.0,-1.0,6.13,23.7
2021,6,19,0.71,-0.71,3.33,16.7
2021,6,20,0.71,0.71,1.22,13.6
2021,6,21,0.71,-0.71,4.2,14.45
2021,6,22,-0.0,-1.0,4.23,15.1
2021,6,23,-0.71,-0.71,4.62,19.2
2021,6,24,0.71,0.71,2.19,22.4
2021,6,25,0.71,0.71,1.31,19.65
2021,6,26,0.71,0.71,1.57,18.5
2021,6,27,-0.71,-0.71,1.69,17.6
2021,6,28,0.71,0.71,1.13,19.8
2021,6,29,0.71,0.71,1.66,20.4
2021,6,30,0.71,-0.71,2.91,23.5
2021,7,1,0.71,0.71,3.97,17.7
2021,7,2,0.71,0.71,1.79,16.7
2021,7,3,-0.71,-0.71,4.06,26.35
2021,7,4,-0.71,-0.71,4.09,25.75
2021,7,5,0.71,-0.71,3.28,29.15
2021,7,6,0.71,0.71,3.57,22.7
2021,7,7,0.71,0.71,4.08,15.0
2021,7,8,0.71,0.71,1.98,14.6
2021,7,9,0.71,0.71,1.14,16.8
2021,7,10,0.71,0.71,1.09,20.15
2021,7,11,0.71,0.71,1.27,22.0
2021,7,12,0.71,0.71,1.52,20.2
2021,7,13,0.71,0.71,1.94,20.65
2021,7,14,0.71,0.71,2.97,21.0
2021,7,15,0.71,0.71,1.65,18.8
2021,7,16,0.71,0.71,1.17,20.9
2021,7,17,0.71,0.71,1.03,21.2
2021,7,18,0.71,0.71,1.19,22.5
