YY,MM,DD,WDIR,WSPD,ATMP
2016,6,21,6.0,7.3,11.85
2016,6,22,4.0,4.02,9.1
2016,6,23,6.0,5.59,11.15
2016,6,24,5.0,4.31,12.5
2016,6,25,2.0,5.9,9.75
2016,6,26,5.0,6.52,9.45
2016,6,27,0.0,8.22,9.75
2016,6,28,6.0,4.4,9.9
2016,6,29,5.0,6.0,10.55
2016,6,30,6.0,5.71,11.3
2016,7,1,6.0,8.08,9.3
2016,7,2,6.0,6.24,12.6
2016,7,3,6.0,7.41,13.7
2016,7,4,4.0,4.41,12.2
2016,7,5,4.0,5.2,14.9
2016,7,6,2.0,4.26,12.7
2016,7,7,2.0,3.71,10.8
2016,7,8,2.0,4.51,12.25
2016,7,9,0.0,3.56,14.5
2016,7,10,6.0,4.28,12.9
2016,7,11,3.0,5.14,11.55
2016,7,12,3.0,8.14,13.55
2016,7,13,5.0,11.13,15.65
2016,7,14,6.0,8.78,13.55
2016,7,15,0.0,3.51,12.05
2016,7,16,6.0,4.56,12.0
2016,7,17,4.0,5.15,13.75
2016,7,18,6.0,4.46,14.55
2016,7,19,6.0,3.46,14.8
2016,7,20,4.0,4.3,15.35
2016,7,21,5.0,7.35,18.1
2016,7,22,6.0,10.5,20.0
2016,7,23,0.0,5.21,17.65
2016,7,24,3.0,5.65,16.25
2016,7,25,6.0,10.12,18.55
2016,7,26,6.0,7.33,20.0
2016,7,27,6.0,3.55,18.0
2016,7,28,1.0,3.3,17.05
2016,7,29,3.0,3.15,17.6
2016,7,30,3.0,3.13,17.45
2016,7,31,4.0,3.6,17.95
2016,8,1,3.0,4.91,18.9
2016,8,2,5.0,6.66,19.6
2016,8,3,5.0,6.68,20.65
2016,8,4,4.0,6.76,20.7
2016,8,5,6.0,8.64,19.55
2016,8,6,7.0,7.07,18.45
2016,8,7,7.0,4.86,18.45
2016,8,8,4.0,4.82,19.2
2016,8,9,5.0,8.97,20.1
2016,8,10,1.0,3.66,15.9
2016,8,11,2.0,5.57,16.6
2016,8,12,0.0,4.62,16.45
2016,8,13,2.0,4.93,17.25
2016,8,14,6.0,4.7,16.55
2016,8,15,5.0,4.64,18.45
2016,8,16,4.0,4.17,19.2
2016,8,17,6.0,3.96,18.55
2016,8,18,5.0,4.67,19.1
2016,8,19,5.0,3.84,20.2
2016,8,20,1.0,4.25,19.0
2016,8,21,0.0,7.23,14.6
2016,8,22,6.0,7.25,17.0
2016,8,23,5.0,8.26,18.75
2016,8,24,5.0,6.65,18.95
2016,8,25,6.0,8.7,18.7
2016,8,26,0.0,4.98,15.65
2016,8,27,4.0,5.02,16.65
2016,8,28,5.0,3.8,16.8
2016,8,29,3.0,5.82,18.15
2016,8,30,6.0,6.72,18.55
2016,8,31,7.0,4.72,17.9
2016,9,1,1.0,3.87,15.3
2016,9,2,5.0,3.97,16.5
2016,9,3,4.0,6.25,17.8
2016,9,4,5.0,6.22,18.5
2016,9,5,4.0,8.21,19.0
2016,9,6,4.0,4.31,18.65
2016,9,7,1.0,3.99,17.7
2016,9,8,6.0,7.97,17.65
2016,9,9,5.0,6.67,18.0
2016,9,10,0.0,5.04,16.0
2016,9,11,6.0,5.55,15.95
2016,9,12,5.0,9.52,18.3
2016,9,13,0.0,4.48,14.65
2016,9,14,1.0,2.8,13.6
2016,9,15,5.0,5.07,14.9
2016,9,16,4.0,6.56,17.25
2016,9,17,5.0,3.78,16.95
2016,9,18,0.0,3.28,15.25
2016,9,19,6.0,10.45,18.0
2016,9,20,6.0,11.2,17.85
2016,9,21,6.0,5.12,15.9
2016,9,22,1.0,3.12,15.45
2016,9,23,1.0,5.02,14.05
2016,9,24,3.0,5.95,15.1
2016,9,25,3.0,10.41,15.8
2016,9,26,5.0,10.37,12.9
2016,9,27,7.0,10.44,12.3
2016,9,28,1.0,7.43,13.3
2016,9,29,1.0,3.61,13.35
2016,9,30,1.0,3.72,13.35
2016,10,1,1.0,4.41,14.45
2016,10,2,0.0,3.15,14.35
2016,10,3,3.0,4.08,14.2
2016,10,4,3.0,7.17,14.45
2016,10,5,3.0,11.78,15.2
2016,10,6,5.0,10.9,12.9
2016,10,7,6.0,9.28,10.9
2016,10,8,6.0,11.8,7.6
2016,10,9,0.0,4.0,6.75
2016,10,10,4.0,10.3,10.7
2016,10,11,5.0,8.12,13.3
2016,10,12,7.0,8.13,6.9
2016,10,13,7.0,9.4,5.45
2016,10,14,4.0,8.91,9.0
2016,10,15,4.0,11.24,13.5
2016,10,16,0.0,6.83,9.25
2016,10,17,2.0,9.9,9.45
2016,10,18,0.0,6.54,10.45
2016,10,19,7.0,8.21,9.9
2016,10,20,7.0,7.67,6.2
2016,10,21,0.0,3.61,5.45
2016,10,22,4.0,6.38,7.25
2016,10,23,0.0,3.61,8.05
2016,10,24,0.0,8.88,5.95
2016,10,25,0.0,5.07,5.1
