YY,MM,DD,WDIRcos,WDIRsin,WSPD,ATMP
2023,6,17,-1.0,0.0,1.34,13.3
2023,6,18,-1.0,0.0,1.29,14.4
2023,6,19,0.71,-0.71,1.16,15.1
2023,6,20,0.71,-0.71,1.34,17.25
2023,6,21,0.71,-0.71,1.33,17.8
2023,6,22,-1.0,0.0,1.22,17.4
2023,6,23,-1.0,0.0,1.95,19.8
2023,6,24,0.71,0.71,2.02,16.9
2023,6,25,1.0,0.0,2.32,12.6
2023,6,26,0.71,-0.71,1.09,12.3
2023,6,27,-1.0,0.0,1.6,15.3
2023,6,28,-1.0,0.0,1.39,16.2
2023,6,29,-0.71,-0.71,2.11,19.5
2023,6,30,-1.0,0.0,2.19,18.9
2023,7,1,-1.0,0.0,1.97,19.7
2023,7,2,1.0,0.0,1.16,16.5
2023,7,3,-1.0,0.0,1.74,19.4
2023,7,4,-1.0,0.0,2.1,20.5
2023,7,5,0.71,-0.71,2.12,19.7
2023,7,6,-1.0,0.0,2.28,16.0
2023,7,7,-1.0,0.0,3.05,17.8
2023,7,8,-1.0,0.0,3.12,17.3
2023,7,9,-1.0,0.0,3.32,15.7
2023,7,10,-1.0,0.0,3.23,19.8
2023,7,11,-1.0,0.0,2.97,16.9
2023,7,12,-1.0,0.0,2.19,18.0
2023,7,13,-1.0,0.0,2.12,17.8
2023,7,14,-1.0,0.0,2.36,20.6
2023,7,15,-1.0,0.0,2.88,19.8
2023,7,16,-1.0,0.0,2.59,17.3
2023,7,17,-0.71,-0.71,3.44,16.4
2023,7,18,-1.0,0.0,2.68,17.4
2023,7,19,-1.0,0.0,1.45,16.65
2023,7,20,0.71,0.71,2.27,16.2
2023,7,21,-1.0,0.0,1.93,19.2
2023,7,22,-1.0,0.0,2.02,19.7
2023,7,23,-1.0,0.0,1.97,19.8
2023,7,24,-1.0,0.0,2.06,19.2
2023,7,25,-1.0,0.0,1.08,19.1
2023,7,26,-1.0,0.0,2.22,22.9
2023,7,27,-1.0,0.0,2.2,19.9
2023,7,28,-1.0,0.0,3.14,19.1
2023,7,29,-1.0,0.0,1.67,18.2
2023,7,30,-1.0,0.0,2.04,17.7
2023,7,31,-1.0,0.0,2.0,18.0
2023,8,1,-1.0,0.0,2.14,19.8
2023,8,2,-1.0,0.0,2.27,22.4
2023,8,3,-1.0,0.0,2.11,23.1
2023,8,4,-1.0,0.0,2.83,20.3
2023,8,5,-1.0,0.0,1.92,18.3
2023,8,6,-1.0,0.0,1.75,17.7
2023,8,7,-1.0,0.0,1.6,18.7
2023,8,8,-1.0,0.0,2.25,20.0
2023,8,9,-1.0,0.0,2.16,20.8
2023,8,10,0.71,-0.71,3.42,19.2
2023,8,11,-1.0,0.0,2.48,17.1
2023,8,12,0.71,0.71,3.27,17.7
2023,8,13,0.71,0.71,3.18,17.2
2023,8,14,0.71,0.71,2.74,17.2
2023,8,15,-1.0,0.0,3.04,15.3
2023,8,16,-1.0,0.0,5.25,24.45
2023,8,17,0.71,-0.71,5.75,18.2
2023,8,18,-1.0,0.0,2.94,18.2
2023,8,19,-1.0,0.0,3.52,21.1
2023,8,20,-1.0,0.0,2.13,21.7
2023,8,21,-1.0,0.0,2.26,18.3
2023,8,22,-1.0,0.0,1.36,18.5
2023,8,23,0.71,-0.71,1.83,17.5
2023,8,24,0.71,0.71,2.32,16.9
2023,8,25,-1.0,0.0,2.23,17.5
2023,8,26,0.71,0.71,6.84,15.3
2023,8,27,-1.0,0.0,2.44,11.1
2023,8,28,-1.0,0.0,2.21,15.9
2023,8,29,0.71,0.71,3.58,16.9
2023,8,30,-1.0,0.0,1.89,13.6
2023,8,31,-1.0,0.0,2.62,15.45
2023,9,1,-1.0,0.0,4.29,19.4
2023,9,2,-1.0,0.0,4.22,24.6
2023,9,3,-1.0,0.0,3.21,26.6
2023,9,4,-1.0,0.0,3.25,26.3
2023,9,5,-1.0,0.0,2.87,27.9
2023,9,6,0.71,0.71,5.66,18.9
2023,9,7,0.71,0.71,6.91,13.6
2023,9,8,0.71,0.71,1.64,11.7
2023,9,9,-1.0,0.0,2.45,11.5
2023,9,10,0.71,0.71,2.51,16.1
2023,9,11,-1.0,0.0,3.38,13.4
2023,9,12,0.0,1.0,2.36,11.4
2023,9,13,-1.0,0.0,2.54,11.7
2023,9,14,-1.0,0.0,2.92,9.1
2023,9,15,-1.0,0.0,3.87,17.5
2023,9,16,-1.0,0.0,2.46,15.25
2023,9,17,-1.0,0.0,3.14,12.0
2023,9,18,-1.0,0.0,3.23,9.9
2023,9,19,-1.0,0.0,2.66,13.9
2023,9,20,-1.0,0.0,2.2,18.7
2023,9,21,-1.0,0.0,1.9,18.4
2023,9,22,-1.0,0.0,1.77,16.9
2023,9,23,-0.71,0.71,1.54,17.0
2023,9,24,-1.0,0.0,2.33,18.1
2023,9,25,0.71,0.71,0.87,15.1
2023,9,26,0.71,0.71,2.76,15.6
2023,9,27,0.0,1.0,1.04,15.9
2023,9,28,1.0,0.0,0.82,15.7
2023,9,29,-1.0,0.0,2.16,17.0
2023,9,30,-1.0,0.0,0.94,17.0
2023,10,1,1.0,0.0,0.76,17.0
2023,10,2,-1.0,0.0,3.42,25.1
2023,10,3,-1.0,0.0,3.61,24.2
2023,10,4,-1.0,0.0,4.44,22.6
2023,10,5,-0.71,-0.71,3.54,14.4
2023,10,6,-0.71,-0.71,6.81,10.7
2023,10,7,1.0,0.0,7.38,9.8
2023,10,8,-1.0,0.0,2.62,6.6
2023,10,9,0.71,-0.71,7.5,8.4
2023,10,10,0.71,-0.71,5.56,8.75
2023,10,11,-1.0,0.0,2.45,8.0
2023,10,12,-1.0,0.0,3.73,5.3
2023,10,13,0.0,1.0,4.0,8.5
2023,10,14,0.71,0.71,6.66,10.4
2023,10,15,0.71,0.71,5.62,10.2
2023,10,16,0.71,0.71,4.57,9.9
2023,10,17,-1.0,0.0,2.25,5.3
2023,10,18,-1.0,0.0,2.27,11.5
2023,10,19,-1.0,0.0,2.39,10.8
2023,10,20,1.0,0.0,5.03,10.2
2023,10,21,-1.0,0.0,2.02,6.3
2023,10,22,-1.0,0.0,1.84,7.0
2023,10,23,-1.0,0.0,2.81,9.1
2023,10,24,-1.0,0.0,1.82,12.0
2023,10,25,0.71,0.71,5.6,10.4
2023,10,26,0.71,0.71,3.73,9.2
2023,10,27,-0.0,-1.0,3.13,8.9
2023,10,28,-0.0,-1.0,3.56,1.85
2023,10,29,-0.71,-0.71,2.71,-0.2
2023,10,30,-0.71,-0.71,3.36,-1.0
2023,10,31,-1.0,0.0,3.92,0.05
