YY,MM,DD,DISC
2021,07,14,316
2021,07,15,340
2021,07,16,220
2021,07,17,230
2021,07,18,228
2021,07,19,233
2021,07,20,234
2021,07,21,233
2021,07,22,232
2021,07,23,235
2021,07,24,317
2021,07,25,313
2021,07,26,314
2021,07,27,302
2021,07,28,303
2021,07,29,303
2021,07,30,295
2021,07,31,301
2021,08,01,311
2021,08,02,278
2021,08,03,248
2021,08,04,266
2021,08,05,263
2021,08,06,258
2021,08,07,258
2021,08,08,257
2021,08,09,246
2021,08,10,253
2021,08,11,261
2021,08,12,246
2021,08,13,261
2021,08,14,241
2021,08,15,251
2021,08,16,229
2021,08,17,198
2021,08,18,190
2021,08,19,164
2021,08,20,171
2021,08,21,156
2021,08,22,156
2021,08,23,156
2021,08,24,157
2021,08,25,158
2021,08,26,184
2021,08,27,197
2021,08,28,208
2021,08,29,309
2021,08,30,348
2021,08,31,280
2021,09,01,264
2021,09,02,275
2021,09,03,278
2021,09,04,286
2021,09,05,316
2021,09,06,332
2021,09,07,326
2021,09,08,305
2021,09,09,272
2021,09,10,258
2021,09,11,234
2021,09,12,220
2021,09,13,241
2021,09,14,273
2021,09,15,316
2021,09,16,314
2021,09,17,645
2021,09,18,564
2021,09,19,489
2021,09,20,465
2021,09,21,474
2021,09,22,464
2021,09,23,456
2021,09,24,518
2021,09,25,547
2021,09,26,525
2021,09,27,416
2021,09,28,418
2021,09,29,494
2021,09,30,524
2021,10,01,506
2021,10,02,423
2021,10,03,393
2021,10,04,395
2021,10,05,446
2021,10,06,509
2021,10,07,564
2021,10,08,502
2021,10,09,502
2021,10,10,546
2021,10,11,742
2021,10,12,747
2021,10,13,735
2021,10,14,748
2021,10,15,738
2021,10,16,739
2021,10,17,675
2021,10,18,662
2021,10,19,642
2021,10,20,625
2021,10,21,573
2021,10,22,587
2021,10,23,586
2021,10,24,617
2021,10,25,659
2021,10,26,649
2021,10,27,537
2021,10,28,543
2021,10,29,550
2021,10,30,588
2021,10,31,584
2022,06,01,10600
2022,06,02,10900
2022,06,03,10400
2022,06,04,8960
2022,06,05,7540
2022,06,06,6710
2022,06,07,5760
2022,06,08,5040
2022,06,09,4300
2022,06,10,3620
2022,06,11,3100
2022,06,12,2690
2022,06,13,2680
2022,06,14,4190
2022,06,15,4790
2022,06,16,4700
2022,06,17,4420
2022,06,18,4030
2022,06,19,3700
2022,06,20,3400
2022,06,21,3480
2022,06,22,3480
2022,06,23,3460
2022,06,24,3000
2022,06,25,3580
2022,06,26,4790
2022,06,27,4750
2022,06,28,3970
2022,06,29,3410
2022,06,30,3160
2022,07,01,3420
2022,07,02,3280
2022,07,03,2880
2022,07,04,2870
2022,07,05,3480
2022,07,06,4130
2022,07,07,3800
2022,07,08,3490
2022,07,09,3280
2022,07,10,3020
2022,07,11,2890
2022,07,12,2840
2022,07,13,2930
2022,07,14,2810
2022,07,15,2430
2022,07,16,2360
2022,07,17,2120
2022,07,18,1920
2022,07,19,1610
2022,07,20,1560
2022,07,21,1450
2022,07,22,1380
2022,07,23,1230
2022,07,24,1170
2022,07,25,1020
2022,07,26,967
2022,07,27,953
2022,07,28,1020
2022,07,29,1530
2022,07,30,1400
2022,07,31,1320
2022,08,01,1260
2022,08,02,1140
2022,08,03,1530
2022,08,04,1460
2022,08,05,1530
2022,08,06,1710
2022,08,07,1790
2022,08,08,2270
2022,08,09,2260
2022,08,10,2270
2022,08,11,2310
2022,08,12,2120
2022,08,13,2040
2022,08,14,1950
2022,08,15,1740
2022,08,16,1600
2022,08,17,1740
2022,08,18,1670
2022,08,19,2000
2022,08,20,2440
2022,08,21,2500
2022,08,22,2610
2022,08,23,2520
2022,08,24,2360
2022,08,25,2170
2022,08,26,2010
2022,08,27,1900
2022,08,28,1810
2022,08,29,1910
2022,08,30,2320
2022,08,31,2050
2022,09,01,1800
2022,09,02,1700
2022,09,03,1650
2022,09,04,1570
2022,09,05,1430
2022,09,06,1190
2022,09,07,1110
2022,09,08,951
2022,09,09,1100
2022,09,10,1050
2022,09,11,900
2022,09,12,883
2022,09,13,844
2022,09,14,775
2022,09,15,730
2022,09,16,804
2022,09,17,899
2022,09,18,947
2022,09,19,1290
2022,09,20,1540
2022,09,21,1570
2022,09,22,1410
2022,09,23,1190
2022,09,24,1130
2022,09,25,1170
2022,09,26,1210
2022,09,27,1210
2022,09,28,1140
2022,09,29,1170
2022,09,30,978
2022,10,01,914
2022,10,02,990
2022,10,03,968
2022,10,04,886
2022,10,05,804
2022,10,06,880
2022,10,07,887
2022,10,08,744
2022,10,09,733
2022,10,10,738
2022,10,11,716
2022,10,12,816
2022,10,13,879
2022,10,14,832
2022,10,15,808
2022,10,16,936
2022,10,17,1020
2022,10,18,996
2022,10,19,989
2022,10,20,972
2022,10,21,989
2022,10,22,956
2022,10,23,950
2022,10,24,996
2022,10,25,1030
2022,10,26,1010
2022,10,27,1020
2022,10,28,1060
2022,10,29,1090
2022,10,30,1150
2022,10,31,1140
2023,06,01,1410
2023,06,02,1480
2023,06,03,1630
2023,06,04,1640
2023,06,05,1470
2023,06,06,1370
2023,06,07,1340
2023,06,08,1200
2023,06,09,1110
2023,06,10,1060
2023,06,11,1010
2023,06,12,988
2023,06,13,927
2023,06,14,909
2023,06,15,875
2023,06,16,844
2023,06,17,797
2023,06,18,757
2023,06,19,722
2023,06,20,664
2023,06,21,779
2023,06,22,704
2023,06,23,684
2023,06,24,958
2023,06,25,984
2023,06,26,992
2023,06,27,969
2023,06,28,955
2023,06,29,1330
2023,06,30,1370
2023,07,01,1280
2023,07,02,1260
2023,07,03,1130
2023,07,04,983
2023,07,05,915
2023,07,06,861
2023,07,07,762
2023,07,08,741
2023,07,09,698
2023,07,10,689
2023,07,11,648
2023,07,12,600
2023,07,13,643
2023,07,14,630
2023,07,15,583
2023,07,16,502
2023,07,17,489
2023,07,18,472
2023,07,19,541
2023,07,20,628
2023,07,21,590
2023,07,22,615
2023,07,23,749
2023,07,24,679
2023,07,25,643
2023,07,26,643
2023,07,27,628
2023,07,28,592
2023,07,29,568
2023,07,30,577
2023,07,31,527
2023,08,01,499
2023,08,02,490
2023,08,03,452
2023,08,04,465
2023,08,05,466
2023,08,06,441
2023,08,07,394
2023,08,08,418
2023,08,09,400
2023,08,10,377
2023,08,11,397
2023,08,12,455
2023,08,13,465
2023,08,14,461
2023,08,15,436
2023,08,16,413
2023,08,17,384
2023,08,18,401
2023,08,19,399
2023,08,20,444
2023,08,21,411
2023,08,22,377
2023,08,23,384
2023,08,24,380
2023,08,25,440
2023,08,26,456
2023,08,27,416
2023,08,28,417
2023,08,29,408
2023,08,30,381
2023,08,31,379
2023,09,01,348
2023,09,02,353
2023,09,03,365
2023,09,04,362
2023,09,05,420
2023,09,06,415
2023,09,07,467
2023,09,08,520
2023,09,09,569
2023,09,10,587
2023,09,11,612
2023,09,12,647
2023,09,13,754
2023,09,14,597
2023,09,15,869
2023,09,16,939
2023,09,17,819
2023,09,18,813
2023,09,19,736
2023,09,20,719
2023,09,21,717
2023,09,22,640
2023,09,23,659
2023,09,24,1110
2023,09,25,1560
2023,09,26,3180
2023,09,27,3910
2023,09,28,3810
2023,09,29,3650
2023,09,30,3640
2023,10,01,3690
2023,10,02,3510
2023,10,03,3170
2023,10,04,2850
2023,10,05,2450
2023,10,06,2340
2023,10,07,2090
2023,10,08,2010
2023,10,09,1900
2023,10,10,1720
2023,10,11,1660
2023,10,12,1620
2023,10,13,1520
2023,10,14,1510
2023,10,15,1440
2023,10,16,1390
2023,10,17,1220
2023,10,18,1130
2023,10,19,1040
2023,10,20,1010
2023,10,21,1050
2023,10,22,1100
2023,10,23,1030
2023,10,24,1020
2023,10,25,1040
2023,10,26,1120
2023,10,27,1250
2023,10,28,1270
2023,10,29,1400
2023,10,30,1400
2023,10,31,1350
