YY,MM,DD,DISC
2018,07,29,1400
2018,07,30,1260
2018,07,31,1130
2018,08,01,1180
2018,08,02,1200
2018,08,03,1200
2018,08,04,1400
2018,08,05,1390
2018,08,06,1390
2018,08,07,1450
2018,08,08,1250
2018,08,09,1170
2018,08,10,1220
2018,08,11,1010
2018,08,12,977
2018,08,13,971
2018,08,14,962
2018,08,15,815
2018,08,16,814
2018,08,17,769
2018,08,18,697
2018,08,19,697
2018,08,20,710
2018,08,21,691
2018,08,22,703
2018,08,23,693
2018,08,24,702
2018,08,25,685
2018,08,26,674
2018,08,27,650
2018,08,28,646
2018,08,29,700
2018,08,30,721
2018,08,31,745
2018,09,01,868
2018,09,02,1090
2018,09,03,993
2018,09,04,994
2018,09,05,941
2018,09,06,900
2018,09,07,866
2018,09,08,798
2018,09,09,717
2018,09,10,749
2018,09,11,682
2018,09,12,660
2018,09,13,668
2018,09,14,663
2018,09,15,2560
2018,09,16,3840
2018,09,17,3160
2018,09,18,2550
2018,09,19,2280
2018,09,20,2040
2018,09,21,2030
2018,09,22,2310
2018,09,23,2240
2018,09,24,2160
2018,09,25,2140
2018,09,26,2180
2018,09,27,2250
2018,09,28,2280
2018,09,29,2300
2018,09,30,2260
2018,10,01,2140
2018,10,02,2130
2018,10,03,2000
2018,10,04,2050
2018,10,05,2370
2018,10,06,2880
2018,10,07,3220
2018,10,08,3450
2018,10,09,3940
2018,10,10,7540
2018,10,11,12700
2018,10,12,13300
2018,10,13,12500
2018,10,14,11500
2018,10,15,10800
2018,10,16,10100
2018,10,17,9260
2018,10,18,8060
2018,10,19,6920
2018,10,20,6240
2018,10,21,5690
2018,10,22,5220
2018,10,23,4650
2018,10,24,4270
2018,10,25,3940
2018,10,26,3830
2018,10,27,3750
2018,10,28,4150
2018,10,29,4700
2018,10,30,4670
2018,10,31,4470
2019,06,01,3870
2019,06,02,3400
2019,06,03,2960
2019,06,04,2810
2019,06,05,3440
2019,06,06,2970
2019,06,07,2820
2019,06,08,2870
2019,06,09,2910
2019,06,10,2630
2019,06,11,2460
2019,06,12,2370
2019,06,13,2270
2019,06,14,2150
2019,06,15,1930
2019,06,16,1900
2019,06,17,1810
2019,06,18,1680
2019,06,19,1600
2019,06,20,1640
2019,06,21,1650
2019,06,22,1550
2019,06,23,1450
2019,06,24,1860
2019,06,25,2000
2019,06,26,2270
2019,06,27,2560
2019,06,28,2910
2019,06,29,3150
2019,06,30,3690
2019,07,01,4650
2019,07,02,4710
2019,07,03,4050
2019,07,04,3640
2019,07,05,3210
2019,07,06,2890
2019,07,07,2550
2019,07,08,2280
2019,07,09,2080
2019,07,10,1980
2019,07,11,1830
2019,07,12,1570
2019,07,13,1610
2019,07,14,1370
2019,07,15,1290
2019,07,16,1110
2019,07,17,1090
2019,07,18,1110
2019,07,19,1170
2019,07,20,1110
2019,07,21,1020
2019,07,22,992
2019,07,23,890
2019,07,24,827
2019,07,25,803
2019,07,26,818
2019,07,27,787
2019,07,28,767
2019,07,29,1050
2019,07,30,928
2019,07,31,1090
2019,08,01,956
2019,08,02,952
2019,08,03,869
2019,08,04,946
2019,08,05,1180
2019,08,06,1100
2019,08,07,1260
2019,08,08,1110
2019,08,09,1000
2019,08,10,917
2019,08,11,857
2019,08,12,825
2019,08,13,770
2019,08,14,772
2019,08,15,616
2019,08,16,658
2019,08,17,677
2019,08,18,686
2019,08,19,620
2019,08,20,531
2019,08,21,559
2019,08,22,590
2019,08,23,586
2019,08,24,585
2019,08,25,487
2019,08,26,551
2019,08,27,764
2019,08,28,605
2019,08,29,640
2019,08,30,705
2019,08,31,593
2019,09,01,617
2019,09,02,604
2019,09,03,751
2019,09,04,615
2019,09,05,647
2019,09,06,774
2019,09,07,710
2019,09,08,623
2019,09,09,659
2019,09,10,865
2019,09,11,857
2019,09,12,951
2019,09,13,1180
2019,09,14,1410
2019,09,15,1670
2019,09,16,1710
2019,09,17,1720
2019,09,18,2160
2019,09,19,2860
2019,09,20,3400
2019,09,21,3320
2019,09,22,3240
