YY,MM,DD,DISC 
2022,06,20,138
2022,06,21,143
2022,06,22,138
2022,06,23,133
2022,06,24,135
2022,06,25,138
2022,06,26,136
2022,06,27,131
2022,06,28,130
2022,06,29,129
2022,06,30,128
2022,07,01,126
2022,07,02,124
2022,07,03,125
2022,07,04,138
2022,07,05,140
2022,07,06,134
2022,07,07,130
2022,07,08,127
2022,07,09,125
2022,07,10,126
2022,07,11,132
2022,07,12,136
2022,07,13,137
2022,07,14,132
2022,07,15,131
2022,07,16,130
2022,07,17,128
2022,07,18,133
2022,07,19,128
2022,07,20,127
2022,07,21,125
2022,07,22,124
2022,07,23,123
2022,07,24,123
2022,07,25,122
2022,07,26,121
2022,07,27,122
2022,07,28,122
2022,07,29,122
2022,07,30,120
2022,07,31,120
2022,08,01,124
2022,08,02,121
2022,08,03,120
2022,08,04,118
2022,08,05,117
2022,08,06,116
2022,08,07,117
2022,08,08,124
2022,08,09,121
2022,08,10,117
2022,08,11,114
2022,08,12,115
2022,08,13,116
2022,08,14,117
2022,08,15,115
2022,08,16,115
2022,08,17,118
2022,08,18,120
2022,08,19,120
2022,08,20,121
2022,08,21,119
2022,08,22,117
2022,08,23,117
2022,08,24,122
2022,08,25,123
2022,08,26,118
2022,08,27,121
2022,08,28,121
2022,08,29,121
2022,08,30,119
2022,08,31,117
2022,09,01,117
2022,09,02,117
2022,09,03,116
2022,09,04,116
2022,09,05,115
2022,09,06,115
2022,09,07,115
2022,09,08,115
2022,09,09,136
2022,09,10,141
2022,09,11,129
2022,09,12,121
2022,09,13,118
2022,09,14,116
2022,09,15,116
2022,09,16,118
2022,09,17,146
2022,09,18,177
2022,09,19,154
2022,09,20,146
2022,09,21,141
2022,09,22,131
2022,09,23,125
2022,09,24,131
2022,09,25,133
2022,09,26,131
2022,09,27,126
2022,09,28,123
2022,09,29,122
2022,09,30,121
2022,10,01,120
2022,10,02,121
2022,10,03,122
2022,10,04,121
2022,10,05,121
2022,10,06,122
2022,10,07,123
2022,10,08,122
2022,10,09,122
2022,10,10,122
2022,10,11,122
2022,10,12,128
2022,10,13,128
2022,10,14,125
2022,10,15,128
2022,10,16,129
2022,10,17,128
2022,10,18,126
2022,10,19,124
2022,10,20,124
2022,10,21,123
2022,10,22,122
2022,10,23,122
2022,10,24,124
2022,10,25,123
2022,10,26,122
2022,10,27,121
2022,10,28,121
2022,10,29,122
2022,10,30,122
2022,10,31,122
2023,06,01,158
2023,06,02,167
2023,06,03,163
2023,06,04,155
2023,06,05,149
2023,06,06,146
2023,06,07,143
2023,06,08,140
2023,06,09,139
2023,06,10,137
2023,06,11,136
2023,06,12,135
2023,06,13,133
2023,06,14,132
2023,06,15,132
2023,06,16,132
2023,06,17,130
2023,06,18,129
2023,06,19,127
2023,06,20,126
2023,06,21,124
2023,06,22,123
2023,06,23,123
2023,06,24,127
2023,06,25,138
2023,06,26,136
2023,06,27,129
2023,06,28,130
2023,06,29,134
2023,06,30,130
2023,07,01,126
2023,07,02,122
2023,07,03,123
2023,07,04,123
2023,07,05,123
2023,07,06,120
2023,07,07,119
2023,07,08,118
2023,07,09,117
2023,07,10,117
2023,07,11,116
2023,07,12,116
2023,07,13,116
2023,07,14,118
2023,07,15,116
2023,07,16,116
2023,07,17,116
2023,07,18,117
2023,07,19,117
2023,07,20,121
2023,07,21,119
2023,07,22,116
2023,07,23,115
2023,07,24,120
2023,07,25,118
2023,07,26,116
2023,07,27,123
2023,07,28,134
2023,07,29,122
2023,07,30,115
2023,07,31,112
2023,08,01,115
2023,08,02,115
2023,08,03,116
2023,08,04,114
2023,08,05,112
2023,08,06,111
2023,08,07,114
2023,08,08,113
2023,08,09,115
2023,08,10,113
2023,08,11,117
2023,08,12,118
2023,08,13,117
2023,08,14,116
2023,08,15,115
2023,08,16,128
2023,08,17,164
2023,08,18,138
2023,08,19,127
2023,08,20,122
2023,08,21,122
2023,08,22,129
2023,08,23,125
2023,08,24,125
2023,08,25,126
2023,08,26,132
2023,08,27,128
2023,08,28,124
2023,08,29,122
2023,08,30,122
2023,08,31,121
2023,09,01,120
2023,09,02,119
2023,09,03,119
2023,09,04,119
2023,09,05,126
2023,09,06,202
2023,09,07,175
2023,09,08,161
2023,09,09,154
2023,09,10,151
2023,09,11,145
2023,09,12,151
2023,09,13,150
2023,09,14,145
2023,09,15,158
2023,09,16,154
2023,09,17,150
2023,09,18,146
2023,09,19,143
2023,09,20,141
2023,09,21,139
2023,09,22,138
2023,09,23,147
2023,09,24,254
2023,09,25,301
2023,09,26,262
2023,09,27,234
2023,09,28,215
2023,09,29,200
2023,09,30,205
2023,10,01,200
2023,10,02,194
2023,10,03,191
2023,10,04,187
2023,10,05,180
2023,10,06,182
2023,10,07,178
2023,10,08,172
2023,10,09,169
2023,10,10,165
2023,10,11,162
2023,10,12,159
2023,10,13,159
2023,10,14,161
2023,10,15,161
2023,10,16,159
2023,10,17,155
2023,10,18,156
2023,10,19,165
2023,10,20,166
2023,10,21,165
2023,10,22,162
2023,10,23,161
2023,10,24,158
2023,10,25,156
2023,10,26,167
2023,10,27,179
2023,10,28,175
2023,10,29,168
2023,10,30,163
2023,10,31,161
