#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2022 06 01 00 00 276  7.2  8.7 99.00 99.00 99.00 999 1008.2  10.4   3.7   8.3 99.0 99.00
2022 06 01 00 10 237  9.7 11.2 99.00 99.00 99.00 999 1008.4  10.6   3.8   8.5 99.0 99.00
2022 06 01 00 20 254 10.1 10.5 99.00 99.00 99.00 999 1008.6  10.5   4.1   8.3 99.0 99.00
2022 06 01 00 30 272  7.7  8.2 99.00 99.00 99.00 999 1008.8  10.2   4.0   8.0 99.0 99.00
2022 06 01 00 40 249  7.7  9.3 99.00 99.00 99.00 999 1009.1  10.2   4.1   7.9 99.0 99.00
2022 06 01 00 50 254  9.3 11.3 99.00 99.00 99.00 999 1009.3  10.6   4.2   8.1 99.0 99.00
2022 06 01 01 00 260  9.5 11.1 99.00 99.00 99.00 999 1009.5  10.8   4.4   8.2 99.0 99.00
2022 06 01 01 10 254  8.6  9.3 99.00 99.00 99.00 999 1009.7  10.3   4.4   8.1 99.0 99.00
2022 06 01 01 20 264  7.4  8.3 99.00 99.00 99.00 999 1009.9   9.6   4.4   7.7 99.0 99.00
2022 06 01 01 30 255  8.0  8.7 99.00 99.00 99.00 999 1010.0   9.9   4.4   7.9 99.0 99.00
2022 06 01 01 40 236  7.6  9.1 99.00 99.00 99.00 999 1010.2   9.4   4.6   8.1 99.0 99.00
2022 06 01 01 50 248  7.0  8.8 99.00 99.00 99.00 999 1010.4   9.1   4.5   8.0 99.0 99.00
2022 06 01 02 00 250  8.0  9.2 99.00 99.00 99.00 999 1010.5   9.5   4.5   8.1 99.0 99.00
2022 06 01 02 10 251  9.2 12.3 99.00 99.00 99.00 999 1010.7  10.2   4.5   8.7 99.0 99.00
2022 06 01 02 20 231  7.9  9.0 99.00 99.00 99.00 999 1011.0   9.2   4.5   8.1 99.0 99.00
