YY,MM,DD,DISC 
2021,07,26,113
2021,07,27,107
2021,07,28,97.2
2021,07,29,95.7
2021,07,30,91.2
2021,07,31,79.5
2021,08,01,66.1
2021,08,02,59.5
2021,08,03,55.8
2021,08,04,53.1
2021,08,05,52.0
2021,08,06,73.6
2021,08,07,113
2021,08,08,91.4
2021,08,09,80.1
2021,08,10,76.5
2021,08,11,71.5
2021,08,12,65.7
2021,08,13,55.8
2021,08,14,51.4
2021,08,15,49.2
2021,08,16,48.1
2021,08,17,46.4
2021,08,18,45.0
2021,08,19,44.0
2021,08,20,44.1
2021,08,21,42.7
2021,08,22,40.6
2021,08,23,40.6
2021,08,24,42.1
2021,08,25,46.9
2021,08,26,49.8
2021,08,27,50.4
2021,08,28,64.1
2021,08,29,243
2021,08,30,267
2021,08,31,144
2021,09,01,104
2021,09,02,83.7
2021,09,03,72.4
2021,09,04,70.1
2021,09,05,69.1
2021,09,06,63.9
2021,09,07,65.5
2021,09,08,65.4
2021,09,09,61.2
2021,09,10,58.9
2021,09,11,59.2
2021,09,12,53.9
2021,09,13,51.0
2021,09,14,83.8
2021,09,15,205
2021,09,16,158
2021,09,17,163
2021,09,18,308
2021,09,19,237
2021,09,20,171
2021,09,21,212
2021,09,22,293
2021,09,23,210
2021,09,24,169
2021,09,25,151
2021,09,26,160
2021,09,27,145
2021,09,28,130
2021,09,29,119
2021,09,30,110
2021,10,01,105
2021,10,02,104
2021,10,03,115
2021,10,04,189
2021,10,05,176
2021,10,06,148
2021,10,07,134
2021,10,08,124
2021,10,09,132
2021,10,10,170
2021,10,11,191
2021,10,12,168
2021,10,13,152
2021,10,14,147
2021,10,15,136
2021,10,16,132
2021,10,17,124
2021,10,18,121
2021,10,19,115
2021,10,20,109
2021,10,21,105
2021,10,22,105
2021,10,23,104
2021,10,24,102
2021,10,25,98.5
2021,10,26,96.2
2021,10,27,99.1
2021,10,28,105
2021,10,29,108
2021,10,30,119
2021,10,31,115
2022,06,01,1170
2022,06,02,751
2022,06,03,556
2022,06,04,443
2022,06,05,373
2022,06,06,322
2022,06,07,277
2022,06,08,244
2022,06,09,217
2022,06,10,191
2022,06,11,169
2022,06,12,155
2022,06,13,140
2022,06,14,138
2022,06,15,129
2022,06,16,123
2022,06,17,115
2022,06,18,106
2022,06,19,109
2022,06,20,108
2022,06,21,154
2022,06,22,201
2022,06,23,151
2022,06,24,126
2022,06,25,210
2022,06,26,444
2022,06,27,269
2022,06,28,200
2022,06,29,169
2022,06,30,137
2022,07,01,121
2022,07,02,107
2022,07,03,96.9
2022,07,04,100
2022,07,05,104
2022,07,06,99.0
2022,07,07,93.3
2022,07,08,87.6
2022,07,09,81.6
2022,07,10,78.3
2022,07,11,82.2
2022,07,12,254
2022,07,13,342
2022,07,14,247
2022,07,15,185
2022,07,16,145
2022,07,17,124
2022,07,18,134
2022,07,19,123
2022,07,20,107
2022,07,21,96.2
2022,07,22,89.7
2022,07,23,83.4
2022,07,24,77.6
2022,07,25,73.5
2022,07,26,70.5
2022,07,27,69.3
2022,07,28,68.8
2022,07,29,67.8
2022,07,30,66.9
2022,07,31,64.6
2022,08,01,63.3
2022,08,02,62.6
2022,08,03,60.5
2022,08,04,56.8
2022,08,05,55.3
2022,08,06,55.1
2022,08,07,53.4
2022,08,08,54.1
2022,08,09,54.5
2022,08,10,52.2
2022,08,11,48.1
2022,08,12,44.8
2022,08,13,47.5
2022,08,14,50.0
2022,08,15,49.7
2022,08,16,48.4
2022,08,17,50.0
2022,08,18,62.1
2022,08,19,62.6
2022,08,20,66.0
2022,08,21,65.4
2022,08,22,61.4
2022,08,23,58.2
2022,08,24,53.7
2022,08,25,51.0
2022,08,26,49.6
2022,08,27,49.8
2022,08,28,50.6
2022,08,29,49.7
2022,08,30,47.8
2022,08,31,47.2
2022,09,01,46.6
2022,09,02,45.7
2022,09,03,41.4
2022,09,04,40.2
2022,09,05,40.4
2022,09,06,40.5
2022,09,07,40.4
2022,09,08,40.9
2022,09,09,45.8
2022,09,10,56.7
2022,09,11,52.6
2022,09,12,50.3
2022,09,13,47.9
2022,09,14,44.6
2022,09,15,43.1
2022,09,16,44.3
2022,09,17,57.2
2022,09,18,73.2
2022,09,19,71.5
2022,09,20,65.3
2022,09,21,56.3
2022,09,22,54.4
2022,09,23,52.3
2022,09,24,56.8
2022,09,25,60.9
2022,09,26,59.6
2022,09,27,55.3
2022,09,28,52.6
2022,09,29,51.4
2022,09,30,51.0
2022,10,01,49.4
2022,10,02,47.2
2022,10,03,49.4
2022,10,04,50.3
2022,10,05,50.3
2022,10,06,47.0
2022,10,07,47.2
2022,10,08,48.6
2022,10,09,48.2
2022,10,10,48.9
2022,10,11,52.2
2022,10,12,53.0
2022,10,13,51.1
2022,10,14,51.0
2022,10,15,51.9
2022,10,16,54.0
2022,10,17,56.3
2022,10,18,54.6
2022,10,19,57.2
2022,10,20,59.5
2022,10,21,62.2
2022,10,22,61.9
2022,10,23,61.9
2022,10,24,61.9
2022,10,25,61.1
2022,10,26,58.7
2022,10,27,57.7
2022,10,28,61.1
2022,10,29,60.3
2022,10,30,59.7
2022,10,31,59.8
2023,06,01,117
2023,06,02,111
2023,06,03,109
2023,06,04,102
2023,06,05,97.7
2023,06,06,93.1
2023,06,07,88.7
2023,06,08,85.0
2023,06,09,80.9
2023,06,10,78.0
2023,06,11,76.0
2023,06,12,72.9
2023,06,13,70.1
2023,06,14,67.9
2023,06,15,65.9
2023,06,16,64.1
2023,06,17,62.2
2023,06,18,60.6
2023,06,19,60.8
2023,06,20,60.9
2023,06,21,58.4
2023,06,22,56.5
2023,06,23,56.0
2023,06,24,85.9
2023,06,25,109
2023,06,26,98.5
2023,06,27,102
2023,06,28,99.2
2023,06,29,128
2023,06,30,133
2023,07,01,100
2023,07,02,82.2
2023,07,03,71.8
2023,07,04,67.7
2023,07,05,65.3
2023,07,06,61.5
2023,07,07,56.2
2023,07,08,53.0
2023,07,09,50.6
2023,07,10,49.0
2023,07,11,47.0
2023,07,12,45.1
2023,07,13,45.7
2023,07,14,45.6
2023,07,15,45.9
2023,07,16,44.6
2023,07,17,44.0
2023,07,18,44.1
2023,07,19,46.3
2023,07,20,55.3
2023,07,21,57.4
2023,07,22,53.5
2023,07,23,51.5
2023,07,24,50.4
2023,07,25,48.3
2023,07,26,48.2
2023,07,27,48.1
2023,07,28,50.1
2023,07,29,56.5
2023,07,30,54.2
2023,07,31,50.7
2023,08,01,47.3
2023,08,02,47.0
2023,08,03,47.3
2023,08,04,44.9
2023,08,05,43.3
2023,08,06,42.8
2023,08,07,42.7
2023,08,08,43.1
2023,08,09,41.8
2023,08,10,41.4
2023,08,11,43.1
2023,08,12,47.1
2023,08,13,52.0
2023,08,14,48.8
2023,08,15,46.3
2023,08,16,49.9
2023,08,17,85.3
2023,08,18,63.8
2023,08,19,53.1
2023,08,20,47.5
2023,08,21,42.8
2023,08,22,42.8
2023,08,23,43.3
2023,08,24,44.0
2023,08,25,46.2
2023,08,26,43.7
2023,08,27,43.1
2023,08,28,43.7
2023,08,29,46.7
2023,08,30,45.0
2023,08,31,44.3
