YY MM DD DISC 
2021 10 13 219
2021 10 14 209
2021 10 15 193
2021 10 16 179
2021 10 17 169
2021 10 18 162
2021 10 19 156
2021 10 20 154
2021 10 21 162
2021 10 22 186
2021 10 23 210
2021 10 24 212
2021 10 25 198
2021 10 26 186
2021 10 27 179
2021 10 28 182
2021 10 29 182
2021 10 30 187
2021 10 31 198
2022 06 01 845
2022 06 02 663
2022 06 03 538
2022 06 04 448
2022 06 05 387
2022 06 06 349
2022 06 07 323
2022 06 08 291
2022 06 09 265
2022 06 10 241
2022 06 11 225
2022 06 12 216
2022 06 13 209
2022 06 14 200
2022 06 15 208
2022 06 16 413
2022 06 17 483
2022 06 18 378
2022 06 19 298
2022 06 20 245
2022 06 21 242
2022 06 22 266
2022 06 23 222
2022 06 24 194
2022 06 25 172
2022 06 26 167
2022 06 27 165
2022 06 28 157
2022 06 29 150
2022 06 30 149
2022 07 01 144
2022 07 02 135
2022 07 03 130
2022 07 04 194
2022 07 05 259
2022 07 06 212
2022 07 07 184
2022 07 08 164
2022 07 09 143
2022 07 10 131
2022 07 11 131
2022 07 12 144
2022 07 13 241
2022 07 14 239
2022 07 15 210
2022 07 16 249
2022 07 17 217
2022 07 18 182
2022 07 19 162
2022 07 20 149
2022 07 21 144
2022 07 22 139
2022 07 23 131
2022 07 24 126
2022 07 25 122
2022 07 26 115
2022 07 27 125
2022 07 28 133
2022 07 29 120
2022 07 30 109
2022 07 31 102
2022 08 01 109
2022 08 02 130
2022 08 03 133
2022 08 04 145
2022 08 05 126
2022 08 06 117
2022 08 07 116
2022 08 08 124
2022 08 09 138
2022 08 10 134
2022 08 11 118
2022 08 12 106
2022 08 13 105
2022 08 14 105
2022 08 15 105
2022 08 16 103
2022 08 17 108
2022 08 18 113
2022 08 19 116
2022 08 20 110
2022 08 21 107
2022 08 22 102
2022 08 23 99.0
2022 08 24 97.5
2022 08 25 110
2022 08 26 119
2022 08 27 113
2022 08 28 115
2022 08 29 125
2022 08 30 128
2022 08 31 119
2022 09 01 109
2022 09 02 102
2022 09 03 97.7
2022 09 04 92.1
2022 09 05 90.5
2022 09 06 87.8
2022 09 07 87.1
2022 09 08 83.0
2022 09 09 95.5
2022 09 10 129
2022 09 11 124
2022 09 12 114
2022 09 13 105
2022 09 14 99.2
2022 09 15 93.6
2022 09 16 91.8
2022 09 17 96.8
2022 09 18 106
2022 09 19 105
2022 09 20 98.5
2022 09 21 95.7
2022 09 22 91.2
2022 09 23 87.4
2022 09 24 94.1
2022 09 25 103
2022 09 26 110
2022 09 27 116
2022 09 28 123
2022 09 29 118
2022 09 30 113
2022 10 01 109
2022 10 02 107
2022 10 03 104
2022 10 04 101
2022 10 05 98.7
2022 10 06 100
2022 10 07 99.7
2022 10 08 103
2022 10 09 108
2022 10 10 109
2022 10 11 104
2022 10 12 110
2022 10 13 129
2022 10 14 132
2022 10 15 131
2022 10 16 132
2022 10 17 147
2022 10 18 179
2022 10 19 176
2022 10 20 174
2022 10 21 182
2022 10 22 218
2022 10 23 243
2022 10 24 252
2022 10 25 257
2022 10 26 251
2022 10 27 216
2022 10 28 187
2022 10 29 169
2022 10 30 159
2022 10 31 149
2023 06 01 243
2023 06 02 293
2023 06 03 280
2023 06 04 242
2023 06 05 214
2023 06 06 198
2023 06 07 190
2023 06 08 181
2023 06 09 173
2023 06 10 175
2023 06 11 173
2023 06 12 170
2023 06 13 173
2023 06 14 176
2023 06 15 173
2023 06 16 171
2023 06 17 170
2023 06 18 169
2023 06 19 171
2023 06 20 168
2023 06 21 161
2023 06 22 153
2023 06 23 146
2023 06 24 154
2023 06 25 215
2023 06 26 344
2023 06 27 351
2023 06 28 309
2023 06 29 346
2023 06 30 474
2023 07 01 450
2023 07 02 336
2023 07 03 278
2023 07 04 383
2023 07 05 375
2023 07 06 310
2023 07 07 250
2023 07 08 218
2023 07 09 186
2023 07 10 170
2023 07 11 158
2023 07 12 149
2023 07 13 142
2023 07 14 137
2023 07 15 132
2023 07 16 128
2023 07 17 127
2023 07 18 126
2023 07 19 123
2023 07 20 130
2023 07 21 132
2023 07 22 130
2023 07 23 128
2023 07 24 125
2023 07 25 127
2023 07 26 123
2023 07 27 151
2023 07 28 290
2023 07 29 217
2023 07 30 183
2023 07 31 156
2023 08 01 139
2023 08 02 130
2023 08 03 122
2023 08 04 116
2023 08 05 110
2023 08 06 105
2023 08 07 103
2023 08 08 100
2023 08 09 97.0
2023 08 10 95.2
2023 08 11 97.8
2023 08 12 103
2023 08 13 100
2023 08 14 97.5
2023 08 15 94.1
2023 08 16 95.0
2023 08 17 159
2023 08 18 184
2023 08 19 153
2023 08 20 137
2023 08 21 123
2023 08 22 133
2023 08 23 141
2023 08 24 134
2023 08 25 131
2023 08 26 139
2023 08 27 129
2023 08 28 127
2023 08 29 142
2023 08 30 137
2023 08 31 130
