YY,MM,DD,TEMP 
2023,9,5,15.94
2023,9,6,15.82
2023,9,7,15.72
2023,9,8,15.71
2023,9,9,15.75
2023,9,10,15.73
2023,9,11,15.52
2023,9,12,15.17
2023,9,13,14.98
2023,9,14,15.01
2023,9,15,15.04
2023,9,16,15.05
2023,9,17,15.04
2023,9,18,15.07
2023,9,19,15.09
2023,9,20,15.45
2023,9,21,15.83
2023,9,22,15.67
2023,9,23,15.5
2023,9,24,15.39
2023,9,25,15.29
2023,9,26,15.24
2023,9,27,15.32
2023,9,28,15.37
2023,9,29,15.4
2023,9,30,15.48
2023,10,1,15.57
2023,10,2,15.64
2023,10,3,15.75
2023,10,4,15.85
2023,10,5,15.82
2023,10,6,15.71
2023,10,7,15.51
2023,10,8,15.03
2023,10,9,14.38
2023,10,10,13.83
2023,10,11,13.47
2023,10,12,13.15
2023,10,13,12.99
2023,10,14,12.81
2023,10,15,12.55
2023,10,16,12.28
2023,10,17,12.19
2023,10,18,12.09
2023,10,19,11.94
2023,10,20,12.01
2023,10,21,11.88
2023,10,22,11.48
2023,10,23,11.49
2023,10,24,11.53
2023,10,25,11.57
2023,10,26,11.6
2023,10,27,11.62
2023,10,28,10.99
2023,10,29,10.72
2023,10,30,10.37
2023,10,31,10.09
