#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2020 01 01 00 00 326  6.4  8.0 99.00 99.00 99.00 999 1006.0  -7.3 999.0 999.0 99.0 99.00
2020 01 01 01 00 334  8.8 10.0 99.00 99.00 99.00 999 1005.9  -7.9 999.0 999.0 99.0 99.00
2020 01 01 02 00 335  6.8  8.5 99.00 99.00 99.00 999 1005.6  -8.3 999.0 999.0 99.0 99.00
2020 01 01 03 00 333  5.7  7.6 99.00 99.00 99.00 999 1005.5  -8.4 999.0 999.0 99.0 99.00
2020 01 01 04 00 338  4.9  6.6 99.00 99.00 99.00 999 1005.2  -8.5 999.0 999.0 99.0 99.00
2020 01 01 05 00 336  6.4  7.7 99.00 99.00 99.00 999 1005.3  -8.9 999.0 999.0 99.0 99.00
2020 01 01 06 00 333  5.0  6.7 99.00 99.00 99.00 999 1004.8  -8.7 999.0 999.0 99.0 99.00
2020 01 01 07 00 314  5.2  6.3 99.00 99.00 99.00 999 1004.5  -8.2 999.0 999.0 99.0 99.00
2020 01 01 08 00 310  3.4  3.8 99.00 99.00 99.00 999 1004.3  -8.0 999.0 999.0 99.0 99.00
2020 01 01 09 00 279  3.3  4.3 99.00 99.00 99.00 999 1004.1  -7.2 999.0 999.0 99.0 99.00
2020 01 01 10 00 294  2.2  2.7 99.00 99.00 99.00 999 1003.3  -6.8 999.0 999.0 99.0 99.00
2020 01 01 11 00 245  0.2  0.6 99.00 99.00 99.00 999 1002.3  -6.5 999.0 999.0 99.0 99.00
2020 01 01 12 00 159  1.9  2.5 99.00 99.00 99.00 999 1002.0  -5.6 999.0 999.0 99.0 99.00
2020 01 01 13 00 151  5.1  6.1 99.00 99.00 99.00 999 1000.7  -4.7 999.0 999.0 99.0 99.00
2020 01 01 14 00 150  6.9  7.7 99.00 99.00 99.00 999 1000.1  -2.9 999.0 999.0 99.0 99.00
2020 01 01 15 00 164  7.6  9.3 99.00 99.00 99.00 999  999.5  -1.1 999.0 999.0 99.0 99.00
2020 01 01 16 00 175  8.2  9.5 99.00 99.00 99.00 999  999.0  -1.2 999.0 999.0 99.0 99.00
2020 01 01 17 00 178  7.8  8.8 99.00 99.00 99.00 999  997.9  -1.1 999.0 999.0 99.0 99.00
2020 01 01 18 00 185  7.7  8.7 99.00 99.00 99.00 999  996.3  -1.2 999.0 999.0 99.0 99.00
2020 01 01 19 00 178  8.4  9.2 99.00 99.00 99.00 999  995.2  -1.4 999.0 999.0 99.0 99.00
2020 01 01 20 00 210  6.5  7.4 99.00 99.00 99.00 999  994.5  -0.9 999.0 999.0 99.0 99.00
2020 01 01 21 00 193  5.9  6.6 99.00 99.00 99.00 999  994.2  -0.6 999.0 999.0 99.0 99.00
2020 01 01 22 00 198  6.9  8.1 99.00 99.00 99.00 999  994.5  -0.4 999.0 999.0 99.0 99.00
2020 01 01 23 00 209  8.2  8.9 99.00 99.00 99.00 999  994.5   0.0 999.0 999.0 99.0 99.00
2020 01 02 00 00 215  7.7  9.0 99.00 99.00 99.00 999  994.2   0.1 999.0 999.0 99.0 99.00
2020 01 02 01 00 238  6.6  7.6 99.00 99.00 99.00 999  993.9  -0.3 999.0 999.0 99.0 99.00
2020 01 02 02 00 236  6.0  6.7 99.00 99.00 99.00 999  993.9  -0.9 999.0 999.0 99.0 99.00
2020 01 02 03 00 246  7.1  8.2 99.00 99.00 99.00 999  994.0  -0.9 999.0 999.0 99.0 99.00
2020 01 02 04 00 254  8.0  9.1 99.00 99.00 99.00 999  994.0  -0.4 999.0 999.0 99.0 99.00
2020 01 02 05 00 228  7.2  7.9 99.00 99.00 99.00 999  994.0  -0.4 999.0 999.0 99.0 99.00
2020 01 02 06 00 245  6.3  6.9 99.00 99.00 99.00 999  993.8  -0.2 999.0 999.0 99.0 99.00
2020 01 02 07 00 233  5.6  6.0 99.00 99.00 99.00 999  993.9  -0.2 999.0 999.0 99.0 99.00
2020 01 02 08 00 237  5.5  6.1 99.00 99.00 99.00 999  994.1   0.0 999.0 999.0 99.0 99.00
2020 01 02 09 00 250  3.3  3.8 99.00 99.00 99.00 999  993.9   0.0 999.0 999.0 99.0 99.00
2020 01 02 10 00 220  4.1  4.4 99.00 99.00 99.00 999  993.7   0.0 999.0 999.0 99.0 99.00
2020 01 02 11 00 198  1.6  2.1 99.00 99.00 99.00 999  993.3   0.1 999.0 999.0 99.0 99.00
2020 01 02 12 00 104  1.8  2.1 99.00 99.00 99.00 999  993.0   0.2 999.0 999.0 99.0 99.00
2020 01 02 13 00 190  8.0  9.1 99.00 99.00 99.00 999  993.6   0.9 999.0 999.0 99.0 99.00
2020 01 02 14 00 191  5.9  6.4 99.00 99.00 99.00 999  993.3   1.1 999.0 999.0 99.0 99.00
2020 01 02 15 00 198  4.2  5.1 99.00 99.00 99.00 999  993.4   1.5 999.0 999.0 99.0 99.00
2020 01 02 16 00 205  3.6  4.3 99.00 99.00 99.00 999  993.4   1.7 999.0 999.0 99.0 99.00
2020 01 02 17 00 236  4.3  5.2 99.00 99.00 99.00 999  993.0   1.0 999.0 999.0 99.0 99.00
2020 01 02 18 00 257  4.6  4.9 99.00 99.00 99.00 999  992.8   1.1 999.0 999.0 99.0 99.00
2020 01 02 19 00 277  7.1  7.7 99.00 99.00 99.00 999  992.8   1.2 999.0 999.0 99.0 99.00
2020 01 02 20 00 284  7.8  8.3 99.00 99.00 99.00 999  993.3   0.5 999.0 999.0 99.0 99.00
2020 01 02 21 00 284  9.3 10.0 99.00 99.00 99.00 999  994.2   0.7 999.0 999.0 99.0 99.00
2020 01 02 22 00 283 11.1 11.8 99.00 99.00 99.00 999  995.0   0.8 999.0 999.0 99.0 99.00
2020 01 02 23 00 289 13.5 14.4 99.00 99.00 99.00 999  996.1   0.9 999.0 999.0 99.0 99.00
2020 01 03 00 00 285 12.0 13.5 99.00 99.00 99.00 999  997.3   0.5 999.0 999.0 99.0 99.00
2020 01 03 01 00 299 12.0 13.0 99.00 99.00 99.00 999  998.1   0.0 999.0 999.0 99.0 99.00
2020 01 03 02 00 286 13.1 14.8 99.00 99.00 99.00 999  998.7  -0.4 999.0 999.0 99.0 99.00
