#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec deg    hPa  degC  degC  degC  nmi    ft
2023 09 01 00 10 148  2.5  4.6 99.00 99.00 99.00 999 1014.9  23.6 999.0 999.0 99.0 99.00
2023 09 01 00 20 153  2.6  4.5 99.00 99.00 99.00 999 1015.2  23.2 999.0 999.0 99.0 99.00
2023 09 01 00 30 149  2.6  4.5 99.00 99.00 99.00 999 1015.2  22.8 999.0 999.0 99.0 99.00
2023 09 01 00 40 149  3.0  5.5 99.00 99.00 99.00 999 1015.2  22.6 999.0 999.0 99.0 99.00
2023 09 01 00 50 155  3.5  6.0 99.00 99.00 99.00 999 1014.9  22.6 999.0 999.0 99.0 99.00
2023 09 01 01 00 156  4.3  6.2 99.00 99.00 99.00 999 1015.2  22.3 999.0 999.0 99.0 99.00
2023 09 01 01 10 150  2.3  5.2 99.00 99.00 99.00 999 1014.9  21.9 999.0 999.0 99.0 99.00
2023 09 01 01 20 141  2.3  4.8 99.00 99.00 99.00 999 1014.9  21.6 999.0 999.0 99.0 99.00
2023 09 01 01 30 147  1.6  3.4 99.00 99.00 99.00 999 1015.2  21.3 999.0 999.0 99.0 99.00
2023 09 01 01 40 148  1.8  3.6 99.00 99.00 99.00 999 1015.6  21.2 999.0 999.0 99.0 99.00
2023 09 01 01 50 161  2.9  4.2 99.00 99.00 99.00 999 1015.6  21.5 999.0 999.0 99.0 99.00
2023 09 01 02 00 159  2.6  4.5 99.00 99.00 99.00 999 1015.6  21.4 999.0 999.0 99.0 99.00
2023 09 01 02 10 136  1.3  3.7 99.00 99.00 99.00 999 1015.2  21.2 999.0 999.0 99.0 99.00
2023 09 01 02 20 152  3.2  5.1 99.00 99.00 99.00 999 1015.2  21.3 999.0 999.0 99.0 99.00
