YY,MM,DD,WTMP
2020,7,12,22.42
2020,7,13,22.34
2020,7,14,21.98
2020,7,15,21.45
2020,7,16,21.27
2020,7,17,21.5
2020,7,18,21.63
2020,7,19,20.94
2020,7,20,20.45
2020,7,21,20.41
2020,7,22,20.12
2020,7,23,19.87
2020,7,24,20.29
2020,7,25,21.02
2020,7,26,21.64
2020,7,27,21.38
2020,7,28,21.19
2020,7,29,21.22
2020,7,30,21.39
2020,7,31,21.61
2020,8,1,21.49
2020,8,2,21.01
2020,8,3,20.62
2020,8,4,20.25
2020,8,5,20.1
2020,8,6,20.29
2020,8,7,20.59
2020,8,8,20.99
2020,8,9,21.11
2020,8,10,21.01
2020,8,11,20.87
2020,8,12,20.87
2020,8,13,20.83
2020,8,14,20.84
2020,8,15,20.66
2020,8,16,20.62
2020,8,17,20.65
2020,8,18,20.79
2020,8,19,20.88
2020,8,20,20.96
2020,8,21,21.09
2020,8,22,21.23
2020,8,23,21.35
2020,8,24,21.56
2020,8,25,21.59
2020,8,26,21.45
2020,8,27,21.28
2020,8,28,21.07
2020,8,29,20.69
2020,8,30,20.32
2020,8,31,19.92
2020,9,1,19.01
2020,9,2,18.28
2020,9,3,17.83
2020,9,4,17.22
2020,9,5,16.85
2020,9,6,16.65
2020,9,7,16.29
2020,9,8,15.66
2020,9,9,15.2
2020,9,10,15.03
2020,9,11,15.06
2020,9,12,15.12
2020,9,13,15.13
2020,9,14,15.12
2020,9,15,15.25
2020,9,16,15.32
2020,9,17,15.12
2020,9,18,14.9
2020,9,19,14.7
2020,9,20,14.63
2020,9,21,14.76
2020,9,22,14.79
2020,9,23,14.77
2020,9,24,14.76
2020,9,25,14.67
2020,9,26,14.41
2020,9,27,14.29
2020,9,28,14.09
2020,9,29,13.86
2020,9,30,13.67
2020,10,1,13.44
2020,10,2,13.11
2020,10,3,12.86
2020,10,4,12.77
2020,10,5,12.69
2020,10,6,12.6
2020,10,7,12.47
2020,10,8,12.41
2020,10,9,12.39
2020,10,10,12.37
2020,10,11,12.27
2020,10,12,12.26
2020,10,13,12.15
2020,10,14,12.01
2020,10,15,11.98
2020,10,16,11.88
2020,10,17,11.4
2020,10,18,10.81
2020,10,19,10.92
2020,10,20,10.98
2020,10,21,10.6
2020,10,22,9.86
2020,10,23,9.17
2020,10,24,7.95
2020,10,25,7.67
2020,10,26,7.68
2020,10,27,7.69
2020,10,28,7.58
2020,10,29,7.53
2020,10,30,7.46
2020,10,31,7.1
2021,6,1,11.46
2021,6,2,12.35
2021,6,3,12.51
2021,6,4,12.69
2021,6,5,13.32
2021,6,6,13.99
2021,6,7,14.35
2021,6,8,15.01
2021,6,9,15.67
2021,6,10,16.24
2021,6,11,16.79
2021,6,12,17.0
2021,6,13,17.09
2021,6,14,17.08
2021,6,15,17.24
2021,6,16,17.38
2021,6,17,17.67
2021,6,18,17.86
2021,6,19,17.48
2021,6,20,17.59
2021,6,21,17.59
2021,6,22,17.46
2021,6,23,17.51
2021,6,24,17.93
2021,6,25,18.36
2021,6,26,18.66
2021,6,27,19.04
2021,6,28,19.33
2021,6,29,19.59
2021,6,30,19.83
2021,7,1,19.58
2021,7,2,19.47
2021,7,3,19.6
2021,7,4,19.67
2021,7,5,20.12
2021,7,6,20.64
2021,7,7,19.69
2021,7,8,19.06
2021,7,9,19.04
2021,7,10,19.17
2021,7,11,19.51
2021,7,12,19.91
2021,7,13,20.04
2021,7,14,20.12
2021,7,15,20.09
2021,7,16,20.24
2021,7,17,20.57
2021,7,18,20.83
2021,7,19,20.9
2021,7,20,20.9
2021,7,21,20.81
2021,7,22,20.66
2021,7,23,20.58
2021,7,24,20.8
2021,7,25,21.0
2021,7,26,21.08
2021,7,27,21.13
2021,7,28,21.14
2021,7,29,21.11
2021,7,30,21.06
2021,7,31,21.18
2021,8,1,21.15
2021,8,2,21.05
2021,8,3,21.06
2021,8,4,21.08
2021,8,5,21.1
2021,8,6,21.05
2021,8,7,20.95
2021,8,8,20.99
2021,8,9,21.07
2021,8,10,20.86
2021,8,11,20.74
2021,8,12,20.61
2021,8,13,20.41
2021,8,14,20.24
2021,8,15,20.13
2021,8,16,20.08
2021,8,17,20.19
2021,8,18,20.37
2021,8,19,20.68
2021,8,20,20.83
2021,8,21,20.6
2021,8,22,20.44
2021,8,23,20.4
2021,8,24,20.37
2021,8,25,20.42
2021,8,26,20.38
2021,8,27,20.29
2021,8,28,20.13
2021,8,29,20.04
2021,8,30,20.06
2021,8,31,20.09
2021,9,1,20.05
2021,9,2,19.92
2021,9,3,19.76
2021,9,4,19.6
2021,9,5,19.48
2021,9,6,19.4
2021,9,7,19.07
2021,9,8,18.67
2021,9,9,18.43
2021,9,10,18.31
2021,9,11,18.29
2021,9,12,18.29
2021,9,13,18.2
2021,9,14,18.16
2021,9,15,18.13
2021,9,16,18.14
2021,9,17,17.98
2021,9,18,17.72
2021,9,19,17.51
2021,9,20,17.5
2021,9,21,17.47
2021,9,22,17.37
2021,9,23,17.27
2021,9,24,17.21
2021,9,25,17.06
2021,9,26,16.89
2021,9,27,16.77
2021,9,28,16.76
2021,9,29,16.88
2021,9,30,17.05
2021,10,1,17.28
2021,10,2,17.53
2021,10,3,17.5
2021,10,4,17.43
2021,10,5,17.43
2021,10,6,17.38
2021,10,7,17.27
2021,10,8,17.33
2021,10,9,17.48
2021,10,10,17.35
2021,10,11,17.1
2021,10,12,16.61
2021,10,13,15.9
2021,10,14,15.38
2021,10,15,14.78
2021,10,16,14.09
2021,10,17,13.71
2021,10,18,13.56
2021,10,19,13.56
2021,10,20,13.49
2021,10,21,13.41
2021,10,22,13.15
2021,10,23,12.8
2021,10,24,12.35
2021,10,25,11.84
2021,10,26,11.59
2021,10,27,11.47
2021,10,28,11.29
2021,10,29,11.15
2021,10,30,11.01
2021,10,31,10.75
2022,6,1,10.76
2022,6,2,10.7
2022,6,3,10.62
2022,6,4,10.91
2022,6,5,11.43
2022,6,6,12.01
2022,6,7,12.56
2022,6,8,13.21
2022,6,9,13.98
2022,6,10,14.31
2022,6,11,14.34
2022,6,12,14.54
2022,6,13,14.51
2022,6,14,14.48
2022,6,15,14.51
2022,6,16,14.54
2022,6,17,14.56
2022,6,18,14.42
2022,6,19,14.47
2022,6,20,14.84
2022,6,21,15.58
2022,6,22,16.04
2022,6,23,15.87
2022,6,24,15.57
2022,6,25,15.47
2022,6,26,15.42
2022,6,27,15.12
2022,6,28,14.71
2022,6,29,14.75
2022,6,30,14.83
2022,7,1,15.05
2022,7,2,15.19
2022,7,3,15.33
2022,7,4,15.28
2022,7,5,15.21
2022,7,6,15.12
2022,7,7,15.42
2022,7,8,16.11
2022,7,9,16.69
2022,7,10,17.08
2022,7,11,17.58
2022,7,12,18.0
2022,7,13,17.98
2022,7,14,18.04
2022,7,15,18.4
2022,7,16,18.94
2022,7,17,19.32
2022,7,18,19.68
2022,7,19,20.05
2022,7,20,19.79
2022,7,21,19.51
2022,7,22,19.46
2022,7,23,19.22
2022,7,24,18.92
2022,7,25,18.49
2022,7,26,18.66
2022,7,27,18.78
2022,7,28,18.69
2022,7,29,18.55
2022,7,30,18.8
2022,7,31,19.27
2022,8,1,19.44
2022,8,2,19.61
2022,8,3,19.73
2022,8,4,19.81
2022,8,5,19.78
2022,8,6,19.73
2022,8,7,19.7
2022,8,8,19.72
2022,8,9,19.76
2022,8,10,20.03
2022,8,11,20.03
2022,8,12,20.03
2022,8,13,19.92
2022,8,14,19.75
2022,8,15,19.75
2022,8,16,19.72
2022,8,17,19.84
2022,8,18,19.83
2022,8,19,20.11
2022,8,20,20.15
2022,8,21,20.1
2022,8,22,20.4
2022,8,23,20.62
2022,8,24,20.56
2022,8,25,20.29
2022,8,26,20.11
2022,8,27,19.78
2022,8,28,19.2
2022,8,29,18.74
2022,8,30,18.2
2022,8,31,17.95
2022,9,1,18.03
2022,9,2,17.87
2022,9,3,17.64
2022,9,4,17.4
2022,9,5,17.33
2022,9,6,17.49
2022,9,7,17.9
2022,9,8,17.9
2022,9,9,17.77
2022,9,10,17.66
2022,9,11,17.61
2022,9,12,17.82
2022,9,13,17.86
2022,9,14,17.82
2022,9,15,17.73
2022,9,16,17.6
2022,9,17,17.67
2022,9,18,17.7
2022,9,19,17.77
2022,9,20,17.97
2022,9,21,17.87
2022,9,22,17.52
2022,9,23,16.85
2022,9,24,16.04
2022,9,25,15.43
2022,9,26,14.86
2022,9,27,14.55
2022,9,28,14.35
2022,9,29,14.27
2022,9,30,14.25
2022,10,1,14.13
2022,10,2,13.97
2022,10,3,13.98
2022,10,4,14.06
2022,10,5,14.21
2022,10,6,14.14
2022,10,7,13.66
2022,10,8,13.17
2022,10,9,12.87
2022,10,10,12.79
2022,10,11,12.89
2022,10,12,12.9
2022,10,13,12.81
2022,10,14,12.6
2022,10,15,12.28
2022,10,16,11.81
2022,10,17,11.31
2022,10,18,11.01
2022,10,19,10.81
2022,10,20,10.72
2022,10,21,10.74
2022,10,22,10.8
2022,10,23,10.86
2022,10,24,10.79
2022,10,25,10.64
2022,10,26,10.51
2022,10,27,10.36
2022,10,28,10.37
2022,10,29,10.38
2022,10,30,10.4
2022,10,31,10.4
2023,6,1,2.67
2023,6,2,2.68
2023,6,3,2.71
2023,6,4,2.74
2023,6,5,2.85
2023,6,6,3.02
2023,6,7,3.25
2023,6,8,3.51
2023,6,9,3.74
2023,6,10,3.91
2023,6,11,4.02
2023,6,12,4.04
2023,6,13,4.05
2023,6,14,4.05
2023,6,15,13.22
2023,6,16,14.13
2023,6,17,17.14
2023,6,18,17.24
2023,6,19,17.41
2023,6,20,17.68
2023,6,21,17.97
2023,6,22,18.04
2023,6,23,17.87
2023,6,24,17.58
2023,6,25,17.35
2023,6,26,17.86
2023,6,27,18.15
2023,6,28,18.45
2023,6,29,18.87
2023,6,30,19.34
2023,7,1,19.93
2023,7,2,20.26
2023,7,3,20.5
2023,7,4,20.32
2023,7,5,19.91
2023,7,6,19.67
2023,7,7,19.53
2023,7,8,19.33
2023,7,9,19.25
2023,7,10,19.31
2023,7,11,19.04
2023,7,12,19.04
2023,7,13,19.01
2023,7,14,18.98
2023,7,15,19.02
2023,7,16,19.1
2023,7,17,19.18
2023,7,18,19.08
2023,7,19,18.85
2023,7,20,18.8
2023,7,21,19.06
2023,7,22,19.27
2023,7,23,19.72
2023,7,24,20.05
2023,7,25,20.32
2023,7,26,20.68
2023,7,27,20.96
2023,7,28,20.81
2023,7,29,20.77
2023,7,30,20.79
2023,7,31,20.88
2023,8,1,21.27
2023,8,2,21.92
2023,8,3,22.3
2023,8,4,22.32
2023,8,5,22.09
2023,8,6,21.9
2023,8,7,21.98
2023,8,8,22.1
2023,8,9,22.03
2023,8,10,21.86
2023,8,11,21.63
2023,8,12,21.32
2023,8,13,20.91
2023,8,14,20.59
2023,8,15,20.41
2023,8,16,20.44
2023,8,17,20.31
2023,8,18,19.94
2023,8,19,19.67
2023,8,20,19.3
2023,8,21,19.11
2023,8,22,18.97
2023,8,23,18.73
2023,8,24,18.51
2023,8,25,18.42
2023,8,26,18.28
2023,8,27,18.1
2023,8,28,18.15
2023,8,29,18.29
2023,8,30,18.44
2023,8,31,18.56
2023,9,1,18.59
2023,9,2,18.89
2023,9,3,19.94
2023,9,4,21.01
2023,9,5,20.84
2023,9,6,20.39
2023,9,7,19.64
2023,9,8,18.99
2023,9,9,18.26
2023,9,10,17.72
2023,9,11,17.48
2023,9,12,17.19
2023,9,13,16.88
2023,9,14,16.77
2023,9,15,16.71
2023,9,16,16.68
2023,9,17,16.69
2023,9,18,16.71
2023,9,19,16.74
2023,9,20,17.17
2023,9,21,17.65
2023,9,22,17.65
2023,9,23,17.49
2023,9,24,17.25
2023,9,25,17.01
2023,9,26,16.88
2023,9,27,16.93
2023,9,28,16.93
2023,9,29,16.83
2023,9,30,16.86
2023,10,1,17.42
2023,10,2,17.81
2023,10,3,17.79
2023,10,4,17.66
2023,10,5,17.41
2023,10,6,17.33
2023,10,7,17.11
2023,10,8,16.57
2023,10,9,15.96
2023,10,10,15.42
2023,10,11,14.86
2023,10,12,14.59
2023,10,13,14.48
2023,10,14,14.18
2023,10,15,13.85
2023,10,16,13.63
2023,10,17,13.58
2023,10,18,13.5
2023,10,19,13.42
2023,10,20,13.4
2023,10,21,13.41
2023,10,22,13.16
2023,10,23,12.9
2023,10,24,12.92
2023,10,25,13.01
2023,10,26,13.06
2023,10,27,13.11
2023,10,28,12.23
2023,10,29,12.25
2023,10,30,12.14
2023,10,31,11.79
