date,WDIRcos,WDIRsin,WSPD,ATMP,WTMP,DISC,bloom
2012-07-21,-1.0,0.0,2.94,24.7,23.03,103.0,0.0
2012-07-22,-1.0,0.0,2.7,22.8,23.35,96.9,0.0
2012-07-23,-1.0,0.0,2.98,26.05,23.47,93.1,0.0
2012-07-24,-1.0,0.0,3.46,22.2,23.48,88.0,0.0
2012-07-25,-1.0,0.0,2.52,22.9,23.33,110.0,0.0
2012-07-26,0.71,0.71,2.96,20.9,23.05,189.0,0.0
2012-07-27,0.71,0.71,5.28,19.9,22.8,175.0,0.0
2012-07-28,-1.0,0.0,2.61,17.9,22.81,159.0,0.0
2012-07-29,-1.0,0.0,2.83,20.9,22.97,143.0,0.0
2012-07-30,-1.0,0.0,3.4,21.8,23.24,157.0,0.0
2012-07-31,-1.0,0.0,1.49,22.2,23.42,159.0,0.0
2012-08-01,-1.0,0.0,3.26,21.7,23.3,133.0,0.0
2012-08-02,-1.0,0.0,2.45,24.6,23.33,120.0,0.0
2012-08-03,-1.0,0.0,2.52,21.2,23.19,110.0,0.0
2012-08-04,-1.0,0.0,2.63,22.35,22.71,108.0,0.0
2012-08-05,0.71,-0.71,5.78,19.5,22.22,109.0,0.0
2012-08-06,-1.0,0.0,3.67,19.1,21.79,103.0,0.0
2012-08-07,-1.0,0.0,2.5,21.2,21.8,102.0,0.0
2012-08-08,-1.0,0.0,2.09,17.85,21.77,102.0,0.0
2012-08-09,-1.0,0.0,3.76,17.4,21.28,111.0,0.0
2012-08-10,0.71,0.71,4.78,18.1,20.83,120.0,0.0
2012-08-11,-1.0,0.0,2.42,17.4,20.73,122.0,0.0
2012-08-12,-1.0,0.0,1.98,15.8,20.95,108.0,0.0
2012-08-13,-1.0,0.0,2.17,19.0,21.22,104.0,0.0
2012-08-14,-1.0,0.0,1.91,17.7,21.13,99.5,0.0
2012-08-15,-1.0,0.0,2.98,18.1,20.9,94.9,0.0
2012-08-16,-0.0,-1.0,4.23,19.6,20.51,102.0,0.0
2012-08-17,0.71,-0.71,5.32,17.15,20.17,107.0,0.0
2012-08-18,-1.0,0.0,3.44,15.9,20.11,102.0,0.0
2012-08-19,-1.0,0.0,2.36,16.5,20.21,102.0,0.0
2012-08-20,-1.0,0.0,2.8,13.3,20.33,115.0,0.0
2012-08-21,-1.0,0.0,3.1,16.4,20.45,113.0,0.0
2012-08-22,-1.0,0.0,3.31,19.3,20.61,102.0,0.0
2012-08-23,-1.0,0.0,2.65,20.0,20.86,99.2,0.0
2012-08-24,-1.0,0.0,2.7,23.8,21.18,106.0,0.0
2012-08-25,-1.0,0.0,2.72,24.7,21.44,104.0,0.0
2012-08-26,-0.71,-0.71,1.98,22.3,21.69,105.0,0.0
2012-08-27,-1.0,0.0,2.13,20.3,21.83,96.9,0.0
2012-08-28,-1.0,0.0,3.07,18.7,21.93,87.8,0.0
2012-08-29,-1.0,0.0,1.83,17.9,22.08,83.4,0.0
2012-08-30,-1.0,0.0,3.98,25.9,22.26,79.5,0.0
2012-08-31,-1.0,0.0,1.43,21.1,22.33,77.9,0.0
2012-09-01,-1.0,0.0,2.6,17.8,22.31,76.3,0.0
2012-09-02,-1.0,0.0,1.98,18.4,22.2,73.3,0.0
2012-09-03,-1.0,0.0,2.43,24.3,22.35,73.0,0.0
2012-09-04,-1.0,0.0,2.48,18.15,22.27,69.7,0.0
2012-09-05,-1.0,0.0,2.57,19.5,21.81,72.3,0.0
2012-09-06,-1.0,0.0,2.96,16.6,21.31,75.8,0.0
2012-09-07,-1.0,0.0,3.96,16.55,20.91,86.9,0.0
2012-09-08,0.71,-0.71,5.71,15.9,20.29,95.3,0.0
2012-09-09,1.0,0.0,5.33,16.9,19.85,102.0,0.0
2012-09-10,-1.0,0.0,3.84,13.1,19.58,98.1,0.0
2012-09-11,-1.0,0.0,5.29,21.7,19.23,90.9,0.0
2012-09-12,-1.0,0.0,4.4,16.9,18.62,86.4,0.0
2012-09-13,-1.0,0.0,4.69,13.9,18.08,83.6,0.0
2012-09-14,-1.0,0.0,2.73,12.5,17.84,81.3,0.0
2012-09-15,-1.0,0.0,2.88,10.6,17.63,76.7,0.0
2012-09-16,-1.0,0.0,2.91,18.6,17.46,76.6,0.0
2012-09-17,1.0,0.0,5.6,14.4,17.27,75.7,0.0
2012-09-18,1.0,0.0,5.68,10.9,16.95,73.5,0.0
2012-09-19,-1.0,0.0,4.35,8.8,16.56,74.8,0.0
2012-09-20,-0.71,-0.71,3.65,11.1,16.09,82.7,0.0
2012-09-21,-0.71,-0.71,2.98,9.5,15.28,89.2,0.0
2012-09-22,0.71,-0.71,7.22,10.1,14.49,97.7,0.0
2012-09-23,0.71,-0.71,5.33,10.0,14.06,103.0,0.0
2012-09-24,-1.0,0.0,4.62,9.15,13.87,103.0,0.0
2012-09-25,-1.0,0.0,2.43,11.65,13.75,98.9,0.0
2012-09-26,-1.0,0.0,2.18,6.5,13.78,92.3,0.0
2012-09-27,-1.0,0.0,2.96,5.25,13.75,88.0,0.0
2012-09-28,-1.0,0.0,2.59,7.2,13.76,85.1,0.0
2012-09-29,-1.0,0.0,2.59,11.1,13.83,84.3,0.0
2012-09-30,-1.0,0.0,2.28,7.8,13.92,84.2,0.0
2012-10-01,-1.0,0.0,1.89,9.0,14.0,84.0,0.0
2012-10-02,-1.0,0.0,2.96,10.7,14.06,83.0,0.0
2012-10-03,-1.0,0.0,2.51,11.95,14.01,83.0,0.0
2012-10-04,-1.0,0.0,4.25,13.85,13.86,77.4,0.0
2012-10-05,-0.71,-0.71,5.45,5.7,13.66,71.3,0.0
2012-10-06,1.0,0.0,7.76,5.2,13.19,74.5,0.0
2012-10-07,-0.71,-0.71,3.6,3.9,12.22,75.7,0.0
2012-10-08,-1.0,0.0,3.94,6.2,11.04,79.1,0.0
2012-10-09,-1.0,0.0,3.23,8.0,10.03,85.2,0.0
2012-10-10,-0.0,-1.0,4.07,4.7,9.37,90.5,0.0
2012-10-11,-0.71,-0.71,3.85,4.6,9.11,99.3,0.0
2012-10-12,-1.0,0.0,3.54,4.8,8.86,107.0,0.0
2012-10-13,-1.0,0.0,1.96,7.2,8.76,106.0,0.0
2012-10-14,0.71,0.71,5.74,7.3,8.7,105.0,0.0
2012-10-15,0.71,0.71,3.49,7.2,8.62,106.0,0.0
2012-10-16,-1.0,0.0,2.48,11.4,8.75,107.0,0.0
2012-10-17,-1.0,0.0,1.79,10.7,8.9,111.0,0.0
2012-10-18,-1.0,0.0,1.92,10.3,8.93,125.0,0.0
2012-10-19,0.71,0.71,1.32,8.7,8.95,157.0,0.0
2012-10-20,-1.0,0.0,1.64,7.7,8.94,164.0,0.0
2012-10-21,-1.0,0.0,1.72,4.0,8.97,151.0,0.0
2012-10-22,0.71,0.71,3.44,8.9,8.81,141.0,0.0
2012-10-23,0.71,0.71,2.07,9.0,8.54,139.0,0.0
2012-10-24,-1.0,0.0,1.55,11.7,8.35,156.0,0.0
2012-10-25,0.71,-0.71,5.14,8.7,8.13,288.0,0.0
2012-10-26,-0.71,-0.71,3.87,3.2,7.99,642.0,0.0
2012-10-27,-0.71,-0.71,2.39,2.6,7.81,532.0,0.0
2012-10-28,-1.0,0.0,2.36,-0.9,7.69,403.0,0.0
2012-10-29,-1.0,0.0,2.43,0.0,7.65,316.0,0.0
2012-10-30,0.71,0.71,6.95,4.0,7.63,269.0,0.0
2012-10-31,1.0,0.0,5.36,3.3,7.56,234.0,0.0
2013-06-01,-1.0,0.0,2.68,12.5,5.28,746.0,0.0
2013-06-02,1.0,0.0,4.39,7.1,5.15,721.0,0.0
2013-06-03,-1.0,0.0,2.34,8.4,5.13,661.0,0.0
2013-06-04,-1.0,0.0,1.76,10.7,5.01,572.0,0.0
2013-06-05,0.71,0.71,1.89,9.9,4.96,542.0,0.0
2013-06-06,0.71,0.71,2.49,7.3,4.87,1430.0,0.0
2013-06-07,1.0,0.0,0.94,7.5,4.82,1760.0,0.0
2013-06-08,1.0,0.0,1.18,10.9,4.84,1410.0,0.0
2013-06-09,-1.0,0.0,1.68,11.7,4.87,1100.0,0.0
2013-06-10,0.71,-0.71,1.12,11.2,4.9,954.0,0.0
2013-06-11,0.71,0.71,1.65,14.9,4.92,807.0,0.0
2013-06-12,-1.0,0.0,1.77,16.5,6.13,655.0,0.0
2013-06-13,0.71,0.71,1.49,14.8,6.99,537.0,0.0
2013-06-14,-1.0,0.0,1.78,13.2,7.19,450.0,0.0
2013-06-15,0.71,0.71,1.27,13.3,7.32,391.0,0.0
2013-06-16,-1.0,0.0,3.24,17.6,7.41,361.0,0.0
2013-06-17,1.0,0.0,2.78,9.6,7.46,390.0,0.0
2013-06-18,1.0,0.0,1.87,10.0,7.54,416.0,0.0
2013-06-19,-1.0,0.0,2.61,15.9,7.54,359.0,0.0
2013-06-20,-1.0,0.0,1.98,17.9,7.54,353.0,0.0
2013-06-21,0.71,-0.71,2.6,14.6,7.55,4630.0,0.0
2013-06-22,0.71,-0.71,1.95,11.6,7.54,4930.0,0.0
2013-06-23,0.71,-0.71,1.9,12.8,7.55,2870.0,0.0
2013-06-24,-1.0,0.0,2.13,22.9,7.58,1810.0,0.0
2013-06-25,-1.0,0.0,1.73,21.8,7.65,1200.0,0.0
2013-06-26,-1.0,0.0,1.6,19.6,7.76,866.0,0.0
2013-06-27,-1.0,0.0,1.91,20.2,7.91,732.0,0.0
2013-06-28,1.0,0.0,2.38,17.4,8.21,680.0,0.0
2013-06-29,1.0,0.0,1.7,13.7,8.3,626.0,0.0
2013-06-30,-1.0,0.0,1.61,17.0,8.98,544.0,0.0
2013-07-01,-1.0,0.0,2.19,13.35,8.78,463.0,0.0
2013-07-02,-1.0,0.0,2.15,13.7,9.44,395.0,0.0
2013-07-03,-1.0,0.0,1.89,15.3,11.17,343.0,0.0
2013-07-04,-1.0,0.0,2.92,20.0,13.07,296.0,0.0
2013-07-05,-1.0,0.0,4.55,24.4,14.49,265.0,0.0
2013-07-06,-1.0,0.0,4.81,26.0,15.34,238.0,0.0
2013-07-07,-1.0,0.0,3.05,18.6,15.84,371.0,0.0
2013-07-08,0.71,-0.71,1.91,11.9,16.06,837.0,0.0
2013-07-09,0.71,0.71,1.27,13.6,16.02,890.0,0.0
2013-07-10,0.71,-0.71,3.12,17.9,16.04,822.0,0.0
2013-07-11,-1.0,0.0,1.78,18.9,15.9,679.0,0.0
2013-07-12,-1.0,0.0,3.68,22.8,15.83,510.0,0.0
2013-07-13,-1.0,0.0,3.52,25.4,16.18,393.0,0.0
2013-07-14,-1.0,0.0,1.83,20.7,16.31,336.0,0.0
2013-07-15,-1.0,0.0,1.16,20.1,16.27,318.0,0.0
2013-07-16,-0.71,-0.71,2.12,22.1,17.2,285.0,0.0
2013-07-17,-1.0,0.0,2.7,25.8,18.04,252.0,0.0
2013-07-18,-0.71,-0.71,3.15,23.25,18.45,221.0,0.0
2013-07-19,0.71,-0.71,3.94,24.5,18.65,215.0,0.0
2013-07-20,0.71,0.71,4.49,17.5,18.72,221.0,0.0
2013-07-21,0.71,0.71,3.31,16.5,18.59,200.0,0.0
2013-07-22,-1.0,0.0,3.43,18.85,18.3,182.0,0.0
2013-07-23,1.0,0.0,4.23,17.3,18.09,179.0,0.0
2013-07-24,-1.0,0.0,2.23,16.2,18.19,174.0,0.0
2013-07-25,-1.0,0.0,3.13,18.1,18.46,163.0,0.0
2013-07-26,0.71,0.71,4.21,14.3,18.25,196.0,0.0
2013-07-27,0.71,-0.71,5.57,11.8,17.89,215.0,0.0
2013-07-28,1.0,0.0,4.48,13.2,17.41,222.0,0.0
2013-07-29,-1.0,0.0,2.26,14.65,17.12,237.0,0.0
2013-07-30,-1.0,0.0,2.43,18.1,17.47,227.0,0.0
2013-07-31,-1.0,0.0,2.8,19.2,17.7,207.0,0.0
2013-08-01,-0.71,-0.71,2.43,18.0,17.83,209.0,0.0
2013-08-02,-1.0,0.0,2.25,18.1,18.06,199.0,0.0
2013-08-03,-1.0,0.0,2.27,16.8,18.32,187.0,0.0
2013-08-04,-1.0,0.0,2.51,16.45,18.46,170.0,0.0
2013-08-05,-1.0,0.0,2.65,15.4,18.66,184.0,0.0
2013-08-06,1.0,0.0,1.26,18.6,18.86,285.0,0.0
2013-08-07,1.0,0.0,2.11,18.0,18.82,273.0,0.0
2013-08-08,-1.0,0.0,1.77,16.4,18.73,235.0,0.0
2013-08-09,-1.0,0.0,3.4,17.5,18.74,196.0,0.0
2013-08-10,-1.0,0.0,2.04,16.2,19.03,170.0,0.0
2013-08-11,-1.0,0.0,2.17,16.5,19.11,154.0,0.0
2013-08-12,-1.0,0.0,3.78,16.8,19.08,147.0,0.0
2013-08-13,-1.0,0.0,2.4,13.8,18.91,139.0,0.0
2013-08-14,-1.0,0.0,2.08,13.5,19.01,132.0,0.0
2013-08-15,-1.0,0.0,2.46,16.05,19.22,126.0,0.0
2013-08-16,-1.0,0.0,2.22,17.3,19.47,119.0,0.0
2013-08-17,-1.0,0.0,3.21,19.3,19.68,113.0,0.0
2013-08-18,-1.0,0.0,2.88,19.3,19.83,107.0,0.0
2013-08-19,-1.0,0.0,3.46,21.4,20.06,101.0,0.0
2013-08-20,-1.0,0.0,3.58,24.0,20.26,101.0,0.0
2013-08-21,-1.0,0.0,2.69,26.1,20.53,96.0,0.0
2013-08-22,-1.0,0.0,1.85,20.6,20.77,95.9,0.0
2013-08-23,-1.0,0.0,2.08,18.1,20.87,96.1,0.0
2013-08-24,-1.0,0.0,3.15,20.6,21.1,88.6,0.0
2013-08-25,-1.0,0.0,5.33,27.15,21.52,84.0,0.0
2013-08-26,-1.0,0.0,3.09,23.8,21.83,279.0,0.0
2013-08-27,-1.0,0.0,2.13,22.8,21.94,1490.0,0.0
2013-08-28,1.0,0.0,0.71,21.3,21.86,2230.0,0.0
2013-08-29,-1.0,0.0,1.84,23.3,21.85,1690.0,0.0
2013-08-30,0.71,0.71,4.2,23.1,21.69,1830.0,0.0
2013-08-31,-1.0,0.0,1.45,19.4,21.69,1410.0,0.0
2013-09-01,-1.0,0.0,3.66,21.2,21.47,1010.0,0.0
2013-09-02,1.0,0.0,5.77,16.0,20.74,770.0,0.0
2013-09-03,-1.0,0.0,3.17,13.5,20.25,641.0,0.0
2013-09-04,0.71,0.71,5.06,19.3,20.09,522.0,0.0
2013-09-05,-1.0,0.0,2.5,13.7,20.05,425.0,0.0
2013-09-06,-1.0,0.0,3.17,19.1,20.03,349.0,0.0
2013-09-07,-1.0,0.0,4.46,21.55,20.09,298.0,0.0
2013-09-08,-1.0,0.0,2.5,16.8,19.9,264.0,0.0
2013-09-09,-1.0,0.0,2.02,18.7,19.6,238.0,0.0
2013-09-10,-0.71,-0.71,2.06,21.1,19.37,226.0,0.0
2013-09-11,-1.0,0.0,3.12,20.6,19.37,217.0,0.0
2013-09-12,1.0,0.0,5.22,16.0,19.12,207.0,0.0
2013-09-13,1.0,0.0,3.39,15.4,18.86,191.0,0.0
2013-09-14,-1.0,0.0,3.3,11.2,18.43,176.0,0.0
2013-09-15,0.71,0.71,5.53,13.9,17.74,173.0,0.0
2013-09-16,-1.0,0.0,2.79,7.0,17.27,174.0,0.0
2013-09-17,-1.0,0.0,2.61,9.9,17.03,169.0,0.0
2013-09-18,-1.0,0.0,2.62,16.5,16.94,161.0,0.0
2013-09-19,-1.0,0.0,1.39,19.5,16.73,167.0,0.0
2013-09-20,-0.71,-0.71,3.36,17.4,16.37,242.0,0.0
2013-09-21,0.71,-0.71,4.96,12.0,16.04,228.0,0.0
2013-09-22,-1.0,0.0,3.32,7.0,15.8,208.0,0.0
2013-09-23,-1.0,0.0,2.25,11.0,15.76,189.0,0.0
2013-09-24,-1.0,0.0,2.72,12.5,15.84,174.0,0.0
2013-09-25,-1.0,0.0,1.97,13.3,15.91,166.0,0.0
2013-09-26,-1.0,0.0,2.16,14.4,15.97,159.0,0.0
2013-09-27,-1.0,0.0,3.36,19.4,15.8,148.0,0.0
2013-09-28,-1.0,0.0,4.5,21.6,15.59,139.0,0.0
2013-09-29,-1.0,0.0,3.23,12.6,15.44,143.0,0.0
2013-09-30,-1.0,0.0,5.03,16.9,15.13,146.0,0.0
2013-10-01,-1.0,0.0,4.26,19.3,14.87,142.0,0.0
2013-10-02,-1.0,0.0,3.31,16.0,14.71,138.0,0.0
2013-10-03,0.71,0.71,2.71,12.6,14.57,147.0,0.0
2013-10-04,0.71,0.71,5.97,13.2,14.19,162.0,0.0
2013-10-05,0.71,0.71,6.15,11.4,13.62,215.0,0.0
2013-10-06,0.71,0.71,3.67,10.9,13.11,565.0,0.0
2013-10-07,-1.0,0.0,3.23,10.6,12.9,726.0,0.0
2013-10-08,-1.0,0.0,4.19,11.6,12.9,600.0,0.0
2013-10-09,-1.0,0.0,5.05,20.25,12.98,475.0,0.0
2013-10-10,-1.0,0.0,1.49,14.4,12.88,386.0,0.0
2013-10-11,-1.0,0.0,2.1,14.3,13.03,329.0,0.0
2013-10-12,-1.0,0.0,4.52,18.6,13.14,285.0,0.0
2013-10-13,-0.71,-0.71,3.04,11.2,12.77,257.0,0.0
2013-10-14,-1.0,0.0,2.82,6.2,12.44,234.0,0.0
2013-10-15,0.0,1.0,4.32,11.0,12.3,248.0,0.0
2013-10-16,1.0,0.0,7.3,9.7,12.07,852.0,0.0
2013-10-17,-1.0,0.0,3.04,6.0,11.81,1200.0,0.0
2013-10-18,1.0,0.0,4.31,9.8,11.59,1130.0,0.0
2013-10-19,-1.0,0.0,2.03,6.9,11.23,1330.0,0.0
2013-10-20,-1.0,0.0,2.63,4.9,10.95,1200.0,0.0
2013-10-21,-0.71,-0.71,3.35,4.3,10.73,1290.0,0.0
2013-10-22,0.71,-0.71,6.76,6.0,10.4,1210.0,0.0
2013-10-23,-0.71,-0.71,3.55,4.1,10.03,1040.0,0.0
2013-10-24,-0.0,-1.0,4.24,5.0,9.91,885.0,0.0
2013-10-25,-1.0,0.0,4.53,4.5,9.71,762.0,0.0
2013-10-26,0.71,-0.71,7.3,8.5,9.59,695.0,0.0
2013-10-27,-1.0,0.0,4.02,6.2,9.48,686.0,0.0
2013-10-28,0.71,0.71,7.13,5.1,9.08,652.0,0.0
2013-10-29,-1.0,0.0,1.84,-0.55,8.76,589.0,0.0
2013-10-30,1.0,0.0,0.79,6.1,8.74,536.0,0.0
2013-10-31,1.0,0.0,1.3,10.7,8.61,524.0,0.0
2014-06-01,-1.0,0.0,1.06,20.6,9.56,456.0,0.0
2014-06-02,1.0,0.0,0.22,10.45,8.96,837.0,0.0
2014-06-03,-0.0,-1.0,3.16,17.7,8.7,1280.0,0.0
2014-06-04,1.0,0.0,0.65,13.0,9.27,1040.0,0.0
2014-06-05,1.0,0.0,0.15,9.9,10.08,786.0,0.0
2014-06-06,-1.0,0.0,0.95,17.05,11.24,598.0,0.0
2014-06-07,1.0,0.0,1.28,14.2,12.04,711.0,0.0
2014-06-08,1.0,0.0,0.68,19.65,12.23,1410.0,0.0
2014-06-09,1.0,0.0,0.03,19.4,11.97,1070.0,0.0
2014-06-10,1.0,0.0,0.4,20.5,11.59,811.0,0.0
2014-06-11,1.0,0.0,0.22,21.4,11.77,634.0,0.0
2014-06-12,1.0,0.0,3.16,22.7,12.25,532.0,0.0
2014-06-13,-0.0,-1.0,2.69,17.3,12.66,540.0,0.0
2014-06-14,1.0,0.0,0.65,20.1,12.58,505.0,0.0
2014-06-15,-1.0,0.0,2.84,22.8,12.11,530.0,0.0
2014-06-16,-1.0,0.0,2.37,30.25,11.8,785.0,0.0
2014-06-17,1.0,0.0,0.83,28.2,11.81,688.0,0.0
2014-06-18,1.0,0.0,1.91,,11.75,532.0,0.0
2014-06-19,1.0,0.0,0.89,,11.78,419.0,0.0
2014-06-20,1.0,0.0,0.09,,12.21,366.0,0.0
2014-06-21,1.0,0.0,0.44,,12.78,334.0,0.0
2014-06-22,1.0,0.0,0.52,,12.77,311.0,0.0
2014-06-23,1.0,0.0,0.48,,12.76,340.0,0.0
2014-06-24,1.0,0.0,2.04,,12.62,541.0,0.0
2014-06-25,1.0,0.0,1.27,,12.26,499.0,0.0
2014-06-26,1.0,0.0,0.14,,12.06,430.0,0.0
2014-06-27,1.0,0.0,1.02,,12.33,372.0,0.0
2014-06-28,-1.0,0.0,2.82,,13.35,556.0,0.0
2014-06-29,-1.0,0.0,3.34,,14.51,882.0,0.0
2014-06-30,-1.0,0.0,5.16,,15.03,829.0,0.0
2014-07-01,-0.71,-0.71,2.64,,15.45,690.0,0.0
2014-07-02,1.0,0.0,1.25,,15.69,734.0,0.0
2014-07-03,1.0,0.0,0.95,,15.79,701.0,0.0
2014-07-04,-1.0,0.0,2.39,,15.71,519.0,0.0
2014-07-05,-1.0,0.0,3.96,,15.95,399.0,0.0
2014-07-06,-1.0,0.0,3.26,,16.33,336.0,0.0
2014-07-07,-0.71,-0.71,2.59,,16.39,324.0,0.0
2014-07-08,1.0,0.0,1.47,,16.38,894.0,0.0
2014-07-09,1.0,0.0,1.5,,16.19,1040.0,0.0
2014-07-10,-1.0,0.0,1.78,,16.24,722.0,0.0
2014-07-11,-1.0,0.0,3.13,,16.31,519.0,0.0
2014-07-12,1.0,0.0,1.4,,16.34,479.0,0.0
2014-07-13,-0.0,-1.0,1.7,,16.37,414.0,0.0
2014-07-14,1.0,0.0,1.45,,16.62,354.0,0.0
2014-07-15,1.0,0.0,3.09,,16.66,375.0,0.0
2014-07-16,1.0,0.0,0.82,,16.72,417.0,0.0
2014-07-17,-1.0,0.0,1.62,,17.09,341.0,0.0
2014-07-18,-1.0,0.0,2.21,,17.44,286.0,0.0
2014-07-19,-1.0,0.0,3.23,,17.78,244.0,0.0
2014-07-20,-1.0,0.0,3.32,,18.13,216.0,0.0
2014-07-21,-1.0,0.0,3.27,,18.16,198.0,0.0
2014-07-22,-1.0,0.0,2.94,,18.15,232.0,0.0
2014-07-23,1.0,0.0,0.54,,18.33,300.0,0.0
2014-07-24,1.0,0.0,1.02,,18.52,278.0,0.0
2014-07-25,-1.0,0.0,1.39,,18.89,233.0,0.0
2014-07-26,-1.0,0.0,1.97,,19.32,205.0,0.0
2014-07-27,1.0,0.0,3.03,,18.92,200.0,0.0
2014-07-28,1.0,0.0,0.56,,18.36,276.0,0.0
2014-07-29,-1.0,0.0,1.79,,18.39,278.0,0.0
2014-07-30,-1.0,0.0,1.3,,18.54,373.0,0.0
2014-07-31,-1.0,0.0,1.14,,18.97,478.0,0.0
2014-08-01,-1.0,0.0,0.98,,19.36,373.0,0.0
2014-08-02,1.0,0.0,0.41,,19.61,286.0,0.0
2014-08-03,1.0,0.0,1.82,,19.77,239.0,0.0
2014-08-04,1.0,0.0,1.6,,19.81,208.0,0.0
2014-08-05,1.0,0.0,0.51,,19.79,189.0,0.0
2014-08-06,1.0,0.0,1.86,,19.86,180.0,0.0
2014-08-07,1.0,0.0,0.82,20.8,20.06,170.0,0.0
2014-08-08,-1.0,0.0,1.14,19.9,20.39,158.0,0.0
2014-08-09,-1.0,0.0,1.38,19.4,20.8,146.0,0.0
2014-08-10,-1.0,0.0,1.38,20.0,20.77,135.0,0.0
2014-08-11,1.0,0.0,2.54,18.6,20.47,136.0,0.0
2014-08-12,1.0,0.0,3.24,17.0,20.19,164.0,0.0
2014-08-13,0.71,0.71,2.6,17.8,20.01,165.0,0.0
2014-08-14,-1.0,0.0,1.38,14.3,19.96,148.0,0.0
2014-08-15,-1.0,0.0,2.75,15.0,19.98,133.0,0.0
2014-08-16,0.71,0.71,3.54,20.8,19.95,131.0,0.0
2014-08-17,0.71,0.71,2.23,14.5,19.78,126.0,0.0
2014-08-18,1.0,0.0,0.56,16.7,19.65,124.0,0.0
2014-08-19,1.0,0.0,1.66,16.7,19.37,140.0,0.0
2014-08-20,1.0,0.0,1.48,16.0,18.84,183.0,0.0
2014-08-21,1.0,0.0,0.96,18.3,18.51,174.0,0.0
2014-08-22,1.0,0.0,0.53,18.6,18.73,156.0,0.0
2014-08-23,1.0,0.0,0.74,17.0,19.02,145.0,0.0
2014-08-24,1.0,0.0,1.27,21.1,19.24,138.0,0.0
2014-08-25,-1.0,0.0,3.35,25.3,19.32,1020.0,0.0
