date,WDIRcos,WDIRsin,WSPD,ATMP,WTMP,DISC,bloom
2015-08-16,-0.71,-0.71,9.08,19.65,15.42,170.0,0.0
2015-08-17,-0.0,-1.0,6.56,16.75,15.09,163.0,0.0
2015-08-18,0.71,0.71,3.98,15.8,14.99,160.0,0.0
2015-08-19,0.71,0.71,8.72,13.6,14.73,211.0,0.0
2015-08-20,0.71,-0.71,8.6,12.7,14.26,232.0,0.0
2015-08-21,-0.0,-1.0,8.23,14.05,14.0,241.0,0.0
2015-08-22,-1.0,0.0,6.73,16.65,13.91,231.0,0.0
2015-08-23,-1.0,0.0,7.92,15.8,13.73,219.0,0.0
2015-08-24,-0.0,-1.0,11.67,12.15,13.59,208.0,0.0
2015-08-25,0.71,-0.71,9.59,11.1,13.06,201.0,0.0
2015-08-26,0.71,-0.71,5.53,12.05,12.74,198.0,0.0
2015-08-27,-0.71,-0.71,4.69,12.8,12.86,189.0,0.0
2015-08-28,-1.0,0.0,3.69,13.55,12.93,179.0,0.0
2015-08-29,-0.71,-0.71,6.8,14.6,13.18,212.0,0.0
2015-08-30,-0.71,-0.71,6.83,14.5,13.28,253.0,0.0
2015-08-31,-1.0,0.0,4.15,15.35,13.33,258.0,0.0
2015-09-01,-0.71,-0.71,4.77,16.1,13.84,254.0,0.0
2015-09-02,0.0,1.0,2.22,15.8,14.38,241.0,0.0
2015-09-03,0.71,0.71,2.63,15.5,14.83,227.0,0.0
2015-09-04,0.0,1.0,3.12,16.2,15.07,212.0,0.0
2015-09-05,0.0,1.0,5.02,16.15,14.99,197.0,0.0
2015-09-06,-0.71,-0.71,6.53,17.45,15.14,231.0,0.0
2015-09-07,-0.0,-1.0,4.73,17.9,15.34,262.0,0.0
2015-09-08,0.0,1.0,4.14,16.4,15.05,253.0,0.0
2015-09-09,-0.0,-1.0,8.14,15.4,14.67,236.0,0.0
2015-09-10,-0.0,-1.0,6.96,13.85,14.31,220.0,0.0
2015-09-11,1.0,0.0,6.67,10.85,13.9,209.0,0.0
2015-09-12,0.71,0.71,3.22,12.65,13.75,198.0,0.0
2015-09-13,-0.71,-0.71,9.53,13.75,13.91,187.0,0.0
2015-09-14,-0.71,-0.71,8.49,15.05,14.12,177.0,0.0
2015-09-15,0.0,1.0,3.99,15.05,14.18,170.0,0.0
2015-09-16,-1.0,0.0,8.46,17.0,14.17,161.0,0.0
2015-09-17,-1.0,0.0,6.04,17.05,14.16,168.0,0.0
2015-09-18,0.71,-0.71,7.02,14.65,14.16,177.0,0.0
2015-09-19,1.0,0.0,6.04,14.1,14.18,173.0,0.0
2015-09-20,-0.0,-1.0,8.38,14.9,14.09,166.0,0.0
2015-09-21,-1.0,0.0,7.14,15.0,14.02,157.0,0.0
2015-09-22,-1.0,0.0,7.62,15.75,14.0,150.0,0.0
2015-09-23,0.0,1.0,5.2,12.85,13.96,142.0,0.0
2015-09-24,0.0,1.0,7.83,12.0,13.91,148.0,0.0
2015-09-25,0.71,0.71,6.8,11.5,13.8,147.0,0.0
2015-09-26,-1.0,0.0,4.13,12.7,13.74,143.0,0.0
2015-09-27,-0.71,-0.71,7.42,15.05,13.71,140.0,0.0
2015-09-28,-0.0,-1.0,4.54,15.25,13.66,139.0,0.0
2015-09-29,0.71,-0.71,8.71,10.7,13.61,134.0,0.0
2015-09-30,0.0,1.0,5.1,10.7,13.47,129.0,0.0
2015-10-01,0.0,1.0,5.4,10.5,13.3,124.0,0.0
2015-10-02,0.0,1.0,6.1,9.4,13.15,118.0,0.0
2015-10-03,0.0,1.0,9.62,9.8,13.0,112.0,0.0
2015-10-04,-0.71,0.71,4.58,10.0,12.82,107.0,0.0
2015-10-05,-0.71,-0.71,3.65,10.55,12.73,104.0,0.0
2015-10-06,-0.0,-1.0,7.48,11.8,12.74,103.0,0.0
2015-10-07,1.0,0.0,6.7,8.8,12.73,102.0,0.0
2015-10-08,-0.71,0.71,7.0,9.45,12.65,110.0,0.0
2015-10-09,0.71,-0.71,6.15,9.8,12.55,114.0,0.0
2015-10-10,-0.71,-0.71,9.85,10.65,12.69,114.0,0.0
2015-10-11,-0.71,-0.71,5.6,13.0,12.79,113.0,0.0
2015-10-12,-0.71,-0.71,7.66,13.65,12.58,109.0,0.0
2015-10-13,1.0,0.0,9.63,8.2,12.34,106.0,0.0
2015-10-14,-0.0,-1.0,10.0,8.6,12.23,104.0,0.0
2015-10-15,0.71,-0.71,6.56,9.75,12.11,104.0,0.0
2015-10-16,0.71,-0.71,8.48,2.3,11.86,99.4,0.0
2015-10-17,0.71,-0.71,7.64,1.1,11.53,95.3,0.0
2015-10-18,1.0,0.0,5.25,2.65,11.27,95.1,0.0
2015-10-19,-0.0,-1.0,10.48,11.15,11.16,91.8,0.0
2015-10-20,0.71,0.71,6.53,5.4,10.96,87.1,0.0
2015-10-21,0.0,1.0,11.0,7.65,10.79,86.3,0.0
2015-10-22,1.0,0.0,8.29,5.4,10.54,85.4,0.0
2015-10-23,-0.71,0.71,8.55,6.05,10.42,84.5,0.0
2015-10-24,-0.71,0.71,10.11,8.15,10.22,92.7,0.0
2015-10-25,0.71,-0.71,6.4,5.0,9.99,92.5,0.0
2015-10-26,-0.71,-0.71,3.35,5.65,9.8,94.8,0.0
2015-10-27,-0.71,0.71,7.29,6.95,9.76,93.6,0.0
2015-10-28,0.0,1.0,12.9,7.7,9.8,120.0,0.0
2015-10-29,1.0,0.0,8.35,5.0,9.79,223.0,0.0
2015-10-30,0.71,-0.71,7.14,3.95,9.69,258.0,0.0
2015-10-31,-0.71,-0.71,9.52,7.35,9.53,258.0,0.0
2016-06-01,0.0,1.0,8.07,6.45,2.93,920.0,0.0
2016-06-02,-0.0,-1.0,6.95,6.8,2.01,917.0,0.0
2016-06-03,0.0,1.0,3.42,7.4,1.4,828.0,0.0
2016-06-04,0.0,1.0,7.81,5.2,1.9,1350.0,0.0
2016-06-05,0.71,0.71,5.44,7.5,2.81,2450.0,0.0
2016-06-06,0.71,-0.71,6.41,7.4,3.45,2170.0,0.0
2016-06-07,1.0,0.0,6.65,6.7,3.73,1760.0,0.0
2016-06-08,0.71,-0.71,4.39,5.9,3.79,1460.0,0.0
2016-06-09,0.0,1.0,4.02,5.8,3.7,1220.0,0.0
2016-06-10,0.0,1.0,5.35,6.45,3.62,1050.0,0.0
2016-06-11,1.0,0.0,6.78,9.95,3.56,1010.0,0.0
2016-06-12,1.0,0.0,4.27,9.65,3.73,954.0,0.0
2016-06-13,0.0,1.0,4.44,6.35,3.79,971.0,0.0
2016-06-14,0.0,1.0,3.39,7.0,3.91,1020.0,0.0
2016-06-15,0.0,1.0,7.03,6.85,4.0,2050.0,0.0
2016-06-16,1.0,0.0,5.5,10.6,4.12,2480.0,0.0
2016-06-17,-0.0,-1.0,5.39,13.55,4.2,1910.0,0.0
2016-06-18,-0.0,-1.0,6.19,11.2,4.08,1450.0,0.0
2016-06-19,-1.0,0.0,4.5,7.75,3.91,1220.0,0.0
2016-06-20,-0.0,-1.0,11.74,12.9,3.81,1430.0,0.0
2016-06-21,-0.0,-1.0,7.3,11.85,3.78,1590.0,0.0
2016-06-22,-1.0,0.0,4.02,9.1,3.8,1370.0,0.0
2016-06-23,-0.0,-1.0,5.59,11.15,3.81,1110.0,0.0
2016-06-24,-0.71,-0.71,4.31,12.5,3.81,964.0,0.0
2016-06-25,0.0,1.0,5.9,9.75,3.82,1080.0,0.0
2016-06-26,-0.71,-0.71,6.52,9.45,3.83,1460.0,0.0
2016-06-27,1.0,0.0,8.22,9.75,3.84,1260.0,0.0
2016-06-28,-0.0,-1.0,4.4,9.9,3.78,1110.0,0.0
2016-06-29,-0.71,-0.71,6.0,10.55,3.78,986.0,0.0
2016-06-30,-0.0,-1.0,5.71,11.3,3.78,1210.0,0.0
2016-07-01,-0.0,-1.0,8.08,9.3,3.78,1280.0,0.0
2016-07-02,-0.0,-1.0,6.24,12.6,3.82,1080.0,0.0
2016-07-03,-0.0,-1.0,7.41,13.7,3.83,936.0,0.0
2016-07-04,-1.0,0.0,4.41,12.2,4.03,842.0,0.0
2016-07-05,-1.0,0.0,5.2,14.9,5.84,779.0,0.0
2016-07-06,0.0,1.0,4.26,12.7,6.93,727.0,0.0
2016-07-07,0.0,1.0,3.71,10.8,7.69,679.0,0.0
2016-07-08,0.0,1.0,4.51,12.25,8.18,714.0,0.0
2016-07-09,1.0,0.0,3.56,14.5,10.5,768.0,0.0
2016-07-10,-0.0,-1.0,4.28,12.9,10.5,722.0,0.0
2016-07-11,-0.71,0.71,5.14,11.55,10.5,692.0,0.0
2016-07-12,-0.71,0.71,8.14,13.55,10.5,1210.0,0.0
2016-07-13,-0.71,-0.71,11.13,15.65,10.5,1130.0,0.0
2016-07-14,-0.0,-1.0,8.78,13.55,10.5,939.0,0.0
2016-07-15,1.0,0.0,3.51,12.05,10.5,834.0,0.0
2016-07-16,-0.0,-1.0,4.56,12.0,11.06,750.0,0.0
2016-07-17,-1.0,0.0,5.15,13.75,11.92,693.0,0.0
2016-07-18,-0.0,-1.0,4.46,14.55,12.76,721.0,0.0
2016-07-19,-0.0,-1.0,3.46,14.8,12.92,726.0,0.0
2016-07-20,-1.0,0.0,4.3,15.35,15.1,666.0,0.0
2016-07-21,-0.71,-0.71,7.35,18.1,17.03,726.0,0.0
2016-07-22,-0.0,-1.0,10.5,20.0,17.84,696.0,0.0
2016-07-23,1.0,0.0,5.21,17.65,18.06,653.0,0.0
2016-07-24,-0.71,0.71,5.65,16.25,17.98,613.0,0.0
2016-07-25,-0.0,-1.0,10.12,18.55,17.74,570.0,0.0
2016-07-26,-0.0,-1.0,7.33,20.0,17.51,543.0,0.0
2016-07-27,-0.0,-1.0,3.55,18.0,17.66,510.0,0.0
2016-07-28,0.71,0.71,3.3,17.05,18.0,476.0,0.0
2016-07-29,-0.71,0.71,3.15,17.6,18.59,445.0,0.0
2016-07-30,-0.71,0.71,3.13,17.45,19.05,417.0,0.0
2016-07-31,-1.0,0.0,3.6,17.95,19.54,394.0,0.0
2016-08-01,-0.71,0.71,4.91,18.9,19.91,371.0,0.0
2016-08-02,-0.71,-0.71,6.66,19.6,19.87,357.0,0.0
2016-08-03,-0.71,-0.71,6.68,20.65,19.58,346.0,0.0
2016-08-04,-1.0,0.0,6.76,20.7,19.25,336.0,0.0
2016-08-05,-0.0,-1.0,8.64,19.55,18.79,327.0,0.0
2016-08-06,0.71,-0.71,7.07,18.45,18.66,323.0,0.0
2016-08-07,0.71,-0.71,4.86,18.45,18.67,312.0,0.0
2016-08-08,-1.0,0.0,4.82,19.2,18.59,296.0,0.0
2016-08-09,-0.71,-0.71,8.97,20.1,18.53,282.0,0.0
2016-08-10,0.71,0.71,3.66,15.9,18.54,271.0,0.0
2016-08-11,0.0,1.0,5.57,16.6,18.55,298.0,0.0
2016-08-12,1.0,0.0,4.62,16.45,18.44,300.0,0.0
2016-08-13,0.0,1.0,4.93,17.25,18.27,292.0,0.0
2016-08-14,-0.0,-1.0,4.7,16.55,18.2,306.0,0.0
2016-08-15,-0.71,-0.71,4.64,18.45,18.39,304.0,0.0
2016-08-16,-1.0,0.0,4.17,19.2,18.8,297.0,0.0
2016-08-17,-0.0,-1.0,3.96,18.55,19.19,296.0,0.0
2016-08-18,-0.71,-0.71,4.67,19.1,19.23,286.0,0.0
2016-08-19,-0.71,-0.71,3.84,20.2,19.0,275.0,0.0
2016-08-20,0.71,0.71,4.25,19.0,18.65,268.0,0.0
2016-08-21,1.0,0.0,7.23,14.6,18.09,274.0,0.0
2016-08-22,-0.0,-1.0,7.25,17.0,17.75,267.0,0.0
2016-08-23,-0.71,-0.71,8.26,18.75,17.7,258.0,0.0
2016-08-24,-0.71,-0.71,6.65,18.95,17.71,248.0,0.0
2016-08-25,-0.0,-1.0,8.7,18.7,17.8,238.0,0.0
2016-08-26,1.0,0.0,4.98,15.65,17.98,227.0,0.0
2016-08-27,-1.0,0.0,5.02,16.65,18.01,220.0,0.0
2016-08-28,-0.71,-0.71,3.8,16.8,17.99,212.0,0.0
2016-08-29,-0.71,0.71,5.82,18.15,18.17,207.0,0.0
2016-08-30,-0.0,-1.0,6.72,18.55,18.34,202.0,0.0
2016-08-31,0.71,-0.71,4.72,17.9,18.25,195.0,0.0
2016-09-01,0.71,0.71,3.87,15.3,18.14,190.0,0.0
2016-09-02,-0.71,-0.71,3.97,16.5,18.1,184.0,0.0
2016-09-03,-1.0,0.0,6.25,17.8,18.15,178.0,0.0
2016-09-04,-0.71,-0.71,6.22,18.5,18.19,172.0,0.0
2016-09-05,-1.0,0.0,8.21,19.0,18.21,175.0,0.0
2016-09-06,-1.0,0.0,4.31,18.65,18.2,189.0,0.0
2016-09-07,0.71,0.71,3.99,17.7,18.2,187.0,0.0
2016-09-08,-0.0,-1.0,7.97,17.65,18.24,194.0,0.0
2016-09-09,-0.71,-0.71,6.67,18.0,18.25,193.0,0.0
2016-09-10,1.0,0.0,5.04,16.0,18.1,196.0,0.0
2016-09-11,-0.0,-1.0,5.55,15.95,17.87,197.0,0.0
2016-09-12,-0.71,-0.71,9.52,18.3,17.78,194.0,0.0
2016-09-13,1.0,0.0,4.48,14.65,17.61,199.0,0.0
2016-09-14,0.71,0.71,2.8,13.6,17.45,194.0,0.0
2016-09-15,-0.71,-0.71,5.07,14.9,17.35,181.0,0.0
2016-09-16,-1.0,0.0,6.56,17.25,17.39,187.0,0.0
2016-09-17,-0.71,-0.71,3.78,16.95,17.48,213.0,0.0
2016-09-18,1.0,0.0,3.28,15.25,17.56,242.0,0.0
2016-09-19,-0.0,-1.0,10.45,18.0,17.54,227.0,0.0
2016-09-20,-0.0,-1.0,11.2,17.85,17.38,213.0,0.0
2016-09-21,-0.0,-1.0,5.12,15.9,17.19,200.0,0.0
2016-09-22,0.71,0.71,3.12,15.45,17.03,195.0,0.0
2016-09-23,0.71,0.71,5.02,14.05,16.95,191.0,0.0
2016-09-24,-0.71,0.71,5.95,15.1,16.84,178.0,0.0
2016-09-25,-0.71,0.71,10.41,15.8,16.69,191.0,0.0
2016-09-26,-0.71,-0.71,10.37,12.9,16.43,225.0,0.0
2016-09-27,0.71,-0.71,10.44,12.3,16.02,246.0,0.0
2016-09-28,0.71,0.71,7.43,13.3,15.75,249.0,0.0
2016-09-29,0.71,0.71,3.61,13.35,15.64,234.0,0.0
2016-09-30,0.71,0.71,3.72,13.35,15.56,216.0,0.0
2016-10-01,0.71,0.71,4.41,14.45,15.56,200.0,0.0
2016-10-02,1.0,0.0,3.15,14.35,15.54,189.0,0.0
2016-10-03,-0.71,0.71,4.08,14.2,15.5,180.0,0.0
2016-10-04,-0.71,0.71,7.17,14.45,15.33,171.0,0.0
2016-10-05,-0.71,0.71,11.78,15.2,15.16,168.0,0.0
2016-10-06,-0.71,-0.71,10.9,12.9,15.0,178.0,0.0
2016-10-07,-0.0,-1.0,9.28,10.9,14.84,221.0,0.0
2016-10-08,-0.0,-1.0,11.8,7.6,14.5,252.0,0.0
2016-10-09,1.0,0.0,4.0,6.75,14.27,244.0,0.0
2016-10-10,-1.0,0.0,10.3,10.7,14.25,227.0,0.0
2016-10-11,-0.71,-0.71,8.12,13.3,14.22,212.0,0.0
2016-10-12,0.71,-0.71,8.13,6.9,13.94,201.0,0.0
2016-10-13,0.71,-0.71,9.4,5.45,13.57,193.0,0.0
2016-10-14,-1.0,0.0,8.91,9.0,13.41,187.0,0.0
2016-10-15,-1.0,0.0,11.24,13.5,13.25,183.0,0.0
2016-10-16,1.0,0.0,6.83,9.25,13.1,177.0,0.0
2016-10-17,0.0,1.0,9.9,9.45,12.99,216.0,0.0
2016-10-18,1.0,0.0,6.54,10.45,12.87,231.0,0.0
2016-10-19,0.71,-0.71,8.21,9.9,12.84,223.0,0.0
2016-10-20,0.71,-0.71,7.67,6.2,12.89,213.0,0.0
2016-10-21,1.0,0.0,3.61,5.45,12.86,204.0,0.0
2016-10-22,-1.0,0.0,6.38,7.25,12.77,195.0,0.0
2016-10-23,1.0,0.0,3.61,8.05,12.66,189.0,0.0
2016-10-24,1.0,0.0,8.88,5.95,12.57,188.0,0.0
2016-10-25,1.0,0.0,5.07,5.1,12.48,186.0,0.0
2016-10-26,0.0,1.0,9.64,4.65,12.43,182.0,0.0
2016-10-27,-1.0,0.0,8.48,6.5,12.28,180.0,0.0
2016-10-28,-0.71,-0.71,8.37,7.9,12.1,182.0,0.0
2016-10-29,1.0,0.0,5.81,7.1,11.89,190.0,0.0
2016-10-30,1.0,0.0,4.04,5.4,11.72,189.0,0.0
2016-10-31,-1.0,0.0,8.8,7.75,11.63,186.0,0.0
2017-06-01,-0.0,-1.0,4.43,7.7,2.25,1640.0,0.0
2017-06-02,0.0,1.0,3.11,6.0,1.99,1440.0,0.0
2017-06-03,0.0,1.0,5.72,5.5,2.07,1300.0,0.0
2017-06-04,0.71,0.71,3.9,5.2,2.39,1210.0,0.0
2017-06-05,-0.0,-1.0,4.34,10.25,2.81,1160.0,0.0
2017-06-06,-0.0,-1.0,5.51,10.85,3.09,1120.0,0.0
2017-06-07,-0.0,-1.0,5.04,10.45,3.15,1050.0,0.0
2017-06-08,0.71,0.71,2.88,8.65,2.64,994.0,0.0
2017-06-09,0.0,1.0,4.62,7.55,2.31,960.0,0.0
2017-06-10,-0.71,0.71,6.99,7.65,2.33,931.0,0.0
2017-06-11,-0.0,-1.0,7.92,10.6,2.44,915.0,0.0
2017-06-12,-0.0,-1.0,6.03,7.9,2.48,895.0,0.0
2017-06-13,0.0,1.0,5.34,11.95,2.59,840.0,0.0
2017-06-14,0.0,1.0,9.79,6.5,2.82,1030.0,0.0
2017-06-15,0.0,1.0,3.66,5.5,3.03,1010.0,0.0
2017-06-16,-0.71,-0.71,4.11,7.45,3.14,971.0,0.0
2017-06-17,-1.0,0.0,3.08,7.55,3.33,920.0,0.0
2017-06-18,-0.0,-1.0,4.44,7.05,3.5,891.0,0.0
2017-06-19,-0.0,-1.0,6.07,9.05,3.56,931.0,0.0
2017-06-20,-0.0,-1.0,7.56,8.15,3.74,889.0,0.0
2017-06-21,-0.0,-1.0,6.55,11.8,3.9,829.0,0.0
2017-06-22,0.0,1.0,4.42,7.5,3.96,773.0,0.0
2017-06-23,-0.0,-1.0,7.18,9.7,4.02,718.0,0.0
2017-06-24,-0.0,-1.0,4.33,10.2,3.99,724.0,0.0
2017-06-25,0.71,0.71,4.05,9.25,3.93,886.0,0.0
2017-06-26,-0.0,-1.0,5.69,10.0,4.02,1680.0,0.0
2017-06-27,-0.0,-1.0,8.02,9.2,3.95,1880.0,0.0
2017-06-28,-0.71,-0.71,5.5,9.25,4.02,1550.0,0.0
2017-06-29,0.0,1.0,8.54,7.35,4.04,1970.0,0.0
2017-06-30,1.0,0.0,5.25,11.5,4.07,1970.0,0.0
2017-07-01,-0.0,-1.0,3.65,10.1,4.08,1860.0,0.0
2017-07-02,-0.0,-1.0,6.31,10.05,4.16,2030.0,0.0
2017-07-03,-0.0,-1.0,5.03,12.1,4.26,1640.0,0.0
2017-07-04,0.0,1.0,3.72,9.2,4.25,1370.0,0.0
2017-07-05,-0.71,-0.71,5.73,12.4,4.21,1230.0,0.0
2017-07-06,-0.0,-1.0,4.16,12.25,4.26,1170.0,0.0
2017-07-07,-0.0,-1.0,5.47,13.75,4.66,1130.0,0.0
2017-07-08,-0.0,-1.0,10.81,12.5,5.47,1050.0,0.0
2017-07-09,-0.0,-1.0,4.48,9.0,7.24,984.0,0.0
2017-07-10,0.0,1.0,3.16,6.75,7.6,949.0,0.0
2017-07-11,0.0,1.0,2.31,7.55,7.87,897.0,0.0
2017-07-12,0.71,0.71,9.05,9.15,7.69,896.0,0.0
2017-07-13,0.71,0.71,7.5,9.65,7.74,1380.0,0.0
2017-07-14,-0.0,-1.0,6.0,11.15,7.6,1610.0,0.0
2017-07-15,-0.0,-1.0,5.97,11.05,8.65,1300.0,0.0
2017-07-16,0.71,0.71,3.63,12.65,9.58,1090.0,0.0
2017-07-17,-1.0,0.0,4.42,10.0,9.82,958.0,0.0
2017-07-18,-0.0,-1.0,5.96,12.0,10.5,880.0,0.0
2017-07-19,-0.0,-1.0,8.26,15.45,10.94,828.0,0.0
2017-07-20,-0.0,-1.0,6.75,15.65,11.26,780.0,0.0
2017-07-21,-0.0,-1.0,6.39,16.75,11.82,729.0,0.0
2017-07-22,0.0,1.0,6.57,11.25,12.22,695.0,0.0
2017-07-23,0.71,0.71,6.64,13.3,12.36,658.0,0.0
2017-07-24,-0.71,-0.71,5.5,13.9,12.41,631.0,0.0
2017-07-25,-1.0,0.0,4.9,13.3,12.48,595.0,0.0
2017-07-26,-0.0,-1.0,9.1,15.8,12.73,571.0,0.0
2017-07-27,-0.0,-1.0,3.84,17.0,13.45,545.0,0.0
2017-07-28,-0.0,-1.0,3.71,15.85,14.49,519.0,0.0
2017-07-29,-1.0,0.0,4.35,15.2,15.25,497.0,0.0
2017-07-30,-0.0,-1.0,6.12,18.45,15.85,476.0,0.0
2017-07-31,0.0,1.0,3.45,16.4,16.13,464.0,0.0
2017-08-01,-0.0,-1.0,6.3,18.15,16.26,447.0,0.0
2017-08-02,0.71,0.71,3.45,15.35,16.32,429.0,0.0
2017-08-03,-1.0,0.0,4.01,14.25,16.47,413.0,0.0
2017-08-04,1.0,0.0,4.08,14.5,16.52,408.0,0.0
2017-08-05,-0.0,-1.0,5.18,15.55,16.56,389.0,0.0
2017-08-06,0.71,0.71,4.44,14.4,16.65,372.0,0.0
2017-08-07,-0.0,-1.0,7.85,15.35,16.71,359.0,0.0
2017-08-08,-0.0,-1.0,5.92,16.85,16.65,345.0,0.0
2017-08-09,-0.71,-0.71,3.05,15.0,16.51,334.0,0.0
2017-08-10,0.0,1.0,5.3,14.3,16.32,329.0,0.0
2017-08-11,1.0,0.0,3.6,16.0,16.18,322.0,0.0
2017-08-12,-0.0,-1.0,6.98,15.45,16.22,319.0,0.0
2017-08-13,-0.0,-1.0,6.4,17.55,16.35,307.0,0.0
2017-08-14,-0.71,-0.71,5.68,17.4,16.54,296.0,0.0
2017-08-15,0.71,0.71,4.26,15.5,16.74,291.0,0.0
2017-08-16,0.0,1.0,3.7,14.6,16.8,280.0,0.0
2017-08-17,0.0,1.0,8.4,15.05,16.62,278.0,0.0
2017-08-18,1.0,0.0,5.6,15.15,16.27,283.0,0.0
2017-08-19,-0.0,-1.0,5.77,16.3,16.06,286.0,0.0
2017-08-20,-0.71,-0.71,6.86,16.4,16.06,279.0,0.0
2017-08-21,-0.0,-1.0,5.85,17.1,16.06,272.0,0.0
2017-08-22,0.71,-0.71,6.07,15.05,15.88,268.0,0.0
2017-08-23,1.0,0.0,8.18,13.65,15.69,261.0,0.0
2017-08-24,1.0,0.0,2.86,14.2,15.71,253.0,0.0
2017-08-25,-1.0,0.0,3.17,14.4,15.78,244.0,0.0
2017-08-26,-0.71,0.71,5.15,14.45,15.81,235.0,0.0
2017-08-27,-0.71,0.71,10.5,14.2,15.84,269.0,0.0
2017-08-28,-0.71,0.71,4.95,14.0,15.93,257.0,0.0
2017-08-29,-0.0,-1.0,4.01,13.85,16.01,246.0,0.0
2017-08-30,1.0,0.0,5.12,14.9,16.04,235.0,0.0
2017-08-31,0.0,1.0,3.22,12.5,16.01,227.0,0.0
2017-09-01,-1.0,0.0,5.49,12.7,15.95,219.0,0.0
2017-09-02,-1.0,0.0,8.59,14.1,15.77,231.0,0.0
2017-09-03,-0.0,-1.0,4.95,15.45,15.54,242.0,0.0
2017-09-04,-0.0,-1.0,7.35,14.5,15.44,363.0,0.0
2017-09-05,0.71,-0.71,8.62,12.15,15.3,308.0,0.0
2017-09-06,1.0,0.0,4.45,11.55,15.26,289.0,0.0
2017-09-07,0.71,0.71,2.3,11.2,15.33,277.0,0.0
2017-09-08,1.0,0.0,2.85,12.4,15.2,272.0,0.0
2017-09-09,-1.0,0.0,4.56,12.8,15.11,256.0,0.0
2017-09-10,-1.0,0.0,7.21,13.45,15.09,242.0,0.0
2017-09-11,-0.71,-0.71,8.54,15.2,15.12,232.0,0.0
2017-09-12,-0.0,-1.0,6.84,16.65,15.13,223.0,0.0
2017-09-13,-0.71,-0.71,3.56,15.85,15.1,215.0,0.0
2017-09-14,0.0,1.0,6.3,14.7,14.99,211.0,0.0
2017-09-15,0.71,0.71,5.01,12.7,14.78,265.0,0.0
2017-09-16,0.71,0.71,7.89,13.25,14.49,288.0,0.0
2017-09-17,-0.0,-1.0,7.13,13.1,14.31,343.0,0.0
2017-09-18,0.71,-0.71,6.09,12.35,14.35,313.0,0.0
2017-09-19,-0.71,0.71,6.36,13.1,14.44,297.0,0.0
2017-09-20,-0.71,0.71,9.75,14.3,14.48,305.0,0.0
2017-09-21,0.0,1.0,3.23,13.4,14.43,316.0,0.0
2017-09-22,-0.71,0.71,5.3,14.75,14.4,355.0,0.0
2017-09-23,-0.71,0.71,6.62,16.1,14.34,370.0,0.0
2017-09-24,-1.0,0.0,4.15,16.15,14.33,377.0,0.0
2017-09-25,1.0,0.0,6.34,17.2,14.37,355.0,0.0
2017-09-26,0.71,0.71,5.5,11.3,14.03,499.0,0.0
2017-09-27,0.71,-0.71,7.1,10.1,13.85,628.0,0.0
2017-09-28,-0.0,-1.0,4.93,12.25,13.66,537.0,0.0
2017-09-29,1.0,0.0,3.7,10.95,13.57,469.0,0.0
2017-09-30,-1.0,0.0,4.32,10.9,13.51,411.0,0.0
2017-10-01,-1.0,0.0,7.68,12.8,13.52,370.0,0.0
2017-10-02,-0.71,0.71,8.55,13.35,13.51,349.0,0.0
2017-10-03,-1.0,0.0,6.87,14.85,13.48,1630.0,0.0
2017-10-04,-0.0,-1.0,8.59,12.45,13.47,1510.0,0.0
2017-10-05,-0.0,-1.0,10.74,12.0,13.58,1040.0,0.0
2017-10-06,0.71,-0.71,3.8,10.65,13.68,829.0,0.0
2017-10-07,0.0,1.0,4.11,11.9,13.59,698.0,0.0
2017-10-08,-0.0,-1.0,7.62,13.3,13.45,615.0,0.0
2017-10-09,-0.0,-1.0,6.76,11.35,13.39,551.0,0.0
2017-10-10,0.71,-0.71,8.08,8.05,13.41,497.0,0.0
2017-10-11,-0.71,0.71,4.79,10.2,13.3,456.0,0.0
2017-10-12,-1.0,0.0,8.79,11.85,13.18,425.0,0.0
2017-10-13,-0.0,-1.0,9.81,12.7,12.97,403.0,0.0
2017-10-14,0.71,-0.71,7.02,9.25,12.78,383.0,0.0
2017-10-15,1.0,0.0,5.8,7.5,12.54,373.0,0.0
2017-10-16,-0.0,-1.0,7.92,8.95,12.32,363.0,0.0
2017-10-17,-0.0,-1.0,10.25,11.95,12.34,350.0,0.0
2017-10-18,-1.0,0.0,9.79,12.7,12.34,335.0,0.0
2017-10-19,-0.0,-1.0,14.21,11.75,12.18,317.0,0.0
2017-10-20,-1.0,0.0,4.82,12.25,11.97,308.0,0.0
2017-10-21,-1.0,0.0,6.68,14.1,11.81,296.0,0.0
2017-10-22,-0.71,-0.71,9.14,13.3,11.7,286.0,0.0
2017-10-23,-1.0,0.0,8.28,10.95,11.46,280.0,0.0
2017-10-24,1.0,0.0,9.99,6.85,11.53,273.0,0.0
2017-10-25,1.0,0.0,7.39,1.0,11.65,270.0,0.0
2017-10-26,-0.71,0.71,9.4,4.0,11.73,459.0,0.0
2017-10-27,0.71,0.71,14.44,2.65,11.77,943.0,0.0
2017-10-28,1.0,0.0,8.06,0.25,11.77,683.0,0.0
2017-10-29,-1.0,0.0,6.22,1.3,11.68,589.0,0.0
2017-10-30,0.71,-0.71,6.25,3.45,11.56,545.0,0.0
2017-10-31,0.71,-0.71,8.05,0.0,11.15,541.0,0.0
2019-06-01,,,,,2.75,1020.0,0.0
2019-06-02,,,,,2.77,963.0,0.0
2019-06-03,,,,,2.41,914.0,0.0
2019-06-04,,,,,2.32,1800.0,0.0
