YY,MM,DD,WDIR,WSPD,ATMP,WTMP ,DISC 
2021,6,28,1.0,1.71,17.15,17.64,140
2021,6,29,7.0,1.84,19.0,18.34,139
2021,6,30,4.0,2.68,21.6,18.77,137
2021,7,1,1.0,6.15,15.4,18.65,134
2021,7,2,3.0,2.0,13.15,18.25,133
2021,7,3,4.0,3.61,24.95,18.27,132
2021,7,4,4.0,4.44,24.95,18.49,131
2021,7,5,6.0,3.61,27.0,19.03,129
2021,7,6,1.0,2.81,18.85,19.51,138
2021,7,7,1.0,4.77,12.6,18.86,145
2021,7,8,3.0,2.58,9.4,17.87,137
2021,7,9,0.0,1.68,14.6,17.4,132
2021,7,10,0.0,1.39,17.45,17.69,129
2021,7,11,3.0,2.01,19.5,18.16,128
2021,7,12,1.0,2.21,18.35,18.45,125
2021,7,13,3.0,2.49,20.75,18.78,125
2021,7,14,1.0,3.52,19.4,19.0,127
2021,7,15,1.0,2.51,17.0,18.61,127
2021,7,16,3.0,1.91,19.7,18.88,125
2021,7,17,0.0,1.52,18.9,19.15,124
2021,7,18,4.0,1.48,20.7,19.25,124
2021,7,19,4.0,2.73,24.3,19.33,124
2021,7,20,1.0,3.08,19.6,19.66,124
2021,7,21,1.0,2.79,16.3,19.48,125
2021,7,22,1.0,3.13,17.8,19.04,128
2021,7,23,1.0,3.97,16.8,18.81,128
2021,7,24,6.0,3.65,20.4,19.39,146
2021,7,25,6.0,3.82,22.7,19.7,145
2021,7,26,3.0,2.63,22.2,20.09,141
2021,7,27,1.0,4.26,19.9,20.29,167
2021,7,28,1.0,2.08,20.1,20.27,142
2021,7,29,4.0,1.82,20.5,20.3,136
2021,7,30,3.0,1.91,19.3,20.4,132
2021,7,31,6.0,3.29,21.5,20.39,131
2021,8,1,0.0,4.27,20.1,20.45,127
2021,8,2,3.0,1.89,18.3,20.5,128
2021,8,3,4.0,2.87,21.3,20.57,127
2021,8,4,4.0,3.25,24.1,20.67,127
2021,8,5,4.0,4.24,22.2,20.79,129
2021,8,6,4.0,3.18,21.2,21.02,128
2021,8,7,1.0,3.92,18.7,20.9,129
2021,8,8,1.0,4.44,12.6,20.46,131
2021,8,9,0.0,2.11,17.2,20.1,131
2021,8,10,1.0,2.15,18.4,20.19,130
2021,8,11,4.0,4.05,21.8,20.2,130
2021,8,12,6.0,4.86,21.6,20.25,127
2021,8,13,6.0,3.25,17.5,20.28,126
2021,8,14,4.0,2.23,17.9,20.41,126
2021,8,15,4.0,5.19,24.1,20.57,128
2021,8,16,4.0,5.37,23.8,20.71,125
2021,8,17,4.0,5.33,23.0,20.94,124
2021,8,18,4.0,3.62,24.8,21.36,127
2021,8,19,4.0,2.68,24.7,21.48,124
2021,8,20,4.0,3.64,26.6,21.44,124
2021,8,21,6.0,6.22,21.7,20.88,125
2021,8,22,3.0,3.12,17.4,20.34,125
2021,8,23,6.0,3.83,20.6,20.07,125
2021,8,24,1.0,3.92,18.0,19.79,125
2021,8,25,6.0,2.99,18.5,19.46,125
2021,8,26,1.0,3.03,18.3,19.16,125
2021,8,27,1.0,3.65,12.5,18.69,127
2021,8,28,1.0,4.02,12.4,17.98,144
2021,8,29,6.0,4.4,19.4,17.53,185
2021,8,30,6.0,3.09,18.3,17.5,155
2021,8,31,1.0,3.75,17.8,17.62,145
2021,9,1,1.0,3.23,15.9,17.66,137
2021,9,2,3.0,2.02,15.2,17.64,132
2021,9,3,3.0,2.13,17.6,17.57,131
2021,9,4,5.0,2.29,15.8,17.51,131
2021,9,5,6.0,4.34,16.7,17.43,132
2021,9,6,0.0,2.53,16.6,17.51,130
2021,9,7,6.0,4.65,18.6,17.54,136
2021,9,8,6.0,4.92,16.8,17.5,134
2021,9,9,4.0,2.23,15.6,17.53,132
2021,9,10,3.0,2.05,15.5,17.57,131
2021,9,11,4.0,3.57,19.5,17.63,130
2021,9,12,7.0,3.5,17.6,17.66,128
2021,9,13,1.0,3.24,13.9,17.57,128
2021,9,14,6.0,4.74,16.2,17.54,157
2021,9,15,4.0,2.44,15.0,17.54,149
2021,9,16,4.0,6.17,20.3,17.66,144
2021,9,17,6.0,5.42,18.8,17.63,159
2021,9,18,3.0,2.74,14.0,17.61,152
2021,9,19,4.0,5.27,21.3,17.87,148
2021,9,20,4.0,5.66,23.9,18.23,206
2021,9,21,7.0,6.88,15.3,17.68,290
2021,9,22,3.0,2.17,14.6,17.43,274
2021,9,23,3.0,1.62,13.0,17.35,238
2021,9,24,4.0,2.68,11.7,17.23,216
2021,9,25,5.0,4.82,12.4,16.94,202
2021,9,26,4.0,3.42,15.6,16.62,184
2021,9,27,1.0,4.03,14.6,16.26,173
2021,9,28,3.0,2.53,11.4,15.9,162
2021,9,29,3.0,3.25,12.2,15.56,155
2021,9,30,0.0,2.13,11.6,15.48,151
2021,10,1,7.0,0.65,12.8,15.58,148
2021,10,2,3.0,1.42,16.3,15.65,151
2021,10,3,1.0,4.1,14.6,15.65,158
2021,10,4,0.0,1.58,14.6,15.62,160
2021,10,5,3.0,1.57,12.8,15.41,156
2021,10,6,1.0,2.19,14.4,15.0,151
2021,10,7,1.0,3.65,14.3,14.59,146
2021,10,8,1.0,2.67,14.1,14.59,146
2021,10,9,1.0,3.42,14.6,14.81,158
2021,10,10,3.0,2.98,17.9,15.09,157
2021,10,11,5.0,3.35,14.2,14.62,152
2021,10,12,6.0,1.61,14.9,14.01,149
2021,10,13,2.0,2.26,15.0,13.66,148
2021,10,14,5.0,5.09,12.1,13.53,144
2021,10,15,5.0,4.17,9.9,13.44,142
2021,10,16,6.0,5.39,9.1,13.36,140
2021,10,17,4.0,3.62,11.3,13.37,139
2021,10,18,3.0,2.91,9.1,13.43,138
2021,10,19,4.0,1.56,13.0,13.5,137
2021,10,20,1.0,6.63,9.9,13.41,136
2021,10,21,1.0,5.94,6.2,13.22,138
2021,10,22,0.0,3.11,5.0,12.87,137
2021,10,23,4.0,2.12,5.1,12.57,137
2021,10,24,1.0,4.26,7.15,12.51,135
2021,10,25,1.0,4.22,6.6,12.42,134
2021,10,26,2.0,2.13,5.3,12.15,134
2021,10,27,2.0,2.32,5.9,11.69,136
2021,10,28,1.0,2.37,9.7,11.32,140
2021,10,29,0.0,4.72,10.2,11.14,141
2021,10,30,3.0,1.71,5.1,11.04,139
2021,10,31,7.0,8.46,6.9,11.0,138
2022,6,1,6.0,5.35,11.6,4.68,214
2022,6,2,4.0,4.48,15.0,6.19,200
2022,6,3,6.0,4.94,12.4,8.26,186
2022,6,4,6.0,2.71,12.9,8.13,176
2022,6,5,0.0,3.23,7.5,7.43,171
2022,6,6,1.0,4.47,7.9,6.76,166
2022,6,7,1.0,2.27,8.3,6.47,162
2022,6,8,6.0,2.32,11.1,5.81,159
2022,6,9,6.0,2.34,13.7,5.35,155
2022,6,10,6.0,2.37,16.0,5.4,151
2022,6,11,4.0,3.77,14.5,5.24,151
2022,6,12,1.0,4.94,7.1,5.2,150
2022,6,13,1.0,5.63,5.8,5.55,147
2022,6,14,1.0,7.52,5.6,6.53,146
2022,6,15,4.0,1.65,8.9,7.69,146
2022,6,16,6.0,6.59,17.7,8.48,148
2022,6,17,6.0,4.24,17.2,9.06,141
2022,6,18,1.0,3.81,8.6,7.81,139
2022,6,19,1.0,4.23,7.2,6.6,139
2022,6,20,7.0,2.29,8.4,7.59,138
2022,6,21,6.0,5.43,24.4,9.91,143
2022,6,22,6.0,5.01,19.5,11.11,138
2022,6,23,4.0,3.83,23.4,10.5,133
2022,6,24,4.0,3.42,22.3,9.18,135
2022,6,25,1.0,4.11,15.65,8.24,138
2022,6,26,6.0,6.66,15.3,8.07,136
2022,6,27,4.0,2.27,13.1,8.57,131
2022,6,28,4.0,3.52,19.3,8.54,130
2022,6,29,3.0,2.43,12.3,8.16,129
2022,6,30,6.0,4.55,16.1,7.5,128
2022,7,1,6.0,3.97,16.3,6.6,126
2022,7,2,6.0,2.69,17.2,6.18,124
2022,7,3,3.0,2.45,13.2,6.37,125
2022,7,4,1.0,4.42,9.8,6.91,138
2022,7,5,0.0,3.09,8.4,7.25,140
2022,7,6,1.0,6.07,8.65,7.35,134
2022,7,7,1.0,2.16,10.0,7.29,130
2022,7,8,1.0,7.14,9.8,7.27,127
2022,7,9,1.0,2.59,9.8,7.46,125
2022,7,10,0.0,2.3,12.25,7.91,126
2022,7,11,4.0,3.64,19.7,8.92,132
2022,7,12,6.0,4.32,17.3,9.62,136
2022,7,13,0.0,2.69,11.2,9.87,137
2022,7,14,1.0,3.84,13.3,10.17,132
2022,7,15,1.0,2.52,12.5,10.95,131
2022,7,16,6.0,1.38,15.4,12.45,130
2022,7,17,0.0,1.61,14.9,14.07,128
2022,7,18,1.0,2.06,17.8,15.47,133
2022,7,19,4.0,3.86,26.1,16.36,128
2022,7,20,6.0,3.62,18.4,16.72,127
2022,7,21,6.0,5.27,21.7,16.94,125
2022,7,22,5.0,4.24,22.1,17.15,124
2022,7,23,3.0,2.19,19.4,17.34,123
2022,7,24,6.0,4.24,18.5,17.6,123
2022,7,25,6.0,3.72,17.3,17.33,122
2022,7,26,4.0,3.7,19.9,17.19,121
2022,7,27,4.0,3.15,18.0,17.35,122
2022,7,28,6.0,5.05,16.9,17.41,122
2022,7,29,6.0,3.29,17.2,17.43,122
2022,7,30,3.0,2.12,19.5,17.36,120
2022,7,31,4.0,5.01,25.3,17.47,120
2022,8,1,6.0,4.24,19.0,17.6,124
2022,8,2,3.0,3.26,17.4,17.5,121
2022,8,3,6.0,4.27,21.0,17.5,120
2022,8,4,4.0,1.96,17.8,17.67,118
2022,8,5,3.0,2.81,19.2,17.55,117
2022,8,6,4.0,3.02,22.5,17.08,116
2022,8,7,1.0,5.0,16.5,16.61,117
2022,8,8,6.0,2.74,10.7,16.02,124
2022,8,9,3.0,3.17,18.1,15.36,121
2022,8,10,6.0,2.55,21.3,16.13,117
2022,8,11,1.0,2.97,16.6,16.32,114
2022,8,12,3.0,1.92,16.1,16.01,115
2022,8,13,1.0,2.81,15.9,15.71,116
2022,8,14,1.0,2.51,14.0,15.33,117
2022,8,15,1.0,3.27,14.4,15.75,115
2022,8,16,1.0,3.07,14.1,16.1,115
2022,8,17,6.0,2.09,16.75,16.81,118
2022,8,18,4.0,2.3,19.9,17.41,120
2022,8,19,3.0,2.81,19.4,17.65,120
2022,8,20,1.0,4.66,16.8,17.51,121
2022,8,21,4.0,1.67,15.1,17.4,119
2022,8,22,3.0,1.69,18.9,17.75,117
2022,8,23,6.0,1.87,19.7,18.32,117
2022,8,24,1.0,3.91,18.9,18.48,122
2022,8,25,1.0,4.3,15.6,17.49,123
2022,8,26,6.0,2.24,15.3,17.2,118
2022,8,27,4.0,3.64,19.6,17.7,121
2022,8,28,4.0,5.5,22.3,18.16,121
2022,8,29,6.0,4.04,20.8,18.35,121
2022,8,30,6.0,6.46,19.3,18.47,119
2022,8,31,6.0,3.57,20.7,18.62,117
2022,9,1,3.0,1.54,20.0,18.79,117
2022,9,2,4.0,4.94,23.7,18.91,117
2022,9,3,1.0,6.56,17.7,18.52,116
2022,9,4,1.0,3.87,12.1,18.0,116
2022,9,5,1.0,3.18,10.9,17.68,115
2022,9,6,1.0,2.1,11.2,17.16,115
2022,9,7,4.0,1.88,15.1,16.79,115
2022,9,8,4.0,3.71,18.0,16.98,115
2022,9,9,1.0,4.05,16.9,17.18,136
2022,9,10,4.0,1.39,14.4,17.3,141
2022,9,11,3.0,1.56,13.1,17.42,129
2022,9,12,3.0,1.58,12.9,17.46,121
2022,9,13,3.0,2.39,14.7,17.28,118
2022,9,14,1.0,3.58,15.6,16.96,116
2022,9,15,1.0,2.86,13.2,16.81,116
2022,9,16,1.0,5.16,10.6,16.57,118
2022,9,17,1.0,1.95,13.8,16.19,146
2022,9,18,6.0,3.27,16.3,15.8,177
2022,9,19,4.0,3.02,16.1,15.67,154
2022,9,20,3.0,1.51,18.1,15.92,146
2022,9,21,6.0,7.03,15.4,15.97,141
2022,9,22,7.0,5.05,12.1,15.69,131
2022,9,23,3.0,2.75,10.2,15.51,125
2022,9,24,3.0,1.98,11.6,15.2,131
2022,9,25,6.0,4.54,12.6,14.88,133
2022,9,26,7.0,8.65,12.1,14.76,131
2022,9,27,0.0,6.32,9.6,14.56,126
2022,9,28,3.0,2.23,4.5,14.35,123
2022,9,29,4.0,3.58,8.5,14.3,122
2022,9,30,4.0,3.29,13.0,14.22,121
2022,10,1,1.0,4.42,12.3,14.17,120
2022,10,2,1.0,3.62,11.6,14.14,121
2022,10,3,4.0,1.78,11.9,14.16,122
2022,10,4,4.0,2.09,15.8,14.26,121
2022,10,5,4.0,2.31,15.1,14.22,121
2022,10,6,0.0,7.57,11.8,14.07,122
2022,10,7,0.0,6.16,5.3,13.65,123
2022,10,8,4.0,4.57,3.5,13.23,122
2022,10,9,3.0,3.3,10.3,13.08,122
2022,10,10,3.0,2.46,5.2,12.96,122
2022,10,11,4.0,4.13,13.1,13.02,122
2022,10,12,6.0,6.77,12.7,13.22,128
2022,10,13,6.0,7.39,6.6,13.19,128
2022,10,14,4.0,3.83,2.0,13.02,125
2022,10,15,4.0,4.41,1.4,12.74,128
2022,10,16,7.0,9.51,6.7,12.32,129
2022,10,17,0.0,10.83,2.2,11.78,128
2022,10,18,0.0,6.79,0.6,11.42,126
2022,10,19,0.0,5.45,2.9,11.18,124
2022,10,20,6.0,2.79,6.65,11.06,124
2022,10,21,4.0,4.11,12.4,11.06,123
2022,10,22,3.0,3.5,8.5,10.99,122
2022,10,23,1.0,4.02,9.9,11.01,122
2022,10,24,4.0,6.16,19.6,10.85,124
2022,10,25,5.0,4.76,6.9,10.57,123
2022,10,26,7.0,6.43,5.4,10.35,122
2022,10,27,3.0,1.36,1.5,10.26,121
2022,10,28,4.0,5.55,10.4,10.3,121
2022,10,29,4.0,4.43,12.1,10.28,122
2022,10,30,4.0,2.87,11.9,10.31,122
2022,10,31,3.0,2.12,5.0,10.38,122
2023,6,1,0.0,1.65,7.4,2.79,158
2023,6,2,0.0,3.25,6.5,3.08,167
2023,6,3,7.0,1.78,6.7,3.38,163
2023,6,4,0.0,0.99,9.1,3.66,155
2023,6,5,1.0,4.35,8.1,3.84,149
2023,6,6,1.0,6.31,6.4,3.99,146
2023,6,7,1.0,5.77,6.6,4.05,143
2023,6,8,1.0,2.95,6.9,4.03,140
2023,6,9,6.0,1.69,9.1,3.8,139
2023,6,10,1.0,3.72,11.8,3.85,137
2023,6,11,0.0,2.85,6.5,4.19,136
2023,6,12,0.0,2.18,8.6,4.48,135
2023,6,13,4.0,1.37,13.65,4.64,133
2023,6,14,0.0,1.48,12.5,4.65,132
2023,6,15,1.0,4.2,9.4,4.73,132
2023,6,16,0.0,2.47,8.4,5.31,132
2023,6,17,0.0,1.81,9.7,5.68,130
2023,6,18,1.0,3.82,8.0,6.0,129
2023,6,19,1.0,3.31,7.7,6.53,127
2023,6,20,1.0,4.16,8.0,7.79,126
2023,6,21,1.0,2.53,9.0,8.55,124
2023,6,22,0.0,1.15,10.6,8.34,123
2023,6,23,0.0,2.19,14.3,7.97,123
2023,6,24,1.0,4.17,12.7,7.73,127
2023,6,25,1.0,5.55,8.1,7.71,138
2023,6,26,6.0,1.4,12.8,8.4,136
2023,6,27,1.0,2.67,12.6,9.06,129
2023,6,28,1.0,3.7,9.85,9.25,130
2023,6,29,1.0,2.72,15.7,10.66,134
2023,6,30,6.0,2.79,18.7,12.72,130
2023,7,1,4.0,2.74,18.4,14.63,126
2023,7,2,1.0,2.35,13.8,15.36,122
2023,7,3,1.0,2.5,16.6,15.68,123
2023,7,4,3.0,1.33,17.2,15.88,123
2023,7,5,6.0,3.11,18.1,16.1,123
2023,7,6,7.0,2.07,15.2,16.4,120
2023,7,7,5.0,2.68,19.3,16.7,119
2023,7,8,1.0,4.03,17.7,17.01,118
2023,7,9,4.0,3.84,17.5,17.29,117
2023,7,10,6.0,3.4,19.0,17.44,117
2023,7,11,6.0,4.28,16.7,17.11,116
2023,7,12,4.0,2.1,16.9,17.36,116
2023,7,13,1.0,1.59,17.4,17.71,116
2023,7,14,4.0,2.24,20.4,17.8,118
2023,7,15,6.0,3.01,19.2,18.06,116
2023,7,16,6.0,3.88,17.6,17.99,116
2023,7,17,6.0,4.9,16.7,17.94,116
2023,7,18,7.0,2.8,16.7,17.65,117
2023,7,19,1.0,3.17,15.7,17.21,117
2023,7,20,6.0,2.38,13.7,16.79,121
2023,7,21,4.0,2.35,17.9,16.97,119
2023,7,22,6.0,2.41,19.3,17.33,116
2023,7,23,6.0,2.53,19.5,17.63,115
2023,7,24,0.0,2.26,18.0,17.86,120
2023,7,25,1.0,2.14,16.9,17.68,118
2023,7,26,1.0,3.24,18.1,17.78,116
2023,7,27,1.0,2.55,16.9,18.04,123
2023,7,28,1.0,3.68,15.7,18.17,134
2023,7,29,6.0,2.3,14.1,18.36,122
2023,7,30,6.0,2.68,17.7,18.47,115
2023,7,31,6.0,1.82,17.9,18.83,112
2023,8,1,3.0,2.16,19.2,19.44,115
2023,8,2,6.0,1.93,19.1,20.21,115
2023,8,3,4.0,1.87,22.4,20.96,116
2023,8,4,1.0,4.59,19.6,20.97,114
2023,8,5,1.0,3.9,15.1,20.61,112
2023,8,6,1.0,1.85,13.6,19.97,111
2023,8,7,6.0,2.45,17.2,19.53,114
2023,8,8,6.0,2.6,20.1,19.45,113
2023,8,9,4.0,2.57,18.8,19.51,115
2023,8,10,7.0,2.74,18.8,19.44,113
2023,8,11,1.0,3.27,17.3,19.17,117
2023,8,12,1.0,3.73,17.1,18.87,118
2023,8,13,1.0,3.43,17.0,18.63,117
2023,8,14,1.0,4.11,16.0,18.2,116
2023,8,15,3.0,3.02,15.5,18.05,115
2023,8,16,4.0,5.96,24.2,18.57,128
2023,8,17,6.0,6.63,18.8,18.8,164
2023,8,18,4.0,2.92,18.9,19.04,138
2023,8,19,4.0,3.23,21.0,19.38,127
2023,8,20,6.0,2.56,21.9,19.59,122
2023,8,21,1.0,3.77,18.4,19.42,122
2023,8,22,1.0,4.49,16.1,18.99,129
2023,8,23,1.0,5.21,10.7,18.4,125
2023,8,24,1.0,3.17,14.9,17.87,125
2023,8,25,6.0,2.37,18.2,17.6,126
2023,8,26,1.0,6.15,16.5,17.41,132
2023,8,27,3.0,2.26,13.3,17.2,128
2023,8,28,3.0,1.51,16.3,17.44,124
2023,8,29,4.0,2.87,17.3,17.65,122
2023,8,30,3.0,1.52,15.4,17.66,122
2023,8,31,3.0,2.06,16.5,17.68,121
2023,9,1,4.0,5.45,21.2,17.75,120
2023,9,2,4.0,3.02,24.4,17.73,119
2023,9,3,4.0,2.89,25.6,17.85,119
2023,9,4,1.0,3.24,21.2,18.26,119
2023,9,5,4.0,4.09,25.5,18.67,126
2023,9,6,0.0,5.49,18.6,18.3,202
2023,9,7,1.0,5.32,13.6,17.82,175
2023,9,8,3.0,2.03,13.1,17.65,161
2023,9,9,3.0,2.56,13.8,17.79,154
2023,9,10,0.0,1.98,15.6,17.86,151
2023,9,11,3.0,1.94,15.4,17.71,145
2023,9,12,2.0,3.67,12.9,17.54,151
2023,9,13,3.0,2.36,10.9,17.32,150
2023,9,14,3.0,3.12,11.0,17.21,145
2023,9,15,4.0,3.77,16.9,17.23,158
2023,9,16,4.0,2.25,15.1,17.23,154
2023,9,17,3.0,2.38,13.1,17.23,150
2023,9,18,3.0,1.88,13.3,17.24,146
2023,9,19,1.0,3.22,14.3,17.31,143
2023,9,20,1.0,2.75,18.2,17.59,141
2023,9,21,4.0,1.58,17.2,17.76,139
2023,9,22,1.0,3.73,16.9,17.61,138
2023,9,23,2.0,3.01,16.9,17.47,147
2023,9,24,1.0,2.7,16.5,17.29,254
2023,9,25,1.0,3.08,16.3,17.11,301
2023,9,26,1.0,5.92,16.5,17.0,262
2023,9,27,1.0,2.73,16.4,16.82,234
2023,9,28,3.0,1.62,16.9,16.55,215
2023,9,29,3.0,2.52,16.6,16.45,200
2023,9,30,1.0,3.16,16.7,16.59,205
2023,10,1,1.0,5.17,16.3,16.85,200
2023,10,2,5.0,1.75,19.4,16.97,194
2023,10,3,4.0,5.49,24.0,16.93,191
2023,10,4,5.0,5.91,20.3,16.84,187
2023,10,5,5.0,4.59,13.6,16.61,180
2023,10,6,7.0,8.89,11.3,16.29,182
2023,10,7,7.0,5.83,9.2,15.89,178
2023,10,8,4.0,2.03,8.3,15.41,172
2023,10,9,7.0,8.14,8.7,15.15,169
2023,10,10,7.0,5.27,9.3,14.98,165
2023,10,11,0.0,2.51,9.9,14.73,162
2023,10,12,3.0,2.87,6.5,14.55,159
2023,10,13,1.0,5.55,9.5,14.28,159
2023,10,14,1.0,6.07,9.3,14.1,161
2023,10,15,0.0,5.94,9.8,14.04,161
2023,10,16,1.0,3.93,8.9,13.86,159
2023,10,17,3.0,1.66,3.5,13.72,155
2023,10,18,1.0,2.03,11.0,13.62,156
2023,10,19,0.0,2.45,10.3,13.46,165
2023,10,20,0.0,3.42,10.4,13.28,166
2023,10,21,3.0,2.02,7.9,13.31,165
2023,10,22,3.0,1.47,7.3,13.4,162
2023,10,23,4.0,2.72,10.0,13.28,161
2023,10,24,4.0,2.22,11.8,13.3,158
2023,10,25,1.0,3.61,10.1,13.02,156
2023,10,26,1.0,4.95,9.2,13.05,167
2023,10,27,1.0,7.11,7.6,13.1,179
2023,10,28,6.0,6.91,1.2,13.05,175
2023,10,29,5.0,5.0,0.5,13.03,168
2023,10,30,6.0,7.02,-0.4,12.65,163
2023,10,31,0.0,7.62,1.0,12.25,161
