YY,MM,DD,WDIR,WSPD,ATMP,WTMP ,DISC 
2016,9,13,6.0,6.46,17.2,18.52,157
2016,9,14,7.0,2.62,15.0,18.34,154
2016,9,15,3.0,2.65,11.8,18.12,152
2016,9,16,4.0,1.88,17.9,17.99,153
2016,9,17,5.0,2.05,16.0,17.84,154
2016,9,18,,,,17.73,152
2016,9,19,5.0,2.62,16.8,17.43,151
2016,9,20,3.0,2.41,12.7,17.14,149
2016,9,21,,,,17.31,151
2016,9,22,,,,17.34,158
2016,9,23,,,,17.1,154
2016,9,24,,,,16.65,152
2016,9,25,,,,15.91,152
2016,9,26,,,,14.87,153
2016,9,27,6.0,10.0,11.6,14.11,152
2016,9,28,1.0,6.1,14.5,13.61,153
2016,9,29,0.0,1.75,12.55,13.41,150
2016,9,30,,,,13.21,149
2016,10,1,,,,12.94,148
2016,10,2,1.0,5.35,14.0,12.83,148
2016,10,3,5.0,0.35,13.35,12.71,147
2016,10,4,,,,12.85,145
2016,10,5,,,,13.2,148
2016,10,6,,,,13.13,149
2016,10,7,,,,13.06,209
2016,10,8,,,,12.92,203
2016,10,9,,,,12.78,194
2016,10,10,,,,12.73,186
2016,10,11,,,,12.68,175
2016,10,12,,,,12.54,167
2016,10,13,,,,12.32,159
2016,10,14,,,,11.99,156
2016,10,15,,,,11.81,155
2016,10,16,,,,11.72,153
2016,10,17,,,,11.29,173
2016,10,18,,,,10.87,171
2016,10,19,,,,10.74,167
2016,10,20,,,,10.79,163
2016,10,21,,,,10.82,161
2016,10,22,,,,10.85,159
2016,10,23,,,,10.54,158
2016,10,24,,,,10.28,157
2016,10,25,,,,10.28,156
2016,10,26,,,,10.3,155
2016,10,27,,,,10.22,157
2016,10,28,,,,10.13,157
2016,10,29,,,,10.0,156
2016,10,30,,,,9.85,156
2016,10,31,,,,9.81,155
2017,6,1,4.0,1.56,7.3,5.63,236
2017,6,2,1.0,3.21,12.8,5.85,226
2017,6,3,1.0,3.64,8.0,6.05,227
2017,6,4,0.0,2.79,7.4,6.28,212
2017,6,5,0.0,3.16,7.5,6.56,200
2017,6,6,0.0,2.05,9.7,6.62,190
2017,6,7,,,,6.5,182
2017,6,8,3.0,1.56,12.3,6.25,176
2017,6,9,0.0,2.94,10.1,6.26,172
2017,6,10,1.0,5.09,8.9,7.42,169
2017,6,11,2.0,3.39,14.25,10.06,167
2017,6,12,1.0,1.15,13.25,11.33,167
2017,6,13,1.0,11.17,10.7,11.45,173
2017,6,14,1.0,3.42,9.4,11.64,178
2017,6,15,6.0,1.92,6.8,12.06,170
2017,6,16,5.0,5.4,21.3,12.48,163
2017,6,17,5.0,3.65,19.2,13.18,161
2017,6,18,0.0,6.1,14.95,13.63,164
2017,6,19,,,,13.75,163
2017,6,20,,,,13.47,160
2017,6,21,1.0,6.83,18.65,13.25,156
2017,6,22,0.0,8.9,12.2,13.39,153
2017,6,23,6.0,7.2,16.7,13.58,151
2017,6,24,,,,13.32,149
2017,6,25,6.0,9.3,14.0,13.0,149
2017,6,26,5.0,3.53,16.4,12.91,149
2017,6,27,5.0,4.3,14.0,12.86,147
2017,6,28,1.0,6.8,15.7,12.46,163
2017,6,29,5.0,2.15,13.5,12.46,222
2017,6,30,,,,12.6,220
2017,7,1,1.0,1.4,14.25,12.63,200
2017,7,2,4.0,2.5,13.15,12.54,171
2017,7,3,,,,12.92,159
2017,7,4,3.0,1.84,12.7,13.64,152
2017,7,5,6.0,2.52,16.6,14.25,163
2017,7,6,6.0,3.94,26.9,14.6,175
2017,7,7,0.0,1.57,16.0,14.86,186
2017,7,8,4.0,3.56,14.4,15.01,179
2017,7,9,5.0,1.85,18.7,15.02,174
2017,7,10,1.0,1.6,14.6,15.13,170
2017,7,11,1.0,2.3,21.5,15.31,163
2017,7,12,1.0,10.6,15.7,15.13,165
2017,7,13,0.0,2.23,9.7,14.77,164
2017,7,14,5.0,1.42,10.85,14.37,159
2017,7,15,6.0,3.84,21.0,14.18,155
2017,7,16,1.0,6.8,14.5,13.92,152
2017,7,17,0.0,3.12,15.15,13.38,150
2017,7,18,3.0,2.43,17.4,13.92,156
2017,7,19,1.0,2.45,20.2,14.61,154
2017,7,20,4.0,2.8,27.4,15.31,151
2017,7,21,1.0,6.1,18.0,16.29,152
2017,7,22,0.0,4.9,15.6,15.94,164
2017,7,23,1.0,3.35,14.0,16.38,157
2017,7,24,0.0,2.25,13.1,16.5,152
2017,7,25,4.0,3.21,21.9,16.44,150
2017,7,26,6.0,2.89,21.4,18.03,155
2017,7,27,4.0,1.63,15.4,18.85,153
2017,7,28,0.0,4.4,19.2,19.3,148
2017,7,29,7.0,2.12,22.65,19.92,144
2017,7,30,4.0,1.95,23.9,20.85,143
2017,7,31,3.0,1.2,20.5,21.27,141
2017,8,1,5.0,2.5,28.7,21.36,140
2017,8,2,1.0,8.94,18.3,21.04,139
2017,8,3,1.0,3.77,14.05,20.4,160
2017,8,4,1.0,3.05,14.9,19.4,185
2017,8,5,6.0,3.26,20.6,18.34,169
2017,8,6,0.0,4.32,18.0,17.84,159
2017,8,7,3.0,1.52,12.9,18.12,151
2017,8,8,5.0,3.89,,18.25,146
2017,8,9,1.0,7.92,19.1,18.04,145
2017,8,10,1.0,6.87,16.8,17.56,167
2017,8,11,,,,17.34,168
2017,8,12,6.0,2.45,24.3,17.72,159
2017,8,13,3.0,2.29,20.05,18.14,152
2017,8,14,1.0,6.2,19.7,18.12,152
2017,8,15,1.0,3.72,19.5,18.06,151
2017,8,16,1.0,2.74,18.1,18.19,150
2017,8,17,1.0,4.83,15.85,18.22,189
2017,8,18,6.0,2.0,21.4,18.19,189
2017,8,19,4.0,3.12,24.4,18.24,172
2017,8,20,6.0,3.68,29.9,18.57,164
2017,8,21,1.0,1.98,22.4,18.6,157
2017,8,22,7.0,5.88,16.5,18.51,153
2017,8,23,7.0,1.78,28.0,18.38,150
2017,8,24,3.0,2.44,23.8,18.25,149
2017,8,25,3.0,3.47,25.8,18.17,147
2017,8,26,3.0,1.9,15.65,18.23,166
2017,8,27,6.0,3.31,18.9,18.38,250
2017,8,28,0.0,2.85,23.2,18.52,228
2017,8,29,3.0,1.01,14.7,18.57,200
2017,8,30,1.0,5.34,25.6,18.54,183
2017,8,31,3.0,1.57,11.9,18.28,173
2017,9,1,4.0,2.32,12.9,18.02,162
2017,9,2,4.0,3.94,17.3,18.1,160
2017,9,3,3.0,2.26,15.1,18.28,158
2017,9,4,7.0,6.67,17.5,18.44,156
2017,9,5,7.0,9.27,16.0,18.03,156
2017,9,6,0.0,3.37,17.5,17.51,154
2017,9,7,1.0,0.8,16.95,17.1,152
2017,9,8,3.0,2.21,10.3,16.84,152
2017,9,9,3.0,2.56,17.1,16.52,150
2017,9,10,4.0,2.11,29.7,16.39,149
2017,9,11,5.0,4.09,19.1,16.8,148
2017,9,12,3.0,1.02,11.9,17.05,147
2017,9,13,,,,17.12,146
2017,9,14,3.0,1.55,22.4,17.13,146
2017,9,15,1.0,7.94,16.45,16.6,146
2017,9,16,1.0,7.81,10.7,16.6,157
2017,9,17,4.0,3.4,15.5,16.69,166
2017,9,18,3.0,1.49,11.4,16.58,160
2017,9,19,3.0,1.18,14.7,16.61,155
2017,9,20,3.0,3.83,18.0,16.71,167
2017,9,21,3.0,2.69,24.05,17.03,164
2017,9,22,4.0,4.86,20.7,16.97,168
2017,9,23,0.0,0.67,33.85,16.7,174
2017,9,24,1.0,2.5,19.5,16.35,172
2017,9,25,6.0,3.31,19.65,16.01,173
2017,9,26,1.0,4.53,15.8,15.82,204
2017,9,27,6.0,10.2,13.9,15.72,200
2017,9,28,3.0,2.08,10.6,15.66,186
2017,9,29,,,,15.62,183
2017,9,30,,,,15.62,172
2017,10,1,3.0,2.74,15.7,15.63,166
2017,10,2,3.0,4.05,16.8,15.66,174
2017,10,3,6.0,5.11,17.2,15.78,545
2017,10,4,6.0,5.26,16.3,15.86,499
2017,10,5,,,,15.75,406
2017,10,6,,,,15.63,373
2017,10,7,4.0,2.76,17.35,15.55,353
2017,10,8,3.0,2.95,12.7,15.46,326
2017,10,9,3.0,2.8,14.6,15.37,292
2017,10,10,3.0,1.81,2.3,15.19,268
2017,10,11,3.0,1.51,2.0,15.09,250
2017,10,12,3.0,2.12,13.1,14.93,236
2017,10,13,4.0,6.2,13.7,14.6,225
2017,10,14,2.0,4.33,2.9,14.31,215
2017,10,15,1.0,7.04,10.8,14.03,250
2017,10,16,4.0,2.88,,13.64,244
2017,10,17,3.0,2.65,,13.44,237
2017,10,18,4.0,5.7,,13.51,226
2017,10,19,1.0,2.05,,13.54,210
2017,10,20,4.0,4.48,,13.6,200
2017,10,21,4.0,6.93,,13.54,196
2017,10,22,5.0,4.46,,13.36,194
2017,10,23,6.0,6.5,,13.2,189
2017,10,24,7.0,10.56,,13.12,190
2017,10,25,7.0,4.86,,12.98,188
2017,10,26,3.0,2.66,,13.03,184
2017,10,27,0.0,12.84,,13.04,225
2017,10,28,0.0,10.65,2.7,12.94,268
2017,10,29,4.0,3.97,1.8,12.67,254
2017,10,30,6.0,6.93,3.35,11.96,246
2017,10,31,7.0,10.46,1.6,10.2,242
2018,6,1,,,,4.32,288
2018,6,2,,,,4.17,292
2018,6,3,,,,4.45,326
2018,6,4,,,,5.74,293
2018,6,5,,,,5.6,266
2018,6,6,,,,4.59,255
2018,6,7,,,,4.03,241
2018,6,8,,,,3.88,229
2018,6,9,,,,4.03,218
2018,6,10,,,,4.16,210
2018,6,11,,,,4.14,203
2018,6,12,,,,4.05,198
2018,6,13,,,,3.96,191
2018,6,14,,,,3.9,182
2018,6,15,,,,3.85,273
2018,6,16,,,,3.86,343
2018,6,17,,,,4.03,964
2018,6,18,,,,4.25,1030
2018,6,19,,,,4.55,860
2018,6,20,,,,4.86,738
2018,6,21,,,,5.07,632
2018,6,22,,,,5.09,561
2018,6,23,,,,4.9,497
2018,6,24,,,,4.67,434
2018,6,25,,,,4.61,381
2018,6,26,,,,5.62,343
2018,6,27,,,,6.83,311
2018,6,28,,,,6.74,281
2018,6,29,,,,6.47,258
2018,6,30,,,,6.36,241
2018,7,1,,,,6.52,274
2018,7,2,,,,6.86,310
2018,7,3,,,,7.78,271
2018,7,4,,,,8.39,245
2018,7,5,,,,8.44,224
2018,7,6,,,,8.76,200
2018,7,7,,,,10.75,187
2018,7,8,,,,11.87,176
2018,7,9,,,,11.95,168
2018,7,10,,,,11.82,162
2018,7,11,,,,12.67,157
2018,7,12,,,,13.36,162
2018,7,13,,,,13.44,160
2018,7,14,,,,15.35,153
2018,7,15,,,,17.46,148
2018,7,16,,,,18.38,143
2018,7,17,,,,18.55,139
2018,7,18,,,,17.76,137
2018,7,19,,,,16.63,134
2018,7,20,,,,16.97,133
2018,7,21,,,,17.92,132
2018,7,22,,,,18.51,130
2018,7,23,,,,18.69,127
2018,7,24,,,,18.65,127
2018,7,25,,,,18.87,131
2018,7,26,,,,19.08,133
2018,7,27,,,,19.22,130
2018,7,28,,,,19.47,129
2018,7,29,,,,19.9,129
2018,7,30,,,,20.35,129
2018,7,31,,,,20.69,135
2018,8,1,,,,20.72,141
2018,8,2,,,,20.33,139
2018,8,3,,,,19.67,140
2018,8,4,,,,18.91,142
2018,8,5,,,,18.17,142
2018,8,6,,,,17.65,138
2018,8,7,,,,17.49,135
2018,8,8,,,,18.05,138
2018,8,9,,,,19.02,138
2018,8,10,,,,19.52,133
2018,8,11,,,,19.78,131
2018,8,12,,,,19.57,130
2018,8,13,,,,19.44,129
2018,8,14,,,,19.61,128
2018,8,15,,,,18.97,128
2018,8,16,,,,17.85,128
2018,8,17,,,,17.5,127
2018,8,18,,,,17.01,127
2018,8,19,,,,17.34,127
2018,8,20,,,,17.48,128
2018,8,21,,,,17.39,128
2018,8,22,,,,17.39,126
2018,8,23,,,,17.79,124
2018,8,24,,,,18.03,187
2018,8,25,,,,18.33,181
2018,8,26,,,,18.59,175
2018,8,27,,,,18.64,353
2018,8,28,,,,17.9,446
2018,8,29,,,,17.19,386
2018,8,30,,,,17.33,341
2018,8,31,,,,17.67,306
2018,9,1,,,,18.01,276
2018,9,2,,,,18.29,248
2018,9,3,,,,18.66,223
2018,9,4,,,,18.69,207
2018,9,5,,,,18.71,242
2018,9,6,,,,18.77,233
2018,9,7,,,,18.79,216
2018,9,8,,,,18.54,199
2018,9,9,,,,18.16,187
2018,9,10,,,,17.95,180
2018,9,11,,,,18.13,176
2018,9,12,,,,18.58,171
2018,9,13,,,,18.69,169
2018,9,14,,,,18.66,166
2018,9,15,,,,18.73,237
2018,9,16,,,,18.91,253
2018,9,17,,,,18.98,246
2018,9,18,,,,18.56,236
2018,9,19,,,,18.17,220
2018,9,20,,,,17.51,212
2018,9,21,,,,16.7,242
2018,9,22,,,,16.3,216
2018,9,23,,,,16.24,205
2018,9,24,,,,16.06,199
2018,9,25,,,,15.77,232
2018,9,26,,,,15.42,218
2018,9,27,,,,15.18,210
2018,9,28,,,,14.89,203
2018,9,29,,,,14.84,189
2018,9,30,,,,14.81,181
2018,10,1,,,,14.83,176
2018,10,2,,,,14.8,176
2018,10,3,,,,14.31,179
2018,10,4,,,,13.72,199
2018,10,5,,,,13.82,204
2018,10,6,,,,13.47,201
2018,10,7,,,,13.03,189
2018,10,8,,,,11.78,197
2018,10,9,,,,11.08,235
2018,10,10,,,,10.84,438
2018,10,11,,,,10.61,468
2018,10,12,,,,10.57,399
2018,10,13,,,,10.64,359
2018,10,14,,,,10.45,329
2018,10,15,,,,10.43,299
2018,10,16,,,,10.43,273
2018,10,17,,,,10.46,254
2018,10,18,,,,10.49,237
2018,10,19,,,,10.49,227
2018,10,20,,,,10.09,222
2018,10,21,,,,9.78,214
2018,10,22,,,,9.64,207
2018,10,23,,,,9.58,201
2018,10,24,,,,9.45,195
2018,10,25,,,,9.46,193
2018,10,26,,,,9.52,192
2018,10,27,,,,9.55,191
2018,10,28,,,,9.56,213
2018,10,29,,,,9.44,213
2018,10,30,,,,9.17,209
2018,10,31,,,,8.92,205
2019,6,1,,,,6.0,235
2019,6,2,,,,6.29,221
2019,6,3,,,,6.48,212
2019,6,4,,,,6.09,249
2019,6,5,,,,5.77,330
2019,6,6,,,,6.19,281
2019,6,7,,,,7.04,252
2019,6,8,,,,6.98,229
2019,6,9,,,,6.63,216
2019,6,10,,,,6.48,212
2019,6,11,,,,6.7,201
2019,6,12,,,,7.12,191
2019,6,13,,,,7.3,184
2019,6,14,,,,7.26,182
2019,6,15,,,,7.18,186
2019,6,16,,,,7.13,179
2019,6,17,,,,7.15,175
2019,6,18,,,,7.34,173
2019,6,19,,,,7.53,170
2019,6,20,,,,7.55,167
2019,6,21,,,,7.25,164
2019,6,22,,,,7.11,163
2019,6,23,,,,7.95,163
2019,6,24,,,,9.9,169
2019,6,25,,,,11.17,170
2019,6,26,,,,12.09,167
2019,6,27,,,,12.03,163
2019,6,28,,,,11.82,165
2019,6,29,,,,11.86,162
2019,6,30,,,,12.09,225
2019,7,1,,,,12.63,245
2019,7,2,,,,13.06,227
2019,7,3,,,,13.47,208
2019,7,4,,,,13.43,196
2019,7,5,,,,13.46,198
2019,7,6,,,,13.51,182
2019,7,7,,,,12.78,174
2019,7,8,,,,12.96,169
2019,7,9,,,,14.07,166
2019,7,10,,,,15.66,167
2019,7,11,,,,16.55,163
2019,7,12,,,,17.98,161
2019,7,13,,,,19.18,158
2019,7,14,,,,19.53,156
2019,7,15,,,,20.01,156
2019,7,16,,,,20.38,155
2019,7,17,,,,19.88,153
2019,7,18,,,,18.96,158
2019,7,19,,,,18.8,165
2019,7,20,,,,18.86,167
2019,7,21,,,,18.86,163
2019,7,22,,,,19.26,158
2019,7,23,,,,19.72,150
2019,7,24,,,,20.13,148
2019,7,25,,,,20.36,147
2019,7,26,,,,20.06,145
2019,7,27,,,,19.93,144
2019,7,28,,,,19.88,146
2019,7,29,,,,19.48,163
2019,7,30,,,,19.16,157
2019,7,31,,,,19.18,151
2019,8,1,,,,19.42,146
2019,8,2,,,,19.58,143
2019,8,3,,,,19.56,143
2019,8,4,,,,19.63,142
2019,8,5,,,,19.74,146
2019,8,6,,,,19.8,147
2019,8,7,,,,19.86,148
2019,8,8,,,,19.85,148
2019,8,9,,,,19.91,144
2019,8,10,,,,20.2,141
2019,8,11,,,,20.31,139
2019,8,12,,,,20.31,138
2019,8,13,,,,20.08,139
2019,8,14,,,,19.66,139
2019,8,15,,,,19.24,138
2019,8,16,,,,19.17,138
2019,8,17,,,,19.18,139
2019,8,18,,,,19.15,148
2019,8,19,,,,19.07,146
2019,8,20,,,,18.98,144
2019,8,21,,,,18.71,143
2019,8,22,,,,18.39,141
2019,8,23,,,,18.08,137
2019,8,24,,,,17.9,137
2019,8,25,,,,17.67,136
2019,8,26,,,,17.24,143
2019,8,27,,,,16.77,154
2019,8,28,,,,16.52,155
2019,8,29,,,,16.49,151
2019,8,30,,,,16.46,146
2019,8,31,,,,16.49,143
2019,9,1,,,,16.28,143
2019,9,2,,,,15.92,143
2019,9,3,,,,15.21,153
2019,9,4,,,,13.76,150
2019,9,5,,,,12.94,154
2019,9,6,,,,12.97,155
2019,9,7,,,,13.59,152
2019,9,8,,,,13.74,150
2019,9,9,,,,13.55,152
2019,9,10,,,,12.94,165
2019,9,11,,,,12.04,163
2019,9,12,,,,11.19,171
2019,9,13,,,,10.58,192
2019,9,14,,,,10.43,180
2019,9,15,,,,11.12,176
2019,9,16,,,,12.03,172
2019,9,17,,,,13.98,167
2019,9,18,,,,16.1,168
2019,9,19,,,,15.82,164
2019,9,20,,,,14.56,161
2019,9,21,,,,13.34,164
2019,9,22,,,,12.84,175
2019,9,23,,,,12.67,172
2019,9,24,,,,12.61,169
2019,9,25,,,,12.52,166
2019,9,26,,,,12.36,161
2019,9,27,,,,12.46,161
2019,9,28,,,,12.58,159
2019,9,29,,,,12.51,157
2019,9,30,,,,12.32,314
2019,10,1,,,,12.08,386
2019,10,2,,,,11.78,303
2019,10,3,,,,11.47,295
2019,10,4,,,,11.16,272
2019,10,5,,,,10.9,263
2019,10,6,,,,10.78,259
2019,10,7,,,,10.88,243
2019,10,8,,,,11.18,231
2019,10,9,,,,11.48,219
2019,10,10,,,,11.58,210
2019,10,11,,,,11.38,214
2019,10,12,,,,10.99,205
2019,10,13,,,,10.58,204
2019,10,14,,,,10.21,200
2019,10,15,,,,10.01,197
2019,10,16,,,,9.9,200
2019,10,17,,,,9.89,197
2019,10,18,,,,9.88,192
2019,10,19,,,,9.82,189
2019,10,20,,,,9.72,183
2019,10,21,,,,9.65,192
2019,10,22,,,,9.51,233
2019,10,23,,,,9.33,227
2019,10,24,,,,9.21,219
2019,10,25,,,,9.16,211
2019,10,26,,,,9.11,204
2019,10,27,,,,9.01,194
2019,10,28,,,,9.0,186
2019,10,29,,,,8.97,180
2019,10,30,,,,8.82,177
2019,10,31,,,,8.71,175
2020,6,1,1.0,3.23,15.05,5.52,200
2020,6,2,6.0,2.5,13.5,5.65,183
2020,6,3,6.0,2.82,19.6,5.98,174
2020,6,4,3.0,2.81,17.2,6.45,170
2020,6,5,6.0,3.14,18.4,6.75,165
2020,6,6,1.0,4.31,13.6,6.8,162
2020,6,7,1.0,5.9,9.9,6.65,161
2020,6,8,1.0,5.54,7.4,6.62,160
2020,6,9,0.0,4.19,7.9,7.21,155
2020,6,10,6.0,4.47,13.1,7.47,158
2020,6,11,6.0,5.0,13.1,7.58,155
2020,6,12,0.0,3.3,9.7,7.67,152
2020,6,13,1.0,4.89,8.7,7.62,148
2020,6,14,0.0,3.84,8.7,7.48,146
2020,6,15,1.0,3.17,11.8,7.6,145
2020,6,16,1.0,3.02,10.8,7.95,144
2020,6,17,4.0,3.73,21.8,8.63,142
2020,6,18,4.0,2.83,23.2,9.63,140
2020,6,19,6.0,3.48,18.2,10.72,139
2020,6,20,1.0,3.06,14.5,11.66,139
2020,6,21,0.0,2.16,13.75,12.21,141
2020,6,22,6.0,2.29,15.2,13.57,139
2020,6,23,7.0,1.58,16.6,15.01,136
2020,6,24,6.0,2.53,17.0,15.35,136
2020,6,25,3.0,2.01,19.1,15.27,134
2020,6,26,4.0,3.77,23.1,15.7,134
2020,6,27,6.0,2.57,20.7,16.63,133
2020,6,28,1.0,4.46,19.3,17.77,132
2020,6,29,1.0,4.3,14.1,17.84,142
2020,6,30,0.0,3.78,13.2,17.88,144
2020,7,1,1.0,2.38,13.25,18.07,141
2020,7,2,0.0,1.14,17.4,18.18,140
2020,7,3,3.0,2.77,22.0,18.44,135
2020,7,4,1.0,1.83,18.8,18.59,134
2020,7,5,0.0,2.6,20.9,19.34,132
2020,7,6,4.0,2.7,20.3,19.71,133
2020,7,7,4.0,1.62,20.1,19.91,138
2020,7,8,3.0,2.12,21.4,19.83,192
2020,7,9,5.0,4.26,20.8,19.31,455
2020,7,10,6.0,3.58,22.6,18.93,266
2020,7,11,4.0,2.15,19.8,19.48,221
2020,7,12,0.0,1.26,19.7,19.99,198
2020,7,13,3.0,2.05,20.8,20.2,179
2020,7,14,3.0,2.53,20.0,19.95,187
2020,7,15,4.0,3.45,20.3,19.69,204
2020,7,16,4.0,4.63,22.9,19.86,182
2020,7,17,1.0,2.31,22.3,20.3,176
2020,7,18,1.0,2.52,24.0,20.9,277
2020,7,19,6.0,5.68,21.2,20.6,441
2020,7,20,0.0,4.42,18.8,20.34,315
2020,7,21,3.0,2.81,16.5,19.93,374
2020,7,22,0.0,6.2,13.0,18.68,407
2020,7,23,1.0,2.34,13.8,16.89,344
2020,7,24,1.0,2.66,15.9,16.96,294
2020,7,25,4.0,3.53,25.65,17.85,268
2020,7,26,6.0,2.73,22.8,18.39,253
2020,7,27,6.0,4.18,20.8,18.49,235
2020,7,28,5.0,3.4,20.7,18.85,219
2020,7,29,4.0,1.82,18.9,19.53,206
2020,7,30,3.0,1.89,19.3,20.07,196
2020,7,31,3.0,1.54,19.8,20.31,190
2020,8,1,3.0,2.24,21.2,20.47,195
2020,8,2,1.0,7.25,17.6,20.26,193
2020,8,3,3.0,1.42,14.8,19.78,182
2020,8,4,1.0,2.35,16.5,19.19,175
2020,8,5,3.0,2.37,17.1,18.8,171
2020,8,6,3.0,2.35,19.7,18.97,168
2020,8,7,4.0,2.91,21.2,19.44,164
2020,8,8,4.0,3.32,24.1,20.05,394
2020,8,9,4.0,1.97,23.1,20.32,416
2020,8,10,6.0,2.92,19.8,20.3,589
2020,8,11,4.0,4.09,20.1,20.39,395
2020,8,12,4.0,2.32,22.6,20.5,322
2020,8,13,3.0,2.55,19.1,20.26,305
2020,8,14,4.0,4.0,24.0,19.84,284
2020,8,15,6.0,4.89,19.2,19.25,271
2020,8,16,6.0,2.49,18.7,19.16,249
2020,8,17,6.0,2.39,18.2,19.28,235
2020,8,18,3.0,1.81,17.2,19.41,222
2020,8,19,4.0,3.26,19.8,19.5,211
2020,8,20,4.0,4.33,20.2,19.47,205
2020,8,21,1.0,3.99,18.4,19.27,195
2020,8,22,1.0,2.7,16.8,18.88,241
2020,8,23,1.0,2.19,15.4,18.75,282
2020,8,24,6.0,2.27,16.9,18.84,229
2020,8,25,3.0,2.99,19.2,18.99,213
2020,8,26,1.0,3.01,18.3,18.95,209
2020,8,27,0.0,1.61,20.9,18.85,209
2020,8,28,1.0,2.85,18.6,18.6,203
2020,8,29,6.0,4.95,17.9,18.18,197
2020,8,30,3.0,2.24,16.7,18.11,193
2020,8,31,3.0,4.57,17.4,17.97,199
2020,9,1,4.0,3.64,15.8,17.46,192
2020,9,2,5.0,5.24,17.4,17.13,184
2020,9,3,6.0,8.25,17.4,16.91,178
2020,9,4,5.0,4.95,15.4,16.7,170
2020,9,5,6.0,2.74,15.1,16.69,167
2020,9,6,3.0,3.55,16.7,16.52,166
2020,9,7,6.0,7.96,13.6,15.97,163
2020,9,8,0.0,4.77,10.6,15.22,160
2020,9,9,3.0,1.64,8.3,14.65,158
2020,9,10,3.0,2.34,7.1,14.32,156
2020,9,11,3.0,2.56,10.6,14.18,154
2020,9,12,0.0,1.32,13.4,14.12,160
2020,9,13,6.0,3.05,14.8,13.92,159
2020,9,14,3.0,2.64,11.9,13.64,155
2020,9,15,5.0,4.28,18.3,13.54,154
2020,9,16,6.0,2.87,14.9,13.38,152
2020,9,17,0.0,3.46,10.4,13.26,150
2020,9,18,3.0,1.82,6.5,13.14,149
2020,9,19,4.0,3.36,9.7,13.14,149
2020,9,20,4.0,3.56,16.0,13.33,149
2020,9,21,4.0,7.07,18.0,13.69,146
2020,9,22,4.0,2.16,17.8,13.82,146
2020,9,23,4.0,1.27,15.8,13.66,153
2020,9,24,1.0,5.26,12.8,13.49,187
2020,9,25,1.0,4.12,9.4,13.19,175
2020,9,26,1.0,1.23,12.0,12.74,173
2020,9,27,5.0,3.85,13.6,12.39,170
2020,9,28,6.0,3.87,11.0,11.92,164
2020,9,29,6.0,4.03,11.2,11.36,160
2020,9,30,6.0,4.94,10.6,11.07,157
2020,10,1,0.0,5.63,9.3,10.98,155
2020,10,2,0.0,4.4,5.6,10.94,153
2020,10,3,3.0,1.86,3.8,10.82,152
2020,10,4,3.0,1.55,2.0,10.78,152
2020,10,5,4.0,6.73,10.0,10.82,152
2020,10,6,4.0,4.02,14.7,10.88,151
2020,10,7,6.0,4.26,12.7,10.93,150
2020,10,8,6.0,2.56,11.2,10.87,149
2020,10,9,5.0,3.27,14.0,10.87,149
2020,10,10,7.0,5.67,11.4,10.8,148
2020,10,11,2.0,2.58,7.0,10.56,148
2020,10,12,6.0,4.83,14.4,10.18,172
2020,10,13,4.0,5.16,11.9,9.73,174
2020,10,14,4.0,2.59,8.4,9.59,170
2020,10,15,7.0,8.57,5.6,9.61,174
2020,10,16,6.0,5.43,3.9,9.5,165
2020,10,17,4.0,2.55,1.3,9.07,162
2020,10,18,6.0,5.84,1.5,8.59,163
2020,10,19,5.0,4.04,1.3,8.66,159
2020,10,20,3.0,1.44,0.0,8.85,159
2020,10,21,5.0,3.73,0.9,8.5,164
2020,10,22,1.0,4.95,3.0,7.98,167
2020,10,23,0.0,8.71,2.8,7.37,181
2020,10,24,6.0,7.12,0.1,6.51,183
2020,10,25,7.0,3.69,-0.6,6.4,177
2020,10,26,7.0,5.92,-1.1,6.33,172
2020,10,27,4.0,3.87,-1.6,6.3,166
2020,10,28,4.0,4.96,1.9,6.22,162
2020,10,29,0.0,5.36,-0.7,6.14,163
2020,10,30,3.0,1.48,-1.1,6.07,162
2020,10,31,,,,5.97,163
2021,6,1,1.0,1.8,12.0,7.29,163
2021,6,2,0.0,2.7,12.0,7.63,157
2021,6,3,4.0,1.97,13.4,8.46,153
2021,6,4,0.0,1.49,11.7,9.08,150
2021,6,5,4.0,4.94,25.9,9.39,147
2021,6,6,1.0,3.94,31.1,10.0,143
2021,6,7,4.0,3.49,21.8,10.32,139
2021,6,8,1.0,3.41,16.5,10.57,139
2021,6,9,1.0,5.52,12.3,10.82,138
2021,6,10,7.0,2.87,11.1,10.85,138
2021,6,11,1.0,7.55,7.9,10.61,138
2021,6,12,6.0,3.96,11.6,10.64,137
2021,6,13,3.0,3.44,17.3,11.64,135
2021,6,14,4.0,2.99,16.15,11.34,134
2021,6,15,0.0,3.11,14.4,11.44,134
2021,6,16,1.0,2.79,13.9,11.8,134
2021,6,17,6.0,2.89,16.2,13.1,137
2021,6,18,5.0,4.47,21.75,14.49,136
2021,6,19,0.0,2.7,15.2,14.97,133
2021,6,20,2.0,1.32,13.7,14.85,139
2021,6,21,7.0,5.69,13.7,14.82,151
2021,6,22,6.0,3.08,14.1,15.46,141
2021,6,23,4.0,5.47,18.75,15.95,134
2021,6,24,0.0,3.29,21.75,16.31,152
2021,6,25,0.0,2.9,18.1,16.64,138
2021,6,26,1.0,2.6,16.15,16.85,136
2021,6,27,4.0,1.76,16.4,17.28,137
