YY,MM,DD,WDIR,WSPD,ATMP,WTMP ,DISC ,Bloom
2012,6,1,1.0,1.64,12.0,12.51,17500,False
2012,6,2,7.0,4.45,15.95,12.54,14600,False
2012,6,3,6.0,3.92,20.4,12.33,12000,False
2012,6,4,1.0,1.95,13.1,12.18,10100,False
2012,6,5,1.0,1.94,11.8,12.0,8560,False
2012,6,6,1.0,2.57,11.95,11.89,7270,False
2012,6,7,1.0,1.5,12.9,11.74,6010,False
2012,6,8,1.0,2.8,16.4,11.56,5330,False
2012,6,9,1.0,2.36,14.55,11.39,4590,False
2012,6,10,1.0,3.44,13.05,11.29,3980,False
2012,6,11,5.0,6.77,21.15,11.25,3670,False
2012,6,12,6.0,5.25,13.35,11.17,3530,False
2012,6,13,5.0,2.86,14.9,11.15,3150,False
2012,6,14,1.0,3.32,12.2,11.26,2860,False
2012,6,15,1.0,1.93,13.5,11.06,3020,False
2012,6,16,1.0,1.87,14.9,11.83,3060,False
2012,6,17,5.0,4.84,18.3,12.82,3350,False
2012,6,18,1.0,2.58,15.4,13.1,4230,False
2012,6,19,6.0,2.98,18.25,13.84,5330,False
2012,6,20,1.0,4.56,16.7,15.14,35900,False
2012,6,21,6.0,4.99,18.8,16.08,45000,False
2012,6,22,6.0,3.4,19.3,16.3,42800,False
2012,6,23,5.0,1.41,17.2,16.56,39600,False
2012,6,24,1.0,2.64,17.2,17.01,37800,False
2012,6,25,1.0,1.58,15.7,17.43,35900,False
2012,6,26,1.0,1.76,18.1,18.19,31100,False
2012,6,27,1.0,2.54,18.3,18.41,25200,False
2012,6,28,6.0,4.12,22.5,18.67,19400,False
2012,6,29,6.0,5.51,24.75,19.06,14400,False
2012,6,30,7.0,3.71,25.4,20.27,10600,False
2012,7,1,1.0,1.35,22.7,20.9,8280,False
2012,7,2,1.0,3.03,20.3,20.94,6500,False
2012,7,3,5.0,4.44,22.7,20.97,5990,False
2012,7,4,1.0,2.93,22.2,21.02,6150,False
2012,7,5,7.0,4.07,25.8,20.88,5930,False
2012,7,6,1.0,2.86,21.8,20.69,5330,False
2012,7,7,1.0,2.05,19.85,20.67,4990,False
2012,7,8,7.0,2.77,25.6,21.59,4630,False
2012,7,9,7.0,2.35,24.95,22.43,4280,False
2012,7,10,1.0,1.42,21.8,22.8,3980,False
2012,7,11,5.0,3.92,25.5,22.81,3610,False
2012,7,12,5.0,3.45,25.8,22.49,3260,False
2012,7,13,5.0,3.68,24.6,22.13,3050,False
2012,7,14,5.0,2.71,23.75,21.62,2710,False
2012,7,15,1.0,2.22,25.45,21.39,2650,False
2012,7,16,1.0,3.36,23.85,21.56,2350,False
2012,7,17,1.0,3.0,20.65,21.27,2400,False
2012,7,18,1.0,5.58,20.1,21.12,2020,False
2012,7,19,1.0,5.41,19.7,20.91,1900,False
2012,7,20,5.0,3.93,20.1,21.03,1760,False
2012,7,21,5.0,2.92,25.1,21.4,1640,False
2012,7,22,1.0,1.48,23.85,21.88,1520,False
2012,7,23,6.0,3.48,25.0,22.25,1470,False
2012,7,24,1.0,3.41,23.3,22.31,1260,False
2012,7,25,1.0,3.59,21.8,21.99,1470,False
2012,7,26,1.0,3.0,21.1,21.78,1820,False
2012,7,27,1.0,3.2,19.85,22.07,2140,False
2012,7,28,5.0,2.02,21.0,22.4,2080,False
2012,7,29,1.0,2.34,23.9,22.73,1800,False
2012,7,30,5.0,4.64,25.4,22.77,1800,False
2012,7,31,7.0,2.39,24.4,22.66,1760,False
2012,8,1,5.0,4.32,24.05,22.62,1780,False
2012,8,2,7.0,4.1,25.6,22.46,1730,False
2012,8,3,1.0,4.28,20.8,22.3,1540,False
2012,8,4,5.0,5.78,20.5,22.04,1650,False
2012,8,5,6.0,5.45,18.6,21.79,1610,False
2012,8,6,5.0,5.18,21.3,21.61,1570,False
2012,8,7,7.0,3.42,24.6,21.95,1500,False
2012,8,8,1.0,1.46,19.6,21.76,1370,False
2012,8,9,1.0,4.18,18.1,20.93,1280,False
2012,8,10,1.0,2.95,17.55,20.35,1290,False
2012,8,11,1.0,1.76,18.4,20.28,1160,False
2012,8,12,5.0,1.54,19.8,20.21,1050,False
2012,8,13,7.0,3.44,21.55,20.02,1050,False
2012,8,14,7.0,1.76,21.2,19.91,978,False
2012,8,15,1.0,2.24,19.9,19.85,914,False
2012,8,16,6.0,6.17,18.7,19.53,983,False
2012,8,17,6.0,2.97,16.0,19.16,905,False
2012,8,18,6.0,4.01,18.5,19.09,838,False
2012,8,19,0.0,1.86,17.1,19.13,837,False
2012,8,20,7.0,2.69,18.6,19.06,839,False
2012,8,21,5.0,4.36,21.35,18.91,777,False
2012,8,22,5.0,4.04,21.55,18.47,728,False
2012,8,23,1.0,2.67,19.4,18.65,715,False
2012,8,24,1.0,2.65,20.1,18.86,740,False
2012,8,25,5.0,2.42,20.8,19.14,726,False
2012,8,26,5.0,4.86,23.7,19.41,625,False
2012,8,27,7.0,2.7,23.05,19.73,647,False
2012,8,28,1.0,1.98,20.6,20.09,676,False
2012,8,29,1.0,2.52,19.9,20.21,657,False
2012,8,30,5.0,2.65,20.5,20.29,585,False
2012,8,31,3.0,2.54,23.0,20.44,588,False
2012,9,1,1.0,2.1,21.1,20.45,583,False
2012,9,2,1.0,2.87,20.15,20.4,535,False
2012,9,3,5.0,1.8,20.9,20.41,516,False
2012,9,4,1.0,1.77,22.75,20.46,521,False
2012,9,5,6.0,3.54,21.0,20.2,513,False
2012,9,6,6.0,5.1,19.1,19.85,504,False
2012,9,7,7.0,5.03,15.6,19.5,511,False
2012,9,8,7.0,4.97,15.1,18.99,510,False
2012,9,9,7.0,4.08,15.1,18.58,453,False
2012,9,10,5.0,2.65,16.75,18.28,424,False
2012,9,11,5.0,2.63,19.7,18.17,518,False
2012,9,12,5.0,4.03,18.0,17.94,523,False
2012,9,13,6.0,5.94,15.55,17.13,462,False
2012,9,14,7.0,2.62,14.9,16.02,443,False
2012,9,15,1.0,2.43,13.3,15.19,433,False
2012,9,16,1.0,1.6,13.4,14.86,446,False
2012,9,17,7.0,5.49,13.3,14.95,475,False
2012,9,18,7.0,3.88,9.7,15.01,482,False
2012,9,19,5.0,4.17,11.15,14.67,384,False
2012,9,20,6.0,5.52,11.9,14.3,422,False
2012,9,21,6.0,4.56,10.9,13.69,501,False
2012,9,22,7.0,5.6,7.7,13.16,500,False
2012,9,23,6.0,2.82,8.35,12.91,491,False
2012,9,24,5.0,5.93,10.0,13.08,486,False
2012,9,25,0.0,1.72,10.85,13.17,488,False
2012,9,26,7.0,1.88,10.5,12.55,488,False
2012,9,27,5.0,1.21,9.75,11.95,485,False
2012,9,28,5.0,1.79,11.6,11.53,457,False
2012,9,29,1.0,1.33,12.6,11.68,429,False
2012,9,30,1.0,1.74,10.2,11.74,437,False
2012,10,1,0.0,2.09,10.2,11.7,527,False
2012,10,2,1.0,2.34,12.7,11.65,523,False
2012,10,3,1.0,1.34,11.3,11.61,512,False
2012,10,4,1.0,6.44,11.7,11.6,517,False
2012,10,5,6.0,9.3,4.8,11.51,503,False
2012,10,6,7.0,4.42,3.85,11.29,502,False
2012,10,7,5.0,5.58,4.8,10.94,494,False
2012,10,8,5.0,2.58,5.8,10.43,489,False
2012,10,9,5.0,5.24,7.1,9.7,493,False
2012,10,10,5.0,4.82,3.8,8.63,523,False
2012,10,11,7.0,4.74,3.8,7.79,557,False
2012,10,12,1.0,2.38,2.8,7.45,503,False
2012,10,13,1.0,1.76,5.7,7.22,446,False
2012,10,14,1.0,1.72,6.3,6.89,446,False
2012,10,15,1.0,1.46,6.5,6.87,441,False
2012,10,16,1.0,2.2,6.5,7.2,440,False
2012,10,17,1.0,3.94,7.5,7.53,410,False
2012,10,18,5.0,2.14,8.4,7.65,404,False
2012,10,19,1.0,2.89,7.9,7.77,463,False
2012,10,20,1.0,1.05,6.4,7.57,458,False
2012,10,21,1.0,1.65,6.8,7.4,467,False
2012,10,22,1.0,2.77,7.9,7.33,460,False
2012,10,23,1.0,8.49,7.3,7.27,457,False
2012,10,24,1.0,2.12,7.7,7.09,531,False
2012,10,25,7.0,8.16,6.35,6.92,564,False
2012,10,26,6.0,6.26,3.2,6.85,595,False
2012,10,27,6.0,3.78,2.2,6.77,513,False
2012,10,28,5.0,1.73,1.8,6.66,549,False
2012,10,29,1.0,2.67,4.0,6.59,539,False
2012,10,30,1.0,4.33,3.8,6.57,540,False
2012,10,31,0.0,2.57,2.2,6.54,515,False
2013,6,1,1.0,1.81,7.7,5.28,8730,False
2013,6,2,1.0,3.08,9.3,6.01,7630,False
2013,6,3,1.0,1.85,9.1,5.9,6190,False
2013,6,4,1.0,2.91,8.6,5.73,5430,False
2013,6,5,1.0,5.43,6.9,5.63,5060,False
2013,6,6,1.0,5.62,6.85,5.6,5160,False
2013,6,7,1.0,1.51,8.8,5.56,5230,False
2013,6,8,1.0,1.8,11.6,5.55,4870,False
2013,6,9,1.0,3.61,8.5,5.7,4430,False
2013,6,10,1.0,2.0,7.9,6.23,4740,False
2013,6,11,1.0,1.96,10.0,6.67,5020,False
2013,6,12,1.0,1.58,15.0,6.81,4730,False
2013,6,13,1.0,2.31,17.6,7.2,3990,False
2013,6,14,1.0,2.54,11.5,8.29,3320,False
2013,6,15,1.0,2.64,9.35,9.24,2870,False
2013,6,16,6.0,4.8,18.6,9.84,2630,False
2013,6,17,1.0,4.86,9.3,10.18,2400,False
2013,6,18,1.0,1.93,10.2,10.28,2250,False
2013,6,19,1.0,1.56,12.05,10.3,2160,False
2013,6,20,1.0,2.39,12.1,10.34,2060,False
2013,6,21,1.0,3.07,10.8,10.63,3530,False
2013,6,22,1.0,3.54,10.5,10.91,6830,False
2013,6,23,1.0,2.94,9.25,10.96,8180,False
2013,6,24,5.0,2.63,17.25,11.01,9270,False
2013,6,25,1.0,2.01,20.6,11.23,9430,False
2013,6,26,1.0,2.03,14.5,11.54,8990,False
2013,6,27,6.0,3.88,18.9,11.75,8310,False
2013,6,28,6.0,3.71,19.3,11.83,7790,False
2013,6,29,1.0,1.34,16.35,11.92,7770,False
2013,6,30,2.0,1.33,19.4,11.93,7240,False
2013,7,1,1.0,2.7,16.8,12.57,6460,False
2013,7,2,1.0,1.74,13.5,14.32,5800,False
2013,7,3,1.0,1.64,14.5,15.25,5090,False
2013,7,4,1.0,1.65,15.5,15.44,4450,False
2013,7,5,1.0,2.05,17.65,16.22,3900,False
2013,7,6,5.0,2.99,23.7,17.0,3430,False
2013,7,7,1.0,3.49,15.35,16.09,3080,False
2013,7,8,1.0,3.44,12.6,15.85,2990,False
2013,7,9,1.0,1.94,12.0,16.0,2900,False
2013,7,10,7.0,4.26,19.4,16.08,2840,False
2013,7,11,1.0,2.16,20.4,16.05,2810,False
2013,7,12,1.0,2.02,17.1,16.29,2720,False
2013,7,13,5.0,2.36,20.5,16.44,2620,False
2013,7,14,1.0,1.59,17.55,16.43,2760,False
2013,7,15,1.0,1.41,19.0,17.2,2990,False
2013,7,16,1.0,2.67,16.95,18.0,3400,False
2013,7,17,5.0,3.99,27.9,18.36,3460,False
2013,7,18,1.0,2.75,18.9,18.59,3280,False
2013,7,19,6.0,5.94,25.2,18.78,3220,False
2013,7,20,1.0,3.07,17.9,18.2,3060,False
2013,7,21,1.0,4.39,15.3,17.5,2730,False
2013,7,22,1.0,4.67,15.55,17.19,2530,False
2013,7,23,1.0,2.65,18.1,16.92,2360,False
2013,7,24,5.0,2.48,17.7,17.06,2290,False
2013,7,25,5.0,3.48,21.05,17.0,2140,False
2013,7,26,1.0,3.11,13.9,16.71,1980,False
2013,7,27,7.0,3.33,12.1,16.18,1770,False
2013,7,28,7.0,3.64,13.0,16.01,1690,False
2013,7,29,5.0,2.09,17.9,16.06,1690,False
2013,7,30,1.0,1.85,18.1,16.51,1510,False
2013,7,31,6.0,5.21,21.45,16.67,1390,False
2013,8,1,6.0,5.35,20.2,16.7,1310,False
2013,8,2,7.0,3.01,19.7,16.83,1260,False
2013,8,3,7.0,3.61,19.65,17.17,1040,False
2013,8,4,0.0,1.54,17.8,17.58,999,False
2013,8,5,1.0,1.94,16.9,17.93,966,False
2013,8,6,5.0,2.29,16.9,18.12,834,False
2013,8,7,7.0,3.06,19.5,18.28,961,False
2013,8,8,5.0,2.43,17.55,18.27,846,False
2013,8,9,6.0,4.67,19.2,18.18,932,False
2013,8,10,5.0,1.7,18.05,18.13,815,False
2013,8,11,5.0,2.56,20.35,18.17,735,False
2013,8,12,1.0,2.88,19.2,18.22,752,False
2013,8,13,1.0,1.52,16.1,17.85,728,False
2013,8,14,2.0,1.32,15.9,17.68,652,False
2013,8,15,5.0,1.87,19.4,17.88,532,False
2013,8,16,5.0,1.71,20.45,18.06,624,False
2013,8,17,5.0,4.36,22.3,17.93,582,False
2013,8,18,5.0,4.78,21.7,17.68,523,False
2013,8,19,5.0,4.41,22.15,17.35,450,False
2013,8,20,5.0,3.59,24.8,17.8,571,False
2013,8,21,5.0,3.79,26.1,18.42,521,False
2013,8,22,2.0,1.94,22.15,18.75,449,False
2013,8,23,1.0,1.19,19.0,18.81,439,False
2013,8,24,1.0,2.43,19.1,19.05,481,False
2013,8,25,5.0,5.3,26.35,19.58,495,False
2013,8,26,1.0,2.01,23.2,20.03,510,False
2013,8,27,1.0,2.12,21.1,20.47,781,False
2013,8,28,1.0,1.2,19.9,20.64,695,False
2013,8,29,1.0,1.26,21.1,20.82,615,False
2013,8,30,1.0,2.17,23.0,20.71,692,False
2013,8,31,5.0,2.55,20.6,20.59,958,False
2013,9,1,7.0,5.31,20.75,19.95,1020,False
2013,9,2,0.0,2.21,14.7,19.37,786,False
2013,9,3,5.0,3.32,16.8,18.88,849,False
2013,9,4,1.0,3.99,16.7,18.22,673,False
2013,9,5,1.0,1.44,15.1,17.72,667,False
2013,9,6,5.0,1.91,17.3,17.88,624,False
2013,9,7,1.0,2.29,19.7,17.79,593,False
2013,9,8,1.0,3.39,16.0,17.45,627,False
2013,9,9,1.0,2.79,15.4,17.1,633,False
2013,9,10,5.0,2.86,19.75,16.69,561,False
2013,9,11,7.0,4.33,20.95,16.43,566,False
2013,9,12,0.0,2.94,15.9,16.2,583,False
2013,9,13,0.0,1.44,14.2,16.13,535,False
2013,9,14,5.0,4.49,15.55,16.07,546,False
2013,9,15,1.0,3.94,14.2,15.87,675,False
2013,9,16,5.0,1.39,10.7,15.7,456,False
2013,9,17,1.0,1.92,12.85,15.66,473,False
2013,9,18,1.0,2.23,15.3,15.6,580,False
2013,9,19,1.0,2.09,15.7,15.48,513,False
2013,9,20,7.0,3.56,16.0,15.37,717,False
2013,9,21,7.0,2.66,11.7,15.25,580,False
2013,9,22,1.0,3.22,11.85,15.19,561,False
2013,9,23,1.0,3.12,13.4,15.1,559,False
2013,9,24,1.0,1.58,14.2,15.07,543,False
2013,9,25,1.0,2.05,12.7,15.05,512,False
2013,9,26,1.0,4.69,12.7,15.04,451,False
2013,9,27,1.0,2.31,15.1,14.94,553,False
2013,9,28,5.0,3.13,18.6,14.87,521,False
2013,9,29,5.0,4.18,12.25,14.85,472,False
2013,9,30,5.0,3.2,16.3,14.92,533,False
2013,10,1,5.0,4.3,18.8,14.95,583,False
2013,10,2,5.0,3.72,15.05,14.86,517,False
2013,10,3,1.0,3.98,13.0,14.67,582,False
2013,10,4,1.0,6.83,12.4,14.25,656,False
2013,10,5,1.0,11.48,10.0,13.69,663,False
2013,10,6,1.0,5.49,10.15,13.25,1260,False
2013,10,7,7.0,4.38,10.1,13.05,1410,False
2013,10,8,1.0,1.95,12.7,12.98,1560,False
2013,10,9,5.0,3.44,18.0,13.09,1510,False
2013,10,10,1.0,1.96,13.8,13.04,1230,False
2013,10,11,1.0,3.84,13.65,13.01,1140,False
2013,10,12,5.0,6.53,13.9,12.76,1080,False
2013,10,13,5.0,3.53,10.2,12.61,1030,False
2013,10,14,1.0,2.18,9.6,12.47,1070,False
2013,10,15,1.0,8.86,9.7,12.37,1100,False
2013,10,16,0.0,2.93,7.7,12.27,1410,False
2013,10,17,5.0,2.04,7.9,11.97,1650,False
2013,10,18,7.0,3.32,7.3,11.74,1770,False
2013,10,19,5.0,2.72,5.8,11.47,1700,False
2013,10,20,7.0,2.13,3.8,11.2,1780,False
2013,10,21,6.0,6.07,2.1,10.94,1770,False
2013,10,22,7.0,3.16,2.9,10.64,1840,False
2013,10,23,7.0,4.71,2.1,10.46,1860,False
2013,10,24,6.0,3.25,1.9,10.19,1750,False
2013,10,25,5.0,5.15,3.0,9.95,1710,False
2013,10,26,7.0,4.45,6.7,9.85,1620,False
2013,10,27,5.0,3.87,4.9,9.64,1620,False
2013,10,28,1.0,3.5,2.0,9.37,1450,False
2013,10,29,6.0,1.28,1.2,9.18,1410,False
2013,10,30,1.0,1.89,4.45,9.04,1440,False
2013,10,31,1.0,1.03,7.2,8.75,1320,False
2014,6,1,1.0,2.02,8.0,6.58,4410,False
2014,6,2,1.0,2.02,8.0,7.73,7860,False
2014,6,3,6.0,6.65,17.15,8.29,12100,False
2014,6,4,1.0,1.68,12.9,8.97,12900,False
2014,6,5,1.0,2.15,8.9,8.55,12100,False
2014,6,6,2.0,1.85,11.65,7.49,11300,False
2014,6,7,1.0,2.18,13.3,6.73,10800,False
2014,6,8,2.0,1.44,14.05,6.6,10300,False
2014,6,9,2.0,1.82,10.45,7.07,9260,False
2014,6,10,1.0,2.23,9.75,7.8,7960,False
2014,6,11,2.0,2.06,10.6,7.82,6870,False
2014,6,12,6.0,6.2,11.45,7.57,6620,False
2014,6,13,7.0,4.09,14.0,7.49,8160,False
2014,6,14,1.0,5.04,7.65,7.67,8450,False
2014,6,15,1.0,7.22,8.3,8.21,8280,False
2014,6,16,5.0,4.17,18.85,8.74,9310,False
2014,6,17,1.0,1.57,13.9,9.02,9300,False
2014,6,18,1.0,6.7,11.5,9.38,8320,False
2014,6,19,1.0,6.13,9.4,9.48,7300,False
2014,6,20,1.0,3.31,7.6,10.01,6500,False
2014,6,21,1.0,3.77,7.2,10.87,6130,False
2014,6,22,1.0,2.55,8.6,11.66,5820,False
2014,6,23,2.0,1.29,10.0,12.31,5170,False
2014,6,24,2.0,3.46,10.5,12.69,4600,False
2014,6,25,1.0,5.61,9.3,12.53,4420,False
2014,6,26,1.0,2.54,9.5,12.39,4350,False
2014,6,27,1.0,3.09,9.3,12.57,4030,False
2014,6,28,1.0,2.87,10.25,13.96,3840,False
2014,6,29,1.0,3.53,13.5,15.72,3720,False
2014,6,30,5.0,7.86,23.65,16.51,3640,False
2014,7,1,6.0,6.68,20.4,16.63,3370,False
2014,7,2,0.0,3.8,16.35,15.62,2800,False
2014,7,3,7.0,2.8,19.3,15.68,2390,False
2014,7,4,1.0,2.45,16.1,15.53,2230,False
2014,7,5,5.0,3.8,16.75,15.55,1970,False
2014,7,6,5.0,4.27,21.05,15.35,1890,False
2014,7,7,6.0,5.21,23.15,15.42,1800,False
2014,7,8,1.0,2.18,12.7,15.48,1620,False
2014,7,9,7.0,3.07,17.25,15.51,1450,False
2014,7,10,1.0,1.7,15.5,15.54,1460,False
2014,7,11,2.0,1.61,13.5,15.56,1480,False
2014,7,12,5.0,2.12,20.8,15.66,1480,False
2014,7,13,6.0,5.69,19.65,15.77,1460,False
2014,7,14,6.0,4.05,14.1,15.71,1300,False
2014,7,15,0.0,3.97,15.4,15.36,1360,False
2014,7,16,1.0,1.88,15.5,15.15,1320,False
2014,7,17,5.0,3.37,20.5,15.65,1310,False
2014,7,18,1.0,2.06,15.9,15.95,1170,False
2014,7,19,1.0,3.01,13.9,16.25,1160,False
2014,7,20,1.0,2.23,15.4,16.7,1020,False
2014,7,21,5.0,2.89,23.7,17.16,1010,False
2014,7,22,1.0,5.18,21.9,16.35,1070,False
2014,7,23,1.0,2.14,19.4,16.1,923,False
2014,7,24,2.0,1.3,16.0,16.53,946,False
2014,7,25,1.0,1.5,15.9,16.94,897,False
2014,7,26,5.0,3.37,21.7,17.29,898,False
2014,7,27,1.0,3.17,15.6,16.84,846,False
2014,7,28,7.0,3.76,17.9,16.18,982,False
2014,7,29,7.0,4.74,20.1,16.2,949,False
2014,7,30,5.0,2.65,16.6,16.16,774,False
2014,7,31,7.0,2.82,22.4,16.48,863,False
2014,8,1,2.0,1.58,18.0,17.08,778,False
2014,8,2,2.0,1.33,16.4,17.41,724,False
2014,8,3,1.0,1.24,19.55,17.96,787,False
2014,8,4,1.0,2.48,17.95,18.37,726,False
2014,8,5,2.0,1.42,17.4,18.72,666,False
2014,8,6,1.0,2.13,20.5,18.86,627,False
2014,8,7,1.0,2.28,17.5,18.91,567,False
2014,8,8,1.0,1.86,18.4,19.16,666,False
2014,8,9,1.0,1.41,19.1,19.54,563,False
2014,8,10,1.0,1.48,20.7,19.66,522,False
2014,8,11,1.0,2.9,19.3,19.59,822,False
2014,8,12,0.0,2.91,17.8,19.58,696,False
2014,8,13,1.0,2.31,20.2,19.71,681,False
2014,8,14,1.0,1.88,18.5,19.9,664,False
2014,8,15,5.0,1.96,19.2,20.15,556,False
2014,8,16,5.0,4.03,22.9,20.19,560,False
2014,8,17,2.0,6.2,16.3,19.92,607,False
2014,8,18,2.0,4.22,15.4,19.54,828,False
2014,8,19,1.0,2.05,16.2,18.66,846,False
2014,8,20,1.0,1.44,17.9,17.84,846,False
2014,8,21,1.0,5.72,17.5,18.25,816,False
2014,8,22,2.0,4.01,17.2,18.32,866,False
2014,8,23,1.0,3.83,17.7,18.21,784,False
2014,8,24,1.0,5.53,17.7,18.1,727,False
2014,8,25,5.0,3.84,18.6,17.97,820,False
2014,8,26,6.0,5.01,17.1,17.74,784,False
2014,8,27,3.0,1.91,16.45,17.8,698,False
2014,8,28,1.0,1.67,18.0,17.78,676,False
2014,8,29,1.0,2.55,17.0,17.79,684,False
2014,8,30,1.0,1.39,17.15,17.85,790,False
2014,8,31,1.0,3.26,17.1,17.95,670,False
2014,9,1,6.0,3.97,18.9,18.03,789,False
2014,9,2,5.0,4.49,18.8,18.08,810,False
2014,9,3,5.0,3.14,17.8,18.06,705,False
2014,9,4,1.0,3.16,17.8,17.95,707,False
2014,9,5,7.0,4.34,17.4,17.8,730,False
2014,9,6,6.0,5.41,15.7,17.72,638,False
2014,9,7,5.0,5.07,18.55,17.61,645,False
2014,9,8,5.0,3.72,19.75,17.45,661,False
2014,9,9,5.0,2.5,19.1,17.2,661,False
2014,9,10,1.0,5.85,9.9,16.58,799,False
2014,9,11,0.0,2.84,9.6,15.8,673,False
2014,9,12,7.0,2.94,9.4,15.27,681,False
2014,9,13,5.0,3.21,9.5,14.8,739,False
2014,9,14,6.0,5.17,12.6,14.34,716,False
2014,9,15,7.0,4.11,11.9,13.96,656,False
2014,9,16,6.0,6.59,12.6,13.77,647,False
2014,9,17,5.0,4.1,12.35,13.8,716,False
2014,9,18,2.0,4.69,9.1,13.84,581,False
2014,9,19,5.0,3.96,11.6,13.77,620,False
2014,9,20,6.0,4.48,17.7,13.71,678,False
2014,9,21,0.0,3.46,13.7,13.76,717,False
2014,9,22,7.0,4.68,14.65,13.88,725,False
2014,9,23,5.0,2.37,16.1,14.09,711,False
2014,9,24,1.0,1.65,15.2,14.26,763,False
2014,9,25,1.0,1.63,15.0,14.6,692,False
2014,9,26,1.0,1.44,14.2,14.89,673,False
2014,9,27,1.0,1.39,15.2,15.25,603,False
2014,9,28,5.0,2.24,16.2,15.63,604,False
2014,9,29,2.0,5.69,9.0,15.45,668,False
2014,9,30,2.0,4.95,8.6,14.88,655,False
2014,10,1,2.0,3.3,10.0,14.11,648,False
2014,10,2,5.0,1.63,13.0,13.35,750,False
2014,10,3,7.0,6.48,10.2,12.92,854,False
2014,10,4,7.0,7.68,6.2,12.35,993,False
2014,10,5,6.0,5.67,5.6,11.92,1040,False
2014,10,6,5.0,6.11,6.75,11.68,917,False
2014,10,7,6.0,5.02,8.35,11.31,923,False
2014,10,8,6.0,5.0,6.8,10.9,929,False
2014,10,9,7.0,5.27,6.6,10.48,828,False
2014,10,10,5.0,3.23,7.0,10.53,767,False
2014,10,11,5.0,2.91,7.1,10.59,749,False
2014,10,12,5.0,3.05,8.7,10.53,749,False
2014,10,13,1.0,1.48,10.1,10.61,751,False
2014,10,14,1.0,2.54,10.8,10.87,739,False
2014,10,15,1.0,1.49,10.9,10.89,681,False
2014,10,16,1.0,3.63,8.5,10.82,674,False
2014,10,17,0.0,3.31,8.75,10.64,860,False
2014,10,18,0.0,2.3,6.3,10.46,858,False
2014,10,19,5.0,2.6,6.5,10.33,733,False
2014,10,20,7.0,3.12,10.4,10.35,822,False
2014,10,21,2.0,4.5,7.9,10.34,693,False
2014,10,22,1.0,2.21,7.1,10.32,723,False
2014,10,23,5.0,2.19,10.6,10.41,775,False
2014,10,24,5.0,2.8,9.8,10.52,717,False
2014,10,25,6.0,6.89,14.4,10.39,715,False
2014,10,26,6.0,3.3,9.0,10.12,649,False
2014,10,27,1.0,5.18,8.6,9.82,633,False
2014,10,28,6.0,4.72,7.8,9.36,705,False
2014,10,29,6.0,4.35,4.3,8.79,761,False
2014,10,30,6.0,3.57,4.6,8.39,668,False
2014,10,31,0.0,3.57,0.1,8.15,806,False
2015,6,1,1.0,3.93,6.5,8.72,4020,False
2015,6,2,1.0,2.27,8.4,8.75,3570,False
2015,6,3,1.0,2.14,9.9,8.95,3160,False
2015,6,4,1.0,1.75,9.4,9.45,2930,False
2015,6,5,1.0,2.49,9.7,9.91,3010,False
2015,6,6,1.0,3.5,7.6,9.85,2770,False
2015,6,7,1.0,3.16,9.6,9.9,2660,False
2015,6,8,7.0,4.38,19.7,10.3,2880,False
2015,6,9,1.0,1.78,17.45,10.59,3290,False
2015,6,10,7.0,4.73,20.65,10.34,3150,False
2015,6,11,1.0,1.28,16.1,9.71,2900,False
2015,6,12,1.0,1.63,13.7,8.66,2730,False
2015,6,13,1.0,2.65,12.0,7.87,2450,False
2015,6,14,1.0,1.43,12.0,7.56,2270,False
2015,6,15,7.0,3.62,18.9,7.12,2030,False
2015,6,16,7.0,2.22,15.3,6.85,1900,False
2015,6,17,1.0,1.51,12.9,6.9,1780,False
2015,6,18,1.0,1.62,16.3,7.06,1580,False
2015,6,19,1.0,1.85,13.9,7.28,1440,False
2015,6,20,1.0,2.14,12.5,7.4,1270,False
2015,6,21,1.0,1.48,12.4,9.3,1320,False
2015,6,22,1.0,2.59,15.0,11.52,1390,False
2015,6,23,7.0,5.31,18.75,13.88,1710,False
2015,6,24,1.0,2.83,18.1,15.52,1440,False
2015,6,25,1.0,1.82,14.55,15.82,1600,False
2015,6,26,1.0,1.85,15.0,15.9,1930,False
2015,6,27,5.0,2.15,18.5,16.57,1800,False
2015,6,28,5.0,2.51,20.7,16.6,1750,False
2015,6,29,5.0,1.74,18.6,16.41,2160,False
2015,6,30,1.0,2.75,16.5,16.29,2290,False
2015,7,1,1.0,1.8,14.3,16.6,2090,False
2015,7,2,5.0,2.25,17.2,17.26,1800,False
2015,7,3,5.0,3.84,21.8,17.81,1490,False
2015,7,4,1.0,1.97,19.4,18.13,1320,False
2015,7,5,1.0,2.15,17.25,18.08,1190,False
2015,7,6,1.0,2.27,19.3,17.93,1540,False
2015,7,7,0.0,2.81,16.4,17.87,1540,False
2015,7,8,5.0,3.13,19.2,17.92,1630,False
2015,7,9,5.0,2.31,21.15,18.04,1390,False
2015,7,10,5.0,3.32,24.15,18.51,1220,False
2015,7,11,5.0,1.96,24.3,19.31,1090,False
2015,7,12,1.0,2.02,22.1,19.92,1000,False
2015,7,13,5.0,3.16,21.2,19.85,1020,False
2015,7,14,1.0,3.75,20.9,19.77,1020,False
2015,7,15,1.0,2.56,17.4,19.61,934,False
2015,7,16,1.0,2.52,17.7,19.48,886,False
2015,7,17,5.0,3.0,19.4,19.26,888,False
2015,7,18,5.0,3.45,23.1,19.07,891,False
