YY,MM,DD,WDIR,WSPD,ATMP,WTMP ,DISC ,Bloom
2021,10,13,1.0,3.01,14.7,14.67,735,False
2021,10,14,5.0,6.51,11.4,14.69,748,False
2021,10,15,5.0,4.99,9.8,14.31,738,False
2021,10,16,6.0,5.29,8.1,14.05,739,False
2021,10,17,6.0,4.62,11.1,13.92,675,False
2021,10,18,1.0,1.6,12.8,13.88,662,False
2021,10,19,5.0,1.66,12.5,13.93,642,False
2021,10,20,1.0,5.38,9.85,13.78,625,False
2021,10,21,0.0,3.85,7.7,13.48,573,False
2021,10,22,7.0,2.13,4.5,13.17,587,False
2021,10,23,7.0,2.84,6.45,12.91,586,False
2021,10,24,1.0,3.38,6.2,12.77,617,False
2021,10,25,1.0,4.66,7.8,12.65,659,False
2021,10,26,2.0,4.15,7.6,12.41,649,False
2021,10,27,2.0,3.62,7.9,12.2,537,False
2021,10,28,2.0,2.14,10.0,12.01,543,False
2021,10,29,7.0,2.27,9.8,11.84,550,False
2021,10,30,5.0,1.17,8.15,11.66,588,False
2021,10,31,,,5.9,11.55,584,False
2022,6,1,5.0,4.83,13.35,8.07,10600,False
2022,6,2,5.0,5.87,17.15,7.76,10900,False
2022,6,3,6.0,5.35,14.4,8.03,10400,False
2022,6,4,6.0,3.43,16.85,8.64,8960,False
2022,6,5,1.0,1.72,9.8,8.68,7540,False
2022,6,6,1.0,1.83,8.6,8.49,6710,False
2022,6,7,1.0,1.85,13.7,8.43,5760,False
2022,6,8,1.0,2.54,13.85,8.39,5040,False
2022,6,9,7.0,2.76,21.6,7.94,4300,False
2022,6,10,7.0,2.24,20.5,7.49,3620,False
2022,6,11,1.0,2.02,14.8,7.54,3100,False
2022,6,12,1.0,2.49,9.35,7.54,2690,False
2022,6,13,1.0,3.66,10.0,7.94,2680,False
2022,6,14,1.0,3.78,9.0,8.38,4190,False
2022,6,15,1.0,1.62,12.1,8.56,4790,False
2022,6,16,5.0,5.97,18.9,10.04,4700,False
2022,6,17,6.0,4.46,19.6,11.47,4420,False
2022,6,18,1.0,2.17,11.3,10.83,4030,False
2022,6,19,1.0,2.21,9.6,10.18,3700,False
2022,6,20,1.0,2.27,11.35,10.06,3400,False
2022,6,21,5.0,6.03,25.5,9.93,3480,False
2022,6,22,6.0,4.59,21.65,9.94,3480,False
2022,6,23,5.0,3.69,23.2,10.19,3460,False
2022,6,24,1.0,2.94,22.4,10.46,3000,False
2022,6,25,5.0,3.88,17.1,10.07,3580,False
2022,6,26,6.0,7.25,17.3,9.95,4790,False
2022,6,27,4.0,3.1,17.75,10.06,4750,False
2022,6,28,5.0,3.96,20.95,9.8,3970,False
2022,6,29,1.0,1.54,13.15,10.04,3410,False
2022,6,30,1.0,4.05,14.5,10.97,3160,False
2022,7,1,6.0,4.8,21.7,11.77,3420,False
2022,7,2,6.0,3.04,19.05,12.46,3280,False
2022,7,3,1.0,1.46,13.8,12.58,2880,False
2022,7,4,1.0,2.36,10.85,12.76,2870,False
2022,7,5,1.0,1.76,11.2,12.98,3480,False
2022,7,6,1.0,2.33,12.0,13.13,4130,False
2022,7,7,1.0,1.4,14.15,13.29,3800,False
2022,7,8,1.0,3.65,15.7,13.36,3490,False
2022,7,9,1.0,1.24,14.0,13.96,3280,False
2022,7,10,2.0,2.51,16.7,14.39,3020,False
2022,7,11,5.0,3.71,21.5,14.85,2890,False
2022,7,12,7.0,5.54,19.4,14.91,2840,False
2022,7,13,1.0,1.27,12.5,15.49,2930,False
2022,7,14,1.0,1.7,15.5,16.02,2810,False
2022,7,15,1.0,1.94,14.9,16.37,2430,False
2022,7,16,1.0,0.97,17.5,16.91,2360,False
2022,7,17,1.0,1.31,17.3,17.58,2120,False
2022,7,18,1.0,2.39,20.2,17.56,1920,False
2022,7,19,1.0,2.28,20.1,17.62,1610,False
2022,7,20,6.0,4.59,20.6,17.68,1560,False
2022,7,21,6.0,5.67,24.2,17.47,1450,False
2022,7,22,6.0,5.53,24.15,17.37,1380,False
2022,7,23,6.0,2.45,21.2,17.2,1230,False
2022,7,24,6.0,5.47,20.6,17.0,1170,False
2022,7,25,6.0,4.13,18.9,16.73,1020,False
2022,7,26,5.0,4.15,20.85,16.3,967,False
2022,7,27,6.0,5.0,20.5,15.71,953,False
2022,7,28,6.0,5.44,18.0,15.61,1020,False
2022,7,29,7.0,3.48,18.2,14.94,1530,False
2022,7,30,5.0,3.66,21.3,14.49,1400,False
2022,7,31,4.0,3.43,22.3,14.55,1320,False
2022,8,1,7.0,3.77,20.0,14.69,1260,False
2022,8,2,1.0,1.9,15.9,14.93,1140,False
2022,8,3,6.0,4.37,22.35,15.05,1530,False
2022,8,4,1.0,1.99,18.7,15.12,1460,False
2022,8,5,1.0,1.56,16.5,15.18,1530,False
2022,8,6,1.0,1.79,20.35,15.28,1710,False
2022,8,7,1.0,3.64,16.2,15.4,1790,False
2022,8,8,1.0,1.85,14.2,15.63,2270,False
2022,8,9,5.0,4.04,20.7,15.47,2260,False
2022,8,10,7.0,3.71,23.7,15.91,2270,False
2022,8,11,1.0,1.91,18.4,16.25,2310,False
2022,8,12,1.0,2.0,15.5,16.23,2120,False
2022,8,13,1.0,3.15,15.8,16.32,2040,False
2022,8,14,1.0,1.16,15.15,16.39,1950,False
2022,8,15,1.0,2.13,15.4,16.62,1740,False
2022,8,16,1.0,1.88,15.9,16.98,1600,False
2022,8,17,5.0,1.69,16.9,17.2,1740,False
2022,8,18,1.0,1.93,18.75,17.4,1670,False
2022,8,19,1.0,1.87,17.7,17.4,2000,False
2022,8,20,1.0,1.86,17.7,17.4,2440,False
2022,8,21,1.0,1.12,17.1,17.8,2500,False
2022,8,22,4.0,1.98,23.1,18.39,2610,False
2022,8,23,4.0,2.31,23.35,18.82,2520,False
2022,8,24,1.0,3.11,18.3,18.71,2360,False
2022,8,25,1.0,2.48,17.4,18.3,2170,False
2022,8,26,4.0,2.43,18.1,18.35,2010,False
2022,8,27,4.0,2.73,21.4,18.34,1900,False
2022,8,28,4.0,3.7,22.4,18.31,1810,False
2022,8,29,5.0,4.96,20.6,18.26,1910,False
2022,8,30,6.0,5.5,19.75,18.15,2320,False
2022,8,31,6.0,5.21,21.5,18.33,2050,False
2022,9,1,4.0,2.92,23.3,18.55,1800,False
2022,9,2,5.0,4.81,24.6,18.49,1700,False
2022,9,3,1.0,3.12,16.1,18.05,1650,False
2022,9,4,1.0,2.61,14.25,17.68,1570,False
2022,9,5,1.0,2.4,14.75,17.48,1430,False
2022,9,6,1.0,1.71,15.6,17.58,1190,False
2022,9,7,1.0,1.11,19.85,18.04,1110,False
2022,9,8,1.0,3.16,18.95,18.13,951,False
2022,9,9,7.0,2.41,17.2,17.88,1100,False
2022,9,10,2.0,1.58,16.2,17.6,1050,False
2022,9,11,2.0,1.03,16.05,17.49,900,False
2022,9,12,1.0,1.0,16.45,17.57,883,False
2022,9,13,6.0,2.46,18.25,17.6,844,False
2022,9,14,1.0,4.14,16.3,17.32,775,False
2022,9,15,1.0,2.51,15.7,17.19,730,False
2022,9,16,1.0,4.42,15.5,17.08,804,False
2022,9,17,1.0,1.55,15.1,17.03,899,False
2022,9,18,6.0,2.7,16.8,17.05,947,False
2022,9,19,5.0,4.35,18.3,17.08,1290,False
2022,9,20,1.0,1.55,18.75,16.88,1540,True
2022,9,21,6.0,5.96,15.6,16.61,1570,False
2022,9,22,7.0,2.91,11.75,16.19,1410,False
2022,9,23,4.0,1.57,12.1,15.92,1190,False
2022,9,24,4.0,1.34,11.8,15.73,1130,False
2022,9,25,6.0,3.83,13.55,15.55,1170,False
2022,9,26,7.0,6.03,11.75,15.28,1210,False
2022,9,27,7.0,3.07,9.25,15.03,1210,False
2022,9,28,0.0,1.72,9.2,14.89,1140,False
2022,9,29,5.0,2.65,10.5,14.78,1170,False
2022,9,30,1.0,0.95,13.55,14.81,978,False
2022,10,1,1.0,3.21,13.1,14.78,914,False
2022,10,2,1.0,3.47,12.2,14.69,990,False
2022,10,3,1.0,1.55,12.5,14.52,968,False
2022,10,4,5.0,1.4,16.1,14.43,886,False
2022,10,5,5.0,2.27,15.0,14.53,804,False
2022,10,6,7.0,5.09,10.85,14.39,880,False
2022,10,7,7.0,3.91,4.3,14.13,887,False
2022,10,8,5.0,5.79,5.3,13.87,744,False
2022,10,9,1.0,2.43,10.7,13.67,733,False
2022,10,10,1.0,1.47,8.3,13.63,738,False
2022,10,11,0.0,2.23,10.9,13.72,716,False
2022,10,12,6.0,5.28,12.6,13.65,816,False
2022,10,13,6.0,4.59,6.6,13.4,879,False
2022,10,14,5.0,3.3,3.4,12.89,832,False
2022,10,15,5.0,3.6,2.5,12.39,808,False
2022,10,16,6.0,7.09,5.5,11.92,936,False
2022,10,17,7.0,6.28,1.0,11.26,1020,False
2022,10,18,7.0,2.96,1.85,10.84,996,False
2022,10,19,7.0,3.31,0.3,10.64,989,False
2022,10,20,5.0,2.9,6.0,10.56,972,False
2022,10,21,5.0,4.07,10.0,10.54,989,False
2022,10,22,1.0,2.72,10.6,10.44,956,False
2022,10,23,1.0,3.85,9.8,10.33,950,False
2022,10,24,1.0,4.74,14.3,10.33,996,False
2022,10,25,5.0,5.05,6.5,10.3,1030,False
2022,10,26,6.0,3.35,5.25,10.31,1010,False
2022,10,27,5.0,0.86,6.2,10.26,1020,False
2022,10,28,5.0,3.14,9.4,10.3,1060,False
2022,10,29,5.0,3.2,11.2,10.24,1090,False
2022,10,30,4.0,1.61,11.5,10.27,1150,False
2022,10,31,5.0,2.26,7.8,10.3,1140,False
2023,6,1,1.0,2.02,11.9,5.66,1410,False
2023,6,2,1.0,2.3,10.45,6.7,1480,False
2023,6,3,1.0,1.59,10.65,7.71,1630,False
2023,6,4,1.0,1.09,12.3,8.09,1640,False
2023,6,5,1.0,2.94,13.7,8.51,1470,False
2023,6,6,1.0,3.94,9.9,8.69,1370,False
2023,6,7,1.0,3.72,10.2,8.57,1340,False
2023,6,8,1.0,1.5,10.4,9.05,1200,False
2023,6,9,1.0,1.28,13.15,9.73,1110,False
2023,6,10,1.0,2.8,12.9,10.07,1060,False
2023,6,11,1.0,2.14,11.0,10.46,1010,False
2023,6,12,1.0,1.75,14.5,11.88,988,False
2023,6,13,1.0,1.65,13.2,12.64,927,False
2023,6,14,1.0,2.22,18.8,13.12,909,False
2023,6,15,1.0,2.93,12.8,13.4,875,False
2023,6,16,1.0,1.51,12.9,13.87,844,False
2023,6,17,1.0,1.21,13.7,14.31,797,False
2023,6,18,1.0,2.56,12.3,14.61,757,False
2023,6,19,1.0,2.6,11.75,14.62,722,False
2023,6,20,1.0,2.32,12.7,14.62,664,False
2023,6,21,1.0,1.89,13.4,14.66,779,False
2023,6,22,1.0,1.29,15.75,14.68,704,False
2023,6,23,1.0,1.08,18.6,14.49,684,False
2023,6,24,1.0,3.65,17.1,14.83,958,False
2023,6,25,1.0,3.97,12.6,15.23,984,False
2023,6,26,1.0,1.76,18.15,15.43,992,False
2023,6,27,1.0,1.42,16.65,15.93,969,False
2023,6,28,1.0,2.27,13.3,16.15,955,False
2023,6,29,5.0,2.23,17.5,16.26,1330,False
2023,6,30,6.0,2.96,22.4,16.4,1370,False
2023,7,1,2.0,2.37,22.85,17.42,1280,False
2023,7,2,1.0,1.23,16.0,18.24,1260,False
2023,7,3,1.0,1.47,17.8,18.84,1130,False
2023,7,4,1.0,1.65,20.8,18.55,983,False
2023,7,5,7.0,3.71,19.95,18.12,915,False
2023,7,6,7.0,2.28,17.7,17.89,861,False
2023,7,7,5.0,3.72,19.9,17.84,762,False
2023,7,8,1.0,2.41,18.6,17.69,741,False
2023,7,9,5.0,3.98,16.65,17.45,698,False
2023,7,10,5.0,3.63,20.3,16.93,689,False
2023,7,11,7.0,3.83,17.95,16.63,648,False
2023,7,12,1.0,1.63,17.4,16.85,600,False
2023,7,13,1.0,1.01,16.8,17.4,643,False
2023,7,14,4.0,3.19,19.8,17.91,630,False
2023,7,15,6.0,4.85,21.75,17.78,583,False
2023,7,16,6.0,4.88,17.85,17.57,502,False
2023,7,17,6.0,5.7,17.15,17.47,489,False
2023,7,18,1.0,2.02,17.2,17.33,472,False
2023,7,19,1.0,1.91,13.2,16.92,541,False
2023,7,20,0.0,1.77,14.2,16.7,628,False
2023,7,21,4.0,2.13,22.1,16.75,590,False
2023,7,22,6.0,2.21,20.6,17.1,615,False
2023,7,23,7.0,4.03,22.45,17.46,749,False
2023,7,24,1.0,1.32,19.0,18.08,679,False
2023,7,25,1.0,1.42,17.9,18.71,643,False
2023,7,26,1.0,1.58,19.4,18.91,643,False
2023,7,27,1.0,1.54,19.3,19.11,628,False
2023,7,28,1.0,2.43,20.0,19.23,592,False
2023,7,29,7.0,2.46,18.6,18.89,568,False
2023,7,30,7.0,3.24,20.6,18.57,577,False
2023,7,31,2.0,1.36,21.05,18.65,527,False
2023,8,1,1.0,1.43,19.5,18.98,499,False
2023,8,2,1.0,1.52,18.9,19.53,490,False
2023,8,3,2.0,1.98,26.6,20.34,452,False
2023,8,4,1.0,3.29,21.1,20.41,465,False
2023,8,5,1.0,2.97,19.1,19.95,466,False
2023,8,6,1.0,1.47,19.6,19.67,441,False
2023,8,7,7.0,1.84,20.2,19.67,394,False
2023,8,8,4.0,3.79,23.2,19.67,418,False
2023,8,9,4.0,3.46,21.2,19.48,400,False
2023,8,10,7.0,3.63,20.25,19.28,377,False
2023,8,11,1.0,2.3,17.4,19.27,397,False
2023,8,12,1.0,2.11,16.8,19.24,455,False
2023,8,13,1.0,2.8,17.1,19.15,465,False
2023,8,14,1.0,3.1,17.9,19.03,461,False
2023,8,15,5.0,3.34,18.6,19.03,436,False
2023,8,16,5.0,5.66,23.65,19.08,413,False
2023,8,17,6.0,4.92,19.75,18.98,384,False
2023,8,18,4.0,3.4,19.4,18.99,401,False
2023,8,19,1.0,1.56,21.2,19.19,399,False
2023,8,20,7.0,2.46,23.2,19.3,444,False
2023,8,21,1.0,3.15,18.8,19.18,411,False
2023,8,22,1.0,4.75,17.3,19.05,377,False
2023,8,23,1.0,4.28,16.9,18.93,384,False
2023,8,24,1.0,2.86,16.4,18.85,380,False
2023,8,25,4.0,2.75,19.5,18.8,440,False
2023,8,26,1.0,3.32,16.8,18.54,456,False
2023,8,27,1.0,1.28,14.6,18.46,416,False
2023,8,28,1.0,1.23,17.0,18.62,417,False
2023,8,29,7.0,3.02,19.8,18.82,408,False
2023,8,30,1.0,2.24,16.3,18.83,381,False
2023,8,31,1.0,1.41,18.9,18.87,379,False
2023,9,1,5.0,3.93,19.7,19.05,348,False
2023,9,2,4.0,3.53,24.65,19.27,353,False
2023,9,3,4.0,2.47,26.05,19.93,365,False
2023,9,4,1.0,1.84,22.0,20.64,362,False
2023,9,5,1.0,1.2,21.55,20.77,420,False
2023,9,6,7.0,3.59,17.6,20.46,415,False
2023,9,7,0.0,2.22,14.6,19.84,467,False
2023,9,8,1.0,1.92,14.4,19.43,520,False
2023,9,9,1.0,1.6,16.0,19.03,569,False
2023,9,10,0.0,1.78,16.2,18.72,587,False
2023,9,11,0.0,1.61,16.3,18.63,612,False
2023,9,12,1.0,4.21,13.3,18.48,647,False
2023,9,13,7.0,2.2,12.5,18.33,754,False
2023,9,14,1.0,1.45,13.8,18.24,597,False
2023,9,15,5.0,3.26,17.3,18.12,869,False
2023,9,16,5.0,2.28,16.3,17.95,939,False
2023,9,17,7.0,2.24,16.2,17.91,819,False
2023,9,18,1.0,2.38,15.2,17.82,813,False
2023,9,19,1.0,2.89,15.9,17.87,736,False
2023,9,20,1.0,1.61,17.4,18.03,719,False
2023,9,21,1.0,0.91,17.8,17.99,717,False
2023,9,22,1.0,2.44,17.5,17.95,640,False
2023,9,23,1.0,4.82,17.1,17.88,659,False
2023,9,24,1.0,4.37,15.7,17.75,1110,False
2023,9,25,1.0,5.24,16.4,17.59,1560,False
2023,9,26,1.0,4.96,16.7,17.51,3180,False
2023,9,27,1.0,4.2,16.3,17.4,3910,False
2023,9,28,1.0,2.41,16.7,17.28,3810,False
2023,9,29,2.0,1.19,17.0,17.16,3650,False
2023,9,30,1.0,2.81,17.1,17.32,3640,False
2023,10,1,1.0,3.6,16.4,17.63,3690,False
2023,10,2,1.0,0.84,16.1,17.94,3510,False
2023,10,3,1.0,1.79,19.5,18.17,3170,False
2023,10,4,5.0,5.16,19.15,17.8,2850,False
2023,10,5,5.0,5.42,13.05,17.3,2450,False
2023,10,6,7.0,5.92,10.8,16.88,2340,False
2023,10,7,6.0,3.33,8.5,16.42,2090,False
2023,10,8,7.0,1.85,9.3,16.11,2010,False
2023,10,9,7.0,4.16,7.4,15.81,1900,False
2023,10,10,6.0,2.48,8.5,15.47,1720,False
2023,10,11,7.0,1.55,9.1,15.11,1660,False
2023,10,12,1.0,3.21,10.5,14.87,1620,False
2023,10,13,1.0,5.78,11.6,14.6,1520,False
2023,10,14,0.0,3.8,10.8,14.2,1510,False
2023,10,15,7.0,4.0,8.9,14.02,1440,False
2023,10,16,7.0,3.07,7.5,13.87,1390,False
2023,10,17,5.0,1.38,6.2,13.8,1220,False
2023,10,18,1.0,2.42,12.2,13.76,1130,False
2023,10,19,7.0,1.84,11.7,13.7,1040,False
2023,10,20,1.0,1.28,9.95,13.67,1010,False
2023,10,21,1.0,1.91,9.5,13.68,1050,False
2023,10,22,5.0,1.78,8.7,13.52,1100,False
2023,10,23,4.0,1.11,10.7,13.62,1030,False
2023,10,24,1.0,1.36,12.6,13.65,1020,False
2023,10,25,0.0,2.01,10.1,13.4,1040,False
2023,10,26,1.0,5.66,9.6,13.44,1120,False
2023,10,27,6.0,5.16,6.8,13.42,1250,False
2023,10,28,6.0,4.98,1.0,12.88,1270,False
2023,10,29,6.0,3.84,-1.0,12.4,1400,False
2023,10,30,6.0,5.05,-1.75,12.06,1400,False
2023,10,31,0.0,3.72,-0.4,11.89,1350,False
